Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases
2020-05-24,495168,SHENANDOAH VALLEY HEALTH AND REHAB,"3737 CATALPA AVE, PO BOX 711",BUENA VISTA,VA,24416,Y,Y,0,0,0,0,0,0,2,2,0,0,93,72,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495168,SHENANDOAH VALLEY HEALTH AND REHAB,"3737 CATALPA AVE, PO BOX 711",BUENA VISTA,VA,24416,Y,Y,0,0,0,0,0,0,1,3,0,0,93,72,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495248,BURKE HEALTH AND REHABILITATION CENTER,9640 BURKE LAKE ROAD,BURKE,VA,22015,Y,Y,1,1,32,32,17,17,3,3,1,1,0,39,Y,Y,Y,Y,3,3,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,820.5,25.6,3.1
2020-05-31,495248,BURKE HEALTH AND REHABILITATION CENTER,9640 BURKE LAKE ROAD,BURKE,VA,22015,Y,Y,3,4,0,32,0,17,0,3,0,1,0,34,Y,Y,Y,Y,0,3,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,941.2,29.4,3.1
2020-05-24,495421,FRIENDSHIP HEALTH AND REHAB CENTER - SOUTH,5647 STARKEY ROAD,CAVE SPRING,VA,24018,Y,Y,0,0,0,0,1,1,2,2,0,0,120,97,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495421,FRIENDSHIP HEALTH AND REHAB CENTER - SOUTH,5647 STARKEY ROAD,CAVE SPRING,VA,24018,Y,Y,0,0,0,0,0,1,1,3,0,0,120,101,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495153,CEDARS HEALTHCARE CENTER,1242 CEDARS CT,CHARLOTTESVILLE,VA,22903,Y,Y,0,0,0,0,0,0,0,0,0,0,141,132,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495153,CEDARS HEALTHCARE CENTER,1242 CEDARS CT,CHARLOTTESVILLE,VA,22903,Y,Y,0,0,0,0,0,0,0,0,0,0,141,134,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495178,CHARLOTTESVILLE HEALTH & REHABILITATION CENTER,505 WEST RIO ROAD,CHARLOTTESVILLE,VA,22901,Y,Y,1,1,0,0,0,0,1,1,0,0,0,92,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495178,CHARLOTTESVILLE HEALTH & REHABILITATION CENTER,505 WEST RIO ROAD,CHARLOTTESVILLE,VA,22901,Y,Y,0,1,0,0,0,0,0,1,0,0,0,90,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495225,WESTMINSTER CANTERBURY BLUE RI,250 PANTOPS MOUNTAIN RD,CHARLOTTESVILLE,VA,22911,Y,Y,1,1,1,1,13,13,5,5,0,0,27,16,Y,Y,Y,N,0,0,18,18,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,62.5,0,0
2020-05-31,495225,WESTMINSTER CANTERBURY BLUE RI,250 PANTOPS MOUNTAIN RD,CHARLOTTESVILLE,VA,22911,Y,Y,0,1,0,1,0,13,1,6,0,0,27,14,Y,Y,Y,N,0,0,0,18,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,71.4,0,0
2020-05-24,495254,COLONNADES HEALTH CARE CENTER,100 COLONNADES HILL DRIVE,CHARLOTTESVILLE,VA,22901,Y,Y,0,0,0,0,0,0,0,0,0,0,30,15,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495254,COLONNADES HEALTH CARE CENTER,100 COLONNADES HILL DRIVE,CHARLOTTESVILLE,VA,22901,Y,Y,0,0,0,0,0,0,0,0,0,0,30,14,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495326,MONROE HEALTH & REHAB CENTER,1150 NORTHWEST DRIVE,CHARLOTTESVILLE,VA,22901,Y,Y,0,0,0,0,1,1,0,0,0,0,180,142,Y,Y,N,N,0,0,5,5,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,0,0,
2020-05-31,495326,MONROE HEALTH & REHAB CENTER,1150 NORTHWEST DRIVE,CHARLOTTESVILLE,VA,22901,Y,Y,0,0,0,0,0,1,0,0,0,0,,,,,,,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-24,495377,THE LAURELS OF CHARLOTTESVILLE,490 HILLSDALE DRIVE,CHARLOTTESVILLE,VA,22901,Y,Y,0,0,1,1,1,1,2,2,0,0,120,106,Y,Y,Y,N,0,0,0,0,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,9.4,0,0
2020-05-31,495377,THE LAURELS OF CHARLOTTESVILLE,490 HILLSDALE DRIVE,CHARLOTTESVILLE,VA,22901,Y,Y,0,0,0,1,0,1,2,4,0,0,120,104,Y,Y,Y,N,0,0,0,0,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,9.6,0,0
2020-05-24,495420,ALBEMARLE HEALTH AND REHABILITATION CENTER,1540 FOUNDERS PLACE,CHARLOTTESVILLE,VA,22902,Y,Y,0,0,0,0,0,0,1,1,0,0,0,92,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495420,ALBEMARLE HEALTH AND REHABILITATION CENTER,1540 FOUNDERS PLACE,CHARLOTTESVILLE,VA,22902,Y,Y,0,0,0,0,0,0,1,2,0,0,0,86,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,49A007,OUR LADY OF PEACE INC,751 HILLSDALE DRIVE,CHARLOTTESVILLE,VA,22901,Y,Y,2,2,1,1,0,0,3,3,3,3,30,23,Y,Y,N,N,3,3,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,43.5,130.4,300
2020-05-31,49A007,OUR LADY OF PEACE INC,751 HILLSDALE DRIVE,CHARLOTTESVILLE,VA,22901,N,,0,2,0,1,0,0,0,3,0,3,,,,,,,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,300
2020-05-24,495380,CHASE CITY HEALTH AND REHAB CENTER,5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924,Y,Y,0,0,57,57,42,42,7,7,7,7,120,105,Y,N,Y,N,23,23,25,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,542.9,66.7,12.3
2020-05-31,495380,CHASE CITY HEALTH AND REHAB CENTER,5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924,Y,Y,3,3,10,67,0,42,2,9,2,9,120,92,Y,N,Y,N,3,26,5,30,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,728.3,97.8,13.4
2020-05-24,495399,CHATHAM HEALTH & REHABILITATION CENTER,100 RORER STREET,CHATHAM,VA,24531,Y,Y,0,0,0,0,3,3,3,3,0,0,85,78,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495399,CHATHAM HEALTH & REHABILITATION CENTER,100 RORER STREET,CHATHAM,VA,24531,Y,Y,0,0,0,0,0,3,0,3,0,0,85,78,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495108,CHESAPEAKE HEALTH AND REHABILITATION CENTER,688 KINGSBOROUGH SQUARE,CHESAPEAKE,VA,23320,Y,Y,0,0,0,0,1,1,2,2,0,0,0,160,Y,Y,Y,Y,1,1,1,1,0,0,N,N,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,,,,,0,0,
2020-05-31,495108,CHESAPEAKE HEALTH AND REHABILITATION CENTER,688 KINGSBOROUGH SQUARE,CHESAPEAKE,VA,23320,Y,Y,0,0,0,0,0,1,0,2,0,0,0,157,Y,Y,Y,Y,0,1,0,1,0,0,N,N,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495215,SENTARA REHABILITATION & CARE RESIDENCE-CHESAPEAKE,776 OAK GROVE RD PO BOX 1277,CHESAPEAKE,VA,23320,Y,Y,3,3,0,0,0,0,2,2,0,0,120,91,Y,Y,Y,N,0,0,1,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495215,SENTARA REHABILITATION & CARE RESIDENCE-CHESAPEAKE,776 OAK GROVE RD PO BOX 1277,CHESAPEAKE,VA,23320,Y,Y,0,3,0,0,1,1,1,3,0,0,120,92,Y,Y,Y,N,0,0,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495256,AUTUMN CARE OF CHESAPEAKE,715 ARGYLL ST,CHESAPEAKE,VA,23320,Y,Y,0,0,1,1,0,0,2,2,1,1,117,83,Y,Y,N,N,15,15,0,0,0,0,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,12,12,100
2020-05-31,495256,AUTUMN CARE OF CHESAPEAKE,715 ARGYLL ST,CHESAPEAKE,VA,23320,Y,Y,0,0,1,2,1,1,1,3,0,1,117,79,Y,Y,N,N,3,18,0,0,0,0,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,25.3,12.7,50
2020-05-24,495330,GREENBRIER REGIONAL MEDICAL CENTER,1017 GEORGE WASHINGTON HIGHWAY NORTH,CHESAPEAKE,VA,23323,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-31,495330,GREENBRIER REGIONAL MEDICAL CENTER,1017 GEORGE WASHINGTON HIGHWAY NORTH,CHESAPEAKE,VA,23323,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-24,495401,TYLER'S RETREAT AT IRON BRIDGE,12001 IRON BRIDGE RD,CHESTER,VA,23831,Y,Y,0,0,0,0,7,7,1,1,0,0,90,78,Y,N,Y,N,0,0,0,0,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495401,TYLER'S RETREAT AT IRON BRIDGE,12001 IRON BRIDGE RD,CHESTER,VA,23831,Y,Y,0,0,0,0,1,8,1,2,0,0,90,80,Y,N,Y,N,0,0,1,1,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,,,,,0,0,
2020-05-24,495079,HEALTH CARE CENTER LUCY CORR,6800 LUCY CORR BLVD,CHESTERFIELD,VA,23832,Y,Y,0,0,0,0,21,21,18,18,0,0,216,176,Y,Y,N,N,1,1,26,26,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495079,HEALTH CARE CENTER LUCY CORR,6800 LUCY CORR BLVD,CHESTERFIELD,VA,23832,Y,Y,0,0,0,0,0,21,0,18,0,0,216,174,Y,Y,N,N,0,1,4,30,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495133,VALLEY REHABILITATION AND NURSING CENTER,940 EAST LEE HIGHWAY,CHILHOWIE,VA,24319,Y,Y,0,0,0,0,2,2,5,5,0,0,180,142,Y,N,Y,N,0,0,3,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495133,VALLEY REHABILITATION AND NURSING CENTER,940 EAST LEE HIGHWAY,CHILHOWIE,VA,24319,Y,Y,0,0,0,0,0,2,0,5,0,0,180,144,Y,N,Y,N,0,0,1,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495379,SENTARA MEADOWVIEW TERRACE,184 BUFFALO ROAD,CLARKSVILLE,VA,23927,Y,Y,2,2,1,1,2,2,2,2,1,1,168,88,Y,N,Y,N,0,0,0,0,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,11.4,11.4,100
2020-05-31,495379,SENTARA MEADOWVIEW TERRACE,184 BUFFALO ROAD,CLARKSVILLE,VA,23927,Y,Y,0,2,1,2,0,2,0,2,0,1,168,83,Y,N,Y,N,1,1,0,0,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,24.1,12,50
2020-05-24,495141,ALLEGHANY HEALTH AND REHAB,1725 MAIN STREET,CLIFTON FORGE,VA,24422,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-31,495141,ALLEGHANY HEALTH AND REHAB,1725 MAIN STREET,CLIFTON FORGE,VA,24422,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-24,495360,THE WOODLANDS HEALTH AND REHAB CENTER,1000 FAIRVIEW HEIGHTS,CLIFTON FORGE,VA,24422,Y,Y,0,0,0,0,0,0,2,2,0,0,60,48,Y,Y,N,N,0,0,2,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495360,THE WOODLANDS HEALTH AND REHAB CENTER,1000 FAIRVIEW HEIGHTS,CLIFTON FORGE,VA,24422,Y,Y,0,0,0,0,0,0,0,2,0,0,60,51,Y,Y,N,N,0,0,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495320,HERITAGE HALL CLINTWOOD,"1225 CLINTWOOD MAIN STREET, ROUTE 607 PO BOX 909",CLINTWOOD,VA,24228,Y,Y,0,0,0,0,0,0,0,0,0,0,100,77,N,N,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495320,HERITAGE HALL CLINTWOOD,"1225 CLINTWOOD MAIN STREET, ROUTE 607 PO BOX 909",CLINTWOOD,VA,24228,Y,Y,0,0,0,0,0,0,0,0,0,0,100,77,N,N,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495268,WESTMORELAND REHABILITATION & HEALTHCARE CENTER,2400 MCKINNEY BOULEVARD,COLONIAL BEACH,VA,22443,Y,Y,0,0,0,0,37,37,12,12,4,4,66,53,Y,Y,Y,N,0,0,8,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,75.5,
2020-05-31,495268,WESTMORELAND REHABILITATION & HEALTHCARE CENTER,2400 MCKINNEY BOULEVARD,COLONIAL BEACH,VA,22443,Y,Y,0,0,0,0,3,40,0,12,0,4,66,54,Y,Y,Y,N,0,0,0,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,74.1,
2020-05-24,495115,COLONIAL HEIGHTS REHABILITATION AND NURSING CENTER,831 ELLERSLIE AVE,COLONIAL HEIGHTS,VA,23834,Y,Y,25,25,3,3,2,2,5,5,4,4,193,130,Y,Y,Y,N,6,6,5,5,0,0,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,,,,,23.1,30.8,133.3
2020-05-31,495115,COLONIAL HEIGHTS REHABILITATION AND NURSING CENTER,831 ELLERSLIE AVE,COLONIAL HEIGHTS,VA,23834,Y,Y,4,29,0,3,0,2,0,5,0,4,193,133,Y,N,Y,N,0,6,0,5,0,0,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,,,,,22.6,30.1,133.3
2020-05-24,495296,COURTLAND HEALTH & REHABILITATION CENTER,23020 MAIN STREET,COURTLAND,VA,23837,Y,Y,1,1,2,2,3,3,2,2,0,0,90,54,Y,Y,Y,Y,1,1,0,0,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,37,0,0
2020-05-31,495296,COURTLAND HEALTH & REHABILITATION CENTER,23020 MAIN STREET,COURTLAND,VA,23837,Y,Y,0,1,1,3,0,3,3,5,1,1,90,51,Y,Y,Y,N,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,,,,,58.8,19.6,33.3
2020-05-24,495279,CULPEPER HEALTH & REHABILITATION CENTER,602 MADISON ROAD,CULPEPER,VA,22701,Y,Y,0,0,0,0,1,1,0,0,0,0,0,164,Y,Y,Y,Y,0,0,4,4,0,0,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495279,CULPEPER HEALTH & REHABILITATION CENTER,602 MADISON ROAD,CULPEPER,VA,22701,Y,Y,0,0,0,0,2,3,0,0,0,0,0,167,Y,Y,Y,Y,0,0,1,5,0,0,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495400,THE CULPEPER,12425 VILLAGE LOOP,CULPEPER,VA,22701,Y,Y,0,0,0,0,0,0,0,0,0,0,47,39,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495400,THE CULPEPER,12425 VILLAGE LOOP,CULPEPER,VA,22701,Y,Y,0,0,0,0,7,7,0,0,0,0,47,44,Y,N,Y,N,0,0,4,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495386,CARRINGTON PLACE AT BOTETOURT COMMONS,290 COMMONS PARKWAY,DALEVILLE,VA,24083,Y,Y,0,0,0,0,0,0,0,0,0,0,90,82,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495386,CARRINGTON PLACE AT BOTETOURT COMMONS,290 COMMONS PARKWAY,DALEVILLE,VA,24083,Y,Y,0,0,0,0,0,0,0,0,0,0,90,86,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495404,THE GLEBE,250 GLEBE ROAD,DALEVILLE,VA,24083,Y,Y,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-31,495404,THE GLEBE,250 GLEBE ROAD,DALEVILLE,VA,24083,Y,Y,0,0,0,0,0,0,0,0,0,0,32,24,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,0,0,
2020-05-24,495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,0,5,5,0,0,312,245,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,0,0,5,0,0,312,239,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495107,PINEY FOREST HEALTH AND REHABILITATION CENTER,450 PINEY FOREST RD,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,0,4,4,0,0,0,108,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495107,PINEY FOREST HEALTH AND REHABILITATION CENTER,450 PINEY FOREST RD,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,0,0,4,0,0,0,106,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495166,STRATFORD HEALTHCARE CENTER,508 RISON STREET,DANVILLE,VA,24541,Y,Y,0,0,0,0,0,0,4,4,0,0,60,50,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495166,STRATFORD HEALTHCARE CENTER,508 RISON STREET,DANVILLE,VA,24541,Y,Y,0,0,0,0,0,0,1,5,0,0,60,49,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495295,RIVERSIDE HEALTH & REHAB CNTR,2344 RIVERSIDE DRIVE,DANVILLE,VA,24540,Y,Y,0,0,0,0,3,3,0,0,0,0,0,155,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495295,RIVERSIDE HEALTH & REHAB CNTR,2344 RIVERSIDE DRIVE,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,3,0,0,0,0,0,157,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495317,HERITAGE HALL DILLWYN,119 BRICKYARD DRIVE,DILLWYN,VA,23936,Y,Y,0,0,0,0,0,0,0,0,0,0,60,56,N,N,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495317,HERITAGE HALL DILLWYN,119 BRICKYARD DRIVE,DILLWYN,VA,23936,Y,Y,0,0,0,0,0,0,1,1,0,0,60,55,N,N,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495333,HIGHLAND RIDGE REHAB CENTER,5872 HANKS STREET  PO BOX 1087,DUBLIN,VA,24084,Y,Y,0,0,0,0,0,0,0,0,0,0,132,107,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-31,495333,HIGHLAND RIDGE REHAB CENTER,5872 HANKS STREET  PO BOX 1087,DUBLIN,VA,24084,Y,Y,0,0,0,0,0,0,0,0,0,0,132,106,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
2020-05-24,495134,RIDGECREST MANOR NURSING & REHABILITATION,157  ROSS CARTER BOULEVARD,DUFFIELD,VA,24244,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-31,495134,RIDGECREST MANOR NURSING & REHABILITATION,157  ROSS CARTER BOULEVARD,DUFFIELD,VA,24244,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-24,495205,ILIFF NURSING AND REHABILITATION CENTER,8000 ILIFF DRIVE,DUNN LORING,VA,22027,Y,Y,2,2,0,0,0,0,4,4,3,3,130,76,Y,Y,Y,Y,23,23,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,2,0,Y,Y,0,39.5,
2020-05-31,495205,ILIFF NURSING AND REHABILITATION CENTER,8000 ILIFF DRIVE,DUNN LORING,VA,22027,Y,Y,0,2,0,0,0,0,0,4,0,3,130,75,Y,Y,Y,N,23,46,2,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0,0,Y,Y,0,40,
2020-05-24,495321,HERITAGE HALL LEXINGTON,205 HOUSTON STREET,EAST LEXINGTON,VA,24450,Y,Y,0,0,0,0,0,0,0,0,0,0,60,49,N,N,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,
