Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed and Suspected COVID-19 Cases This Week or Initial Confirmed COVID-19 Case This Week
2020-06-28,495115,COLONIAL HEIGHTS REHABILITATION AND NURSING CENTER,831 ELLERSLIE AVE,COLONIAL HEIGHTS,VA,23834,Y,Y,3,44,0,3,0,2,7,18,0,7,193,140,Y,N,Y,N,0,6,0,5,0,0,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,,,,,21.4,50,233.3,Colonial Heights City,N
2020-05-24,495296,COURTLAND HEALTH & REHABILITATION CENTER,23020 MAIN STREET,COURTLAND,VA,23837,Y,Y,1,1,2,2,3,3,2,2,0,0,90,54,Y,Y,Y,Y,1,1,0,0,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,37,0,0,Southampton,Y
2020-05-31,495296,COURTLAND HEALTH & REHABILITATION CENTER,23020 MAIN STREET,COURTLAND,VA,23837,Y,Y,0,1,1,3,0,3,3,5,1,1,90,51,Y,Y,Y,N,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,,,,,58.8,19.6,33.3,Southampton,N
2020-06-07,495296,COURTLAND HEALTH & REHABILITATION CENTER,23020 MAIN STREET,COURTLAND,VA,23837,Y,Y,1,2,1,4,0,3,0,5,0,1,90,49,Y,N,Y,Y,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,81.6,20.4,25,Southampton,N
2020-06-14,495296,COURTLAND HEALTH & REHABILITATION CENTER,23020 MAIN STREET,COURTLAND,VA,23837,Y,Y,0,2,0,4,2,5,1,6,1,2,90,48,Y,N,Y,Y,0,1,0,0,1,1,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,,,,,83.3,41.7,50,Southampton,N
2020-06-21,495296,COURTLAND HEALTH & REHABILITATION CENTER,23020 MAIN STREET,COURTLAND,VA,23837,Y,Y,1,3,0,4,0,5,1,7,1,3,90,46,Y,N,Y,N,0,1,0,0,1,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,87,65.2,75,Southampton,N
2020-06-28,495296,COURTLAND HEALTH & REHABILITATION CENTER,23020 MAIN STREET,COURTLAND,VA,23837,Y,Y,1,4,0,4,0,5,1,8,1,4,90,46,Y,N,Y,Y,0,1,0,0,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,87,87,100,Southampton,N
2020-05-24,495279,CULPEPER HEALTH & REHABILITATION CENTER,602 MADISON ROAD,CULPEPER,VA,22701,Y,Y,0,0,0,0,1,1,0,0,0,0,0,164,Y,Y,Y,Y,0,0,4,4,0,0,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0,0,,Culpeper,N
2020-05-31,495279,CULPEPER HEALTH & REHABILITATION CENTER,602 MADISON ROAD,CULPEPER,VA,22701,Y,Y,0,0,0,0,2,3,0,0,0,0,0,167,Y,Y,Y,Y,0,0,1,5,0,0,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0,0,,Culpeper,N
2020-06-07,495279,CULPEPER HEALTH & REHABILITATION CENTER,602 MADISON ROAD,CULPEPER,VA,22701,Y,Y,0,0,0,0,1,4,0,0,0,0,180,166,Y,Y,Y,Y,0,0,3,8,0,0,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0,0,,Culpeper,N
2020-06-14,495279,CULPEPER HEALTH & REHABILITATION CENTER,602 MADISON ROAD,CULPEPER,VA,22701,Y,Y,0,0,0,0,2,6,1,1,0,0,180,163,Y,Y,Y,Y,0,0,0,8,0,0,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0,0,,Culpeper,N
2020-06-21,495279,CULPEPER HEALTH & REHABILITATION CENTER,602 MADISON ROAD,CULPEPER,VA,22701,Y,Y,0,0,0,0,1,7,1,2,0,0,180,167,Y,Y,Y,Y,0,0,3,11,0,0,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0,0,,Culpeper,N
2020-06-28,495279,CULPEPER HEALTH & REHABILITATION CENTER,602 MADISON ROAD,CULPEPER,VA,22701,Y,Y,0,0,0,0,0,7,2,4,0,0,180,167,Y,Y,Y,Y,0,0,2,13,0,0,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0,0,,Culpeper,N
2020-05-24,495400,THE CULPEPER,12425 VILLAGE LOOP,CULPEPER,VA,22701,Y,Y,0,0,0,0,0,0,0,0,0,0,47,39,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Culpeper,N
2020-05-31,495400,THE CULPEPER,12425 VILLAGE LOOP,CULPEPER,VA,22701,Y,Y,0,0,0,0,7,7,0,0,0,0,47,44,Y,N,Y,N,0,0,4,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Culpeper,Y
2020-06-07,495400,THE CULPEPER,12425 VILLAGE LOOP,CULPEPER,VA,22701,Y,Y,0,0,0,0,16,23,0,0,0,0,47,43,Y,N,Y,N,0,0,1,5,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,0,0,,Culpeper,Y
2020-06-14,495400,THE CULPEPER,12425 VILLAGE LOOP,CULPEPER,VA,22701,Y,Y,0,0,0,0,0,23,0,0,0,0,47,44,Y,N,Y,N,0,0,1,6,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,0,0,,Culpeper,N
2020-06-21,495400,THE CULPEPER,12425 VILLAGE LOOP,CULPEPER,VA,22701,Y,Y,0,0,0,0,0,23,0,0,0,0,47,42,Y,N,Y,N,0,0,2,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,0,0,,Culpeper,N
2020-06-28,495400,THE CULPEPER,12425 VILLAGE LOOP,CULPEPER,VA,22701,Y,Y,0,0,0,0,2,25,0,0,0,0,47,42,Y,N,Y,N,0,0,1,9,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,0,0,,Culpeper,N
2020-05-24,495386,CARRINGTON PLACE AT BOTETOURT COMMONS,290 COMMONS PARKWAY,DALEVILLE,VA,24083,Y,Y,0,0,0,0,0,0,1,1,0,0,90,82,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Botetourt,N
2020-05-31,495386,CARRINGTON PLACE AT BOTETOURT COMMONS,290 COMMONS PARKWAY,DALEVILLE,VA,24083,Y,Y,0,0,0,0,0,0,0,1,0,0,90,86,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Botetourt,N
2020-06-07,495386,CARRINGTON PLACE AT BOTETOURT COMMONS,290 COMMONS PARKWAY,DALEVILLE,VA,24083,Y,Y,0,0,0,0,0,0,2,3,0,0,90,86,Y,N,Y,N,1,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Botetourt,N
2020-06-14,495386,CARRINGTON PLACE AT BOTETOURT COMMONS,290 COMMONS PARKWAY,DALEVILLE,VA,24083,Y,Y,0,0,0,0,0,0,2,5,0,0,90,79,Y,N,Y,N,2,3,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Botetourt,N
2020-06-21,495386,CARRINGTON PLACE AT BOTETOURT COMMONS,290 COMMONS PARKWAY,DALEVILLE,VA,24083,Y,Y,0,0,0,0,0,0,0,5,0,0,90,75,Y,N,Y,N,3,6,0,0,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Botetourt,N
2020-06-28,495386,CARRINGTON PLACE AT BOTETOURT COMMONS,290 COMMONS PARKWAY,DALEVILLE,VA,24083,Y,Y,0,0,23,23,0,0,1,6,0,0,90,71,Y,N,Y,N,6,12,0,0,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,323.9,0,0,Botetourt,Y
2020-05-24,495404,THE GLEBE,250 GLEBE ROAD,DALEVILLE,VA,24083,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botetourt,
2020-05-31,495404,THE GLEBE,250 GLEBE ROAD,DALEVILLE,VA,24083,Y,Y,0,0,0,0,0,0,0,0,0,0,32,24,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,0,0,,Botetourt,N
2020-06-07,495404,THE GLEBE,250 GLEBE ROAD,DALEVILLE,VA,24083,N,,0,0,0,0,0,0,0,0,0,0,32,24,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,,Botetourt,
2020-06-14,495404,THE GLEBE,250 GLEBE ROAD,DALEVILLE,VA,24083,Y,Y,0,0,0,0,0,0,0,0,0,0,32,23,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Botetourt,N
2020-06-21,495404,THE GLEBE,250 GLEBE ROAD,DALEVILLE,VA,24083,Y,Y,0,0,0,0,0,0,0,0,0,0,32,24,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Botetourt,N
2020-06-28,495404,THE GLEBE,250 GLEBE ROAD,DALEVILLE,VA,24083,Y,Y,0,0,0,0,0,0,0,0,0,0,32,24,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Botetourt,N
2020-05-24,495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,0,5,5,0,0,312,245,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-05-31,495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,0,0,5,0,0,312,239,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-06-07,495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,0,1,6,0,0,312,241,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-06-14,495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,0,0,6,0,0,312,240,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-06-21,495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,0,2,8,0,0,312,238,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-06-28,495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,0,1,9,0,0,312,240,Y,Y,Y,N,0,0,0,0,0,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-05-24,495107,PINEY FOREST HEALTH AND REHABILITATION CENTER,450 PINEY FOREST RD,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,0,4,4,0,0,0,108,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-05-31,495107,PINEY FOREST HEALTH AND REHABILITATION CENTER,450 PINEY FOREST RD,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,0,0,4,0,0,0,106,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-06-07,495107,PINEY FOREST HEALTH AND REHABILITATION CENTER,450 PINEY FOREST RD,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,0,1,5,0,0,120,102,Y,Y,Y,Y,1,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-06-14,495107,PINEY FOREST HEALTH AND REHABILITATION CENTER,450 PINEY FOREST RD,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,0,0,5,0,0,120,100,Y,Y,Y,Y,0,1,1,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-06-21,495107,PINEY FOREST HEALTH AND REHABILITATION CENTER,450 PINEY FOREST RD,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,0,1,6,0,0,120,103,Y,Y,Y,Y,0,1,1,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-06-28,495107,PINEY FOREST HEALTH AND REHABILITATION CENTER,450 PINEY FOREST RD,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,0,0,6,0,0,120,105,Y,Y,Y,Y,0,1,1,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-05-24,495166,STRATFORD HEALTHCARE CENTER,508 RISON STREET,DANVILLE,VA,24541,Y,Y,0,0,0,0,0,0,4,4,0,0,60,50,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-05-31,495166,STRATFORD HEALTHCARE CENTER,508 RISON STREET,DANVILLE,VA,24541,Y,Y,0,0,0,0,0,0,1,5,0,0,60,49,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-06-07,495166,STRATFORD HEALTHCARE CENTER,508 RISON STREET,DANVILLE,VA,24541,Y,Y,0,0,0,0,0,0,0,5,0,0,60,50,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-06-14,495166,STRATFORD HEALTHCARE CENTER,508 RISON STREET,DANVILLE,VA,24541,Y,Y,0,0,0,0,0,0,1,6,0,0,60,49,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-06-21,495166,STRATFORD HEALTHCARE CENTER,508 RISON STREET,DANVILLE,VA,24541,Y,Y,0,0,0,0,0,0,0,6,0,0,60,47,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-06-28,495166,STRATFORD HEALTHCARE CENTER,508 RISON STREET,DANVILLE,VA,24541,Y,Y,0,0,0,0,0,0,1,7,0,0,60,48,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-05-24,495295,RIVERSIDE HEALTH & REHAB CNTR,2344 RIVERSIDE DRIVE,DANVILLE,VA,24540,Y,Y,0,0,0,0,3,3,0,0,0,0,0,155,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0,0,,Danville City,Y
2020-05-31,495295,RIVERSIDE HEALTH & REHAB CNTR,2344 RIVERSIDE DRIVE,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,3,0,0,0,0,0,157,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-06-07,495295,RIVERSIDE HEALTH & REHAB CNTR,2344 RIVERSIDE DRIVE,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,3,0,0,0,0,180,157,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-06-14,495295,RIVERSIDE HEALTH & REHAB CNTR,2344 RIVERSIDE DRIVE,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,3,0,0,0,0,180,157,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-06-21,495295,RIVERSIDE HEALTH & REHAB CNTR,2344 RIVERSIDE DRIVE,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,3,0,0,0,0,180,163,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-06-28,495295,RIVERSIDE HEALTH & REHAB CNTR,2344 RIVERSIDE DRIVE,DANVILLE,VA,24540,Y,Y,0,0,0,0,0,3,0,0,0,0,180,162,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Danville City,N
2020-05-24,495317,HERITAGE HALL DILLWYN,119 BRICKYARD DRIVE,DILLWYN,VA,23936,Y,Y,0,0,0,0,0,0,0,0,0,0,60,56,N,N,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Buckingham,N
2020-05-31,495317,HERITAGE HALL DILLWYN,119 BRICKYARD DRIVE,DILLWYN,VA,23936,Y,Y,0,0,0,0,0,0,1,1,0,0,60,55,N,N,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Buckingham,N
2020-06-07,495317,HERITAGE HALL DILLWYN,119 BRICKYARD DRIVE,DILLWYN,VA,23936,Y,Y,0,0,0,0,0,0,0,1,0,0,60,55,N,N,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Buckingham,N
2020-06-14,495317,HERITAGE HALL DILLWYN,119 BRICKYARD DRIVE,DILLWYN,VA,23936,Y,Y,0,0,0,0,0,0,0,1,0,0,60,53,N,N,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Buckingham,N
2020-06-21,495317,HERITAGE HALL DILLWYN,119 BRICKYARD DRIVE,DILLWYN,VA,23936,Y,Y,0,0,0,0,0,0,0,1,0,0,60,55,N,N,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Buckingham,N
2020-06-28,495317,HERITAGE HALL DILLWYN,119 BRICKYARD DRIVE,DILLWYN,VA,23936,Y,Y,0,0,0,0,0,0,0,1,0,0,60,54,N,N,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Buckingham,N
2020-05-24,495333,HIGHLAND RIDGE REHAB CENTER,5872 HANKS STREET  PO BOX 1087,DUBLIN,VA,24084,Y,Y,0,0,0,0,0,0,0,0,0,0,132,107,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Pulaski,N
2020-05-31,495333,HIGHLAND RIDGE REHAB CENTER,5872 HANKS STREET  PO BOX 1087,DUBLIN,VA,24084,Y,Y,0,0,0,0,0,0,0,0,0,0,132,106,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Pulaski,N
2020-06-07,495333,HIGHLAND RIDGE REHAB CENTER,5872 HANKS STREET  PO BOX 1087,DUBLIN,VA,24084,Y,Y,0,0,0,0,0,0,0,0,0,0,132,108,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Pulaski,N
2020-06-14,495333,HIGHLAND RIDGE REHAB CENTER,5872 HANKS STREET  PO BOX 1087,DUBLIN,VA,24084,Y,Y,0,0,0,0,0,0,0,0,0,0,132,107,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Pulaski,N
2020-06-21,495333,HIGHLAND RIDGE REHAB CENTER,5872 HANKS STREET  PO BOX 1087,DUBLIN,VA,24084,Y,Y,0,0,0,0,0,0,0,0,0,0,132,107,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Pulaski,N
2020-06-28,495333,HIGHLAND RIDGE REHAB CENTER,5872 HANKS STREET  PO BOX 1087,DUBLIN,VA,24084,Y,Y,0,0,0,0,0,0,0,0,0,0,132,104,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Pulaski,N
2020-05-24,495134,RIDGECREST MANOR NURSING & REHABILITATION,157  ROSS CARTER BOULEVARD,DUFFIELD,VA,24244,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,
2020-05-31,495134,RIDGECREST MANOR NURSING & REHABILITATION,157  ROSS CARTER BOULEVARD,DUFFIELD,VA,24244,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,
2020-06-07,495134,RIDGECREST MANOR NURSING & REHABILITATION,157  ROSS CARTER BOULEVARD,DUFFIELD,VA,24244,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,
2020-06-14,495134,RIDGECREST MANOR NURSING & REHABILITATION,157  ROSS CARTER BOULEVARD,DUFFIELD,VA,24244,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,
2020-06-21,495134,RIDGECREST MANOR NURSING & REHABILITATION,157  ROSS CARTER BOULEVARD,DUFFIELD,VA,24244,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,
2020-06-28,495134,RIDGECREST MANOR NURSING & REHABILITATION,157  ROSS CARTER BOULEVARD,DUFFIELD,VA,24244,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott,
2020-05-24,495205,ILIFF NURSING AND REHABILITATION CENTER,8000 ILIFF DRIVE,DUNN LORING,VA,22027,Y,Y,2,2,0,0,0,0,4,4,3,3,130,76,Y,Y,Y,Y,23,23,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,2,0,Y,Y,0,39.5,,Fairfax,N
2020-05-31,495205,ILIFF NURSING AND REHABILITATION CENTER,8000 ILIFF DRIVE,DUNN LORING,VA,22027,Y,Y,0,2,0,0,0,0,0,4,0,3,130,75,Y,Y,Y,N,23,46,2,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0,0,Y,Y,0,40,,Fairfax,N
2020-06-07,495205,ILIFF NURSING AND REHABILITATION CENTER,8000 ILIFF DRIVE,DUNN LORING,VA,22027,Y,Y,0,2,0,0,0,0,0,4,0,3,131,75,Y,Y,Y,Y,3,49,1,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0,0,Y,Y,0,40,,Fairfax,N
2020-06-14,495205,ILIFF NURSING AND REHABILITATION CENTER,8000 ILIFF DRIVE,DUNN LORING,VA,22027,Y,Y,0,2,0,0,0,0,0,4,0,3,130,76,Y,Y,Y,Y,0,49,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0,0,Y,Y,0,39.5,,Fairfax,N
