"﻿Report Date","VDH Health Region","Percent of CLI Visits","Count of CLI Visits","Geography Name","Facility Type","Week End Date","Geography Type"
7/20/2020,"Eastern Region",2,8,Norfolk,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Eastern Region",7,24,Norfolk,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Eastern Region",5,26,Norfolk,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Eastern Region",8,53,Norfolk,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Eastern Region",6,41,Norfolk,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Eastern Region",12,339,Norfolk,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Eastern Region",11,299,Norfolk,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Eastern Region",8,197,Norfolk,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Eastern Region",4,86,Norfolk,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Eastern Region",4,91,Norfolk,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Eastern Region",4,79,Norfolk,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Eastern Region",3,55,Norfolk,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Eastern Region",4,70,Norfolk,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Eastern Region",4,77,Norfolk,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Eastern Region",5,81,Norfolk,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Eastern Region",4,65,Norfolk,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Eastern Region",4,62,Norfolk,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Eastern Region",4,66,Norfolk,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Eastern Region",4,65,Norfolk,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Eastern Region",7,101,Norfolk,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Eastern Region",6,99,Norfolk,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Eastern Region",8,139,Norfolk,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Eastern Region",10,217,Norfolk,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Eastern Region",6,159,Norfolk,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Eastern Region",5,123,Norfolk,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Central Region",26,471,Henrico,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Central Region",27,492,Henrico,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Central Region",23,413,Henrico,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Central Region",27,460,Henrico,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Central Region",26,448,Henrico,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Central Region",24,396,Henrico,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Central Region",28,436,Henrico,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Central Region",30,459,Henrico,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Central Region",30,458,Henrico,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Central Region",28,382,Henrico,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Central Region",26,324,Henrico,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Central Region",21,228,Henrico,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Central Region",23,238,Henrico,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Central Region",8,69,Henrico,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Central Region",3,25,Henrico,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Central Region",4,31,Henrico,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Central Region",4,41,Henrico,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Central Region",9,113,Henrico,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Central Region",6,120,Henrico,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Central Region",6,131,Henrico,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Central Region",7,186,Henrico,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Central Region",6,183,Henrico,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Central Region",7,180,Henrico,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Central Region",5,140,Henrico,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Central Region",5,117,Henrico,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Central Region",5,143,Henrico,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Central Region",6,146,Henrico,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Central Region",7,164,Henrico,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Central Region",7,163,Henrico,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Central Region",6,136,Henrico,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Central Region",8,158,Henrico,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Central Region",7,135,Henrico,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Central Region",7,132,Henrico,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Central Region",9,161,Henrico,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Central Region",11,193,Henrico,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Central Region",11,221,Henrico,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Central Region",11,275,Henrico,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Central Region",12,345,Henrico,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Central Region",6,240,Henrico,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Central Region",5,167,Henrico,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Central Region",27,592,Chesterfield,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Central Region",27,613,Chesterfield,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Central Region",26,565,Chesterfield,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Central Region",29,595,Chesterfield,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Central Region",32,723,Chesterfield,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Central Region",32,733,Chesterfield,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Central Region",34,703,Chesterfield,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Central Region",33,659,Chesterfield,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Central Region",32,619,Chesterfield,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Central Region",30,503,Chesterfield,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Central Region",24,367,Chesterfield,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Central Region",19,249,Chesterfield,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Central Region",19,244,Chesterfield,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Central Region",9,93,Chesterfield,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Central Region",3,33,Chesterfield,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Central Region",3,32,Chesterfield,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Central Region",5,51,Chesterfield,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Central Region",7,109,Chesterfield,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Central Region",5,121,Chesterfield,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Central Region",4,110,Chesterfield,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Central Region",8,209,Chesterfield,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Central Region",8,214,Chesterfield,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Central Region",7,180,Chesterfield,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Central Region",7,169,Chesterfield,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Central Region",8,188,Chesterfield,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Central Region",8,197,Chesterfield,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Central Region",9,221,Chesterfield,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Central Region",9,218,Chesterfield,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Central Region",11,237,Chesterfield,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Central Region",8,180,Chesterfield,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Central Region",9,183,Chesterfield,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Central Region",8,155,Chesterfield,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Central Region",8,136,Chesterfield,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Central Region",9,162,Chesterfield,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Central Region",11,202,Chesterfield,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Central Region",11,208,Chesterfield,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Central Region",12,248,Chesterfield,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Central Region",12,330,Chesterfield,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Central Region",6,210,Chesterfield,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Central Region",4,146,Chesterfield,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Southwest Region",2,3,"Central Virginia","Urgent Care",7/18/2020,"Health District"
7/20/2020,"Southwest Region",8,11,"Central Virginia","Urgent Care",7/11/2020,"Health District"
7/20/2020,"Southwest Region",7,9,"Central Virginia","Urgent Care",7/4/2020,"Health District"
7/20/2020,"Southwest Region",11,15,"Central Virginia","Urgent Care",6/27/2020,"Health District"
7/20/2020,"Southwest Region",3,3,"Central Virginia","Urgent Care",6/20/2020,"Health District"
7/20/2020,"Southwest Region",4,5,"Central Virginia","Urgent Care",6/13/2020,"Health District"
7/20/2020,"Southwest Region",6,6,"Central Virginia","Urgent Care",6/6/2020,"Health District"
7/20/2020,"Southwest Region",3,3,"Central Virginia","Urgent Care",5/30/2020,"Health District"
7/20/2020,"Southwest Region",1,1,"Central Virginia","Urgent Care",5/23/2020,"Health District"
7/20/2020,"Southwest Region",2,1,"Central Virginia","Urgent Care",5/16/2020,"Health District"
7/20/2020,"Southwest Region",6,4,"Central Virginia","Urgent Care",5/9/2020,"Health District"
7/20/2020,"Southwest Region",3,2,"Central Virginia","Urgent Care",5/2/2020,"Health District"
7/20/2020,"Southwest Region",7,4,"Central Virginia","Urgent Care",4/25/2020,"Health District"
7/20/2020,"Southwest Region",2,1,"Central Virginia","Urgent Care",4/18/2020,"Health District"
7/20/2020,"Southwest Region",5,3,"Central Virginia","Urgent Care",4/11/2020,"Health District"
7/20/2020,"Southwest Region",3,2,"Central Virginia","Urgent Care",4/4/2020,"Health District"
7/20/2020,"Southwest Region",5,3,"Central Virginia","Urgent Care",3/28/2020,"Health District"
7/20/2020,"Southwest Region",8,10,"Central Virginia","Urgent Care",3/21/2020,"Health District"
7/20/2020,"Southwest Region",10,17,"Central Virginia","Urgent Care",3/14/2020,"Health District"
7/20/2020,"Southwest Region",7,12,"Central Virginia","Urgent Care",3/7/2020,"Health District"
7/20/2020,"Southwest Region",3,41,"Central Virginia","Emergency Department",7/18/2020,"Health District"
7/20/2020,"Southwest Region",4,49,"Central Virginia","Emergency Department",7/11/2020,"Health District"
7/20/2020,"Southwest Region",2,28,"Central Virginia","Emergency Department",7/4/2020,"Health District"
7/20/2020,"Southwest Region",2,24,"Central Virginia","Emergency Department",6/27/2020,"Health District"
7/20/2020,"Southwest Region",2,25,"Central Virginia","Emergency Department",6/20/2020,"Health District"
7/20/2020,"Southwest Region",1,13,"Central Virginia","Emergency Department",6/13/2020,"Health District"
7/20/2020,"Southwest Region",2,26,"Central Virginia","Emergency Department",6/6/2020,"Health District"
7/20/2020,"Southwest Region",1,15,"Central Virginia","Emergency Department",5/30/2020,"Health District"
7/20/2020,"Southwest Region",2,20,"Central Virginia","Emergency Department",5/23/2020,"Health District"
7/20/2020,"Southwest Region",2,17,"Central Virginia","Emergency Department",5/16/2020,"Health District"
7/20/2020,"Southwest Region",2,20,"Central Virginia","Emergency Department",5/9/2020,"Health District"
7/20/2020,"Southwest Region",2,23,"Central Virginia","Emergency Department",5/2/2020,"Health District"
7/20/2020,"Southwest Region",4,38,"Central Virginia","Emergency Department",4/25/2020,"Health District"
7/20/2020,"Southwest Region",3,27,"Central Virginia","Emergency Department",4/18/2020,"Health District"
7/20/2020,"Southwest Region",5,42,"Central Virginia","Emergency Department",4/11/2020,"Health District"
7/20/2020,"Southwest Region",6,49,"Central Virginia","Emergency Department",4/4/2020,"Health District"
7/20/2020,"Southwest Region",5,50,"Central Virginia","Emergency Department",3/28/2020,"Health District"
7/20/2020,"Southwest Region",8,98,"Central Virginia","Emergency Department",3/21/2020,"Health District"
7/20/2020,"Southwest Region",4,66,"Central Virginia","Emergency Department",3/14/2020,"Health District"
7/20/2020,"Southwest Region",2,33,"Central Virginia","Emergency Department",3/7/2020,"Health District"
7/20/2020,"Southwest Region",3,22,"New River","Urgent Care",7/18/2020,"Health District"
7/20/2020,"Southwest Region",2,15,"New River","Urgent Care",7/11/2020,"Health District"
7/20/2020,"Southwest Region",2,11,"New River","Urgent Care",7/4/2020,"Health District"
7/20/2020,"Southwest Region",2,13,"New River","Urgent Care",6/27/2020,"Health District"
7/20/2020,"Southwest Region",1,5,"New River","Urgent Care",6/20/2020,"Health District"
7/20/2020,"Southwest Region",2,9,"New River","Urgent Care",6/13/2020,"Health District"
7/20/2020,"Southwest Region",1,3,"New River","Urgent Care",6/6/2020,"Health District"
7/20/2020,"Southwest Region",3,7,"New River","Urgent Care",5/30/2020,"Health District"
7/20/2020,"Southwest Region",2,4,"New River","Urgent Care",5/23/2020,"Health District"
7/20/2020,"Southwest Region",2,5,"New River","Urgent Care",5/16/2020,"Health District"
7/20/2020,"Southwest Region",4,8,"New River","Urgent Care",5/9/2020,"Health District"
7/20/2020,"Southwest Region",1,2,"New River","Urgent Care",5/2/2020,"Health District"
7/20/2020,"Southwest Region",4,6,"New River","Urgent Care",4/25/2020,"Health District"
7/20/2020,"Southwest Region",4,7,"New River","Urgent Care",4/18/2020,"Health District"
7/20/2020,"Southwest Region",8,13,"New River","Urgent Care",4/11/2020,"Health District"
7/20/2020,"Southwest Region",10,20,"New River","Urgent Care",4/4/2020,"Health District"
7/20/2020,"Southwest Region",14,40,"New River","Urgent Care",3/28/2020,"Health District"
7/20/2020,"Southwest Region",11,49,"New River","Urgent Care",3/21/2020,"Health District"
7/20/2020,"Southwest Region",10,58,"New River","Urgent Care",3/14/2020,"Health District"
7/20/2020,"Southwest Region",8,54,"New River","Urgent Care",3/7/2020,"Health District"
7/20/2020,"Southwest Region",5,58,"New River","Emergency Department",7/18/2020,"Health District"
7/20/2020,"Southwest Region",6,89,"New River","Emergency Department",7/11/2020,"Health District"
7/20/2020,"Southwest Region",4,51,"New River","Emergency Department",7/4/2020,"Health District"
7/20/2020,"Southwest Region",5,69,"New River","Emergency Department",6/27/2020,"Health District"
7/20/2020,"Southwest Region",5,57,"New River","Emergency Department",6/20/2020,"Health District"
7/20/2020,"Southwest Region",4,51,"New River","Emergency Department",6/13/2020,"Health District"
7/20/2020,"Southwest Region",4,46,"New River","Emergency Department",6/6/2020,"Health District"
7/20/2020,"Southwest Region",4,46,"New River","Emergency Department",5/30/2020,"Health District"
7/20/2020,"Southwest Region",5,50,"New River","Emergency Department",5/23/2020,"Health District"
7/20/2020,"Southwest Region",6,55,"New River","Emergency Department",5/16/2020,"Health District"
7/20/2020,"Southwest Region",6,58,"New River","Emergency Department",5/9/2020,"Health District"
7/20/2020,"Southwest Region",5,48,"New River","Emergency Department",5/2/2020,"Health District"
7/20/2020,"Southwest Region",6,55,"New River","Emergency Department",4/25/2020,"Health District"
7/20/2020,"Southwest Region",8,60,"New River","Emergency Department",4/18/2020,"Health District"
7/20/2020,"Southwest Region",10,80,"New River","Emergency Department",4/11/2020,"Health District"
7/20/2020,"Southwest Region",9,76,"New River","Emergency Department",4/4/2020,"Health District"
7/20/2020,"Southwest Region",8,82,"New River","Emergency Department",3/28/2020,"Health District"
7/20/2020,"Southwest Region",9,107,"New River","Emergency Department",3/21/2020,"Health District"
7/20/2020,"Southwest Region",7,109,"New River","Emergency Department",3/14/2020,"Health District"
7/20/2020,"Southwest Region",6,101,"New River","Emergency Department",3/7/2020,"Health District"
7/20/2020,"Central Region",25,157,Chickahominy,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Central Region",27,165,Chickahominy,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Central Region",25,135,Chickahominy,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Central Region",29,167,Chickahominy,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Central Region",33,199,Chickahominy,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Central Region",27,150,Chickahominy,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Central Region",31,161,Chickahominy,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Central Region",27,131,Chickahominy,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Central Region",29,135,Chickahominy,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Central Region",36,176,Chickahominy,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Central Region",24,100,Chickahominy,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Central Region",26,98,Chickahominy,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Central Region",19,63,Chickahominy,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Central Region",9,19,Chickahominy,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Central Region",3,6,Chickahominy,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Central Region",3,5,Chickahominy,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Central Region",3,8,Chickahominy,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Central Region",5,19,Chickahominy,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Central Region",5,33,Chickahominy,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Central Region",6,43,Chickahominy,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Central Region",5,51,Chickahominy,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Central Region",4,46,Chickahominy,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Central Region",5,47,Chickahominy,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Central Region",5,52,Chickahominy,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Central Region",5,49,Chickahominy,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Central Region",4,39,Chickahominy,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Central Region",6,47,Chickahominy,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Central Region",6,51,Chickahominy,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Central Region",5,40,Chickahominy,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Central Region",7,52,Chickahominy,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Central Region",8,65,Chickahominy,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Central Region",9,62,Chickahominy,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Central Region",6,38,Chickahominy,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Central Region",8,53,Chickahominy,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Central Region",10,63,Chickahominy,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Central Region",13,79,Chickahominy,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Central Region",14,105,Chickahominy,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Central Region",13,118,Chickahominy,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Central Region",8,89,Chickahominy,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Central Region",7,83,Chickahominy,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Southwest Region",8,61,Alleghany,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Southwest Region",6,49,Alleghany,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Southwest Region",6,28,Alleghany,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Southwest Region",5,30,Alleghany,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Southwest Region",2,10,Alleghany,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Southwest Region",2,9,Alleghany,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Southwest Region",2,8,Alleghany,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Southwest Region",2,9,Alleghany,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Southwest Region",3,13,Alleghany,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Southwest Region",5,16,Alleghany,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Southwest Region",5,18,Alleghany,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Southwest Region",5,16,Alleghany,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Southwest Region",4,12,Alleghany,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Southwest Region",9,30,Alleghany,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Southwest Region",7,20,Alleghany,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Southwest Region",8,29,Alleghany,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Southwest Region",11,49,Alleghany,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Southwest Region",13,83,Alleghany,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Southwest Region",13,106,Alleghany,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Southwest Region",9,82,Alleghany,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Southwest Region",8,87,Alleghany,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Southwest Region",7,87,Alleghany,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Southwest Region",7,83,Alleghany,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Southwest Region",8,90,Alleghany,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Southwest Region",6,66,Alleghany,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Southwest Region",5,55,Alleghany,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Southwest Region",7,71,Alleghany,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Southwest Region",5,50,Alleghany,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Southwest Region",5,44,Alleghany,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Southwest Region",5,43,Alleghany,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Southwest Region",9,81,Alleghany,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Southwest Region",8,68,Alleghany,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Southwest Region",9,72,Alleghany,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Southwest Region",8,59,Alleghany,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Southwest Region",8,61,Alleghany,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Southwest Region",11,76,Alleghany,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Southwest Region",13,117,Alleghany,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Southwest Region",11,113,Alleghany,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Southwest Region",8,110,Alleghany,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Southwest Region",5,72,Alleghany,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Lenowisco,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Lenowisco,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Lenowisco,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Lenowisco,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Lenowisco,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Southwest Region",50,1,Lenowisco,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Lenowisco,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Lenowisco,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Lenowisco,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Lenowisco,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Lenowisco,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Lenowisco,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Lenowisco,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Lenowisco,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Lenowisco,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Lenowisco,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Lenowisco,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Lenowisco,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Lenowisco,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Lenowisco,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Southwest Region",4,24,Lenowisco,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Southwest Region",4,24,Lenowisco,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Southwest Region",3,20,Lenowisco,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Southwest Region",5,27,Lenowisco,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Southwest Region",3,15,Lenowisco,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Southwest Region",4,21,Lenowisco,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Southwest Region",3,13,Lenowisco,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Southwest Region",4,21,Lenowisco,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Southwest Region",3,15,Lenowisco,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Southwest Region",4,19,Lenowisco,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Southwest Region",6,28,Lenowisco,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Southwest Region",6,21,Lenowisco,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Southwest Region",9,31,Lenowisco,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Southwest Region",7,29,Lenowisco,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Southwest Region",11,41,Lenowisco,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Southwest Region",10,43,Lenowisco,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Southwest Region",7,36,Lenowisco,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Southwest Region",12,69,Lenowisco,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Southwest Region",7,55,Lenowisco,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Southwest Region",8,59,Lenowisco,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Eastern Region",24,428,Chesapeake,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Eastern Region",26,500,Chesapeake,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Eastern Region",21,359,Chesapeake,"Urgent Care",7/4/2020,"Health District"
