Ship Date,FIPS,Locality,Health District,Facility Type,Vaccine Manufacturer,Dose Number,Vaccine Doses Shipped Count
2021-01-30,51770,Roanoke City,Roanoke,Hospitals,Pfizer,1,975
2021-01-28,51155,Pulaski,New River,Pharmacies,Moderna,2,200
2021-01-03,51700,Newport News,Peninsula,Local Health Departments,Moderna,1,700
2020-12-13,51710,Norfolk,Norfolk,Hospitals,Pfizer,1,11700
2021-01-20,51680,Lynchburg,Central Virginia,Local Health Departments,Moderna,2,400
2021-01-24,51173,Smyth,Mount Rogers,Local Health Departments,Moderna,1,1100
2021-01-10,51760,Richmond City,Richmond,Local Health Departments,Moderna,1,1000
2021-02-04,51083,Halifax,Southside,Local Health Departments,Moderna,2,100
2021-02-04,51185,Tazewell,Cumberland Plateau,Pharmacies,Moderna,2,200
2021-01-28,51800,Suffolk,Western Tidewater,Local Health Departments,Moderna,2,500
2021-02-06,51683,Manassas City,Prince William,Hospitals,Pfizer,1,2925
2021-01-18,51025,Brunswick,Southside,Other Community Health Providers,Moderna,1,200
2021-02-01,51650,Hampton,Hampton,Local Health Departments,Moderna,1,600
2021-01-23,51059,Fairfax,Fairfax,Hospitals,Pfizer,1,975
2021-01-20,51710,Norfolk,Norfolk,Hospitals,Moderna,2,4000
2021-01-24,51083,Halifax,Southside,Pharmacies,Moderna,1,200
2021-02-07,51550,Chesapeake,Chesapeake,Pharmacies,Moderna,1,100
2021-02-06,51760,Richmond City,Richmond,Hospitals,Pfizer,2,975
2021-02-01,51165,Rockingham,Central Shenandoah,Pharmacies,Moderna,1,600
2021-01-11,51041,Chesterfield,Chesterfield,Local Health Departments,Moderna,2,6100
2021-01-18,51019,Bedford,Central Virginia,Pharmacies,Moderna,1,100
2021-01-16,51073,Gloucester,Three Rivers,Hospitals,Pfizer,1,975
2021-01-03,51790,Staunton,Central Shenandoah,Other Community Health Providers,Moderna,1,900
2020-12-28,51013,Arlington,Arlington,Local Health Departments,Moderna,1,1000
2021-02-08,51510,Alexandria,Alexandria,Medical Practices,Moderna,1,100
2021-01-03,51680,Lynchburg,Central Virginia,Local Health Departments,Moderna,1,200
2021-01-24,51015,Augusta,Central Shenandoah,Other Community Health Providers,Moderna,1,600
2021-01-03,51053,Dinwiddie,Crater,Local Health Departments,Moderna,1,600
2021-01-10,51195,Wise,Lenowisco,Other Community Health Providers,Moderna,1,1100
2021-02-08,51011,Appomattox,Central Virginia,Pharmacies,Moderna,1,200
2021-02-08,51685,Manassas Park,Prince William,Other Community Health Providers,Moderna,2,100
2021-02-07,51139,Page,Lord Fairfax,Local Health Departments,Moderna,1,100
2021-02-04,51195,Wise,Lenowisco,Local Health Departments,Moderna,2,1100
2021-02-01,51083,Halifax,Southside,Other Community Health Providers,Moderna,1,100
2020-12-28,51770,Roanoke City,Roanoke,Local Health Departments,Moderna,1,1200
2021-01-03,51087,Henrico,Henrico,Pharmacies,Moderna,1,500
2021-01-11,51195,Wise,Lenowisco,Local Health Departments,Moderna,2,1500
2021-01-03,51590,Danville,Pittsylvania-Danville,Other Community Health Providers,Moderna,1,200
2021-02-08,51690,Martinsville,West Piedmont,Medical Practices,Moderna,1,100
2021-02-01,51770,Roanoke City,Roanoke,Local Health Departments,Moderna,1,700
2020-12-14,51710,Norfolk,Norfolk,Hospitals,Pfizer,1,975
2021-02-07,51730,Petersburg,Crater,Local Health Departments,Moderna,1,800
2021-01-10,51143,Pittsylvania,Pittsylvania-Danville,Pharmacies,Moderna,1,200
2021-01-19,51107,Loudoun,Loudoun,Local Health Departments,Moderna,1,5600
2021-01-18,51760,Richmond City,Richmond,Local Health Departments,Moderna,1,2000
2021-01-04,51059,Fairfax,Fairfax,Hospitals,Pfizer,1,5850
2021-01-11,51171,Shenandoah,Lord Fairfax,Hospitals,Moderna,2,500
2021-02-01,51169,Scott,Lenowisco,Pharmacies,Moderna,1,400
2020-12-30,51041,Chesterfield,Chesterfield,Local Health Departments,Pfizer,2,8775
2020-12-21,51027,Buchanan,Cumberland Plateau,Hospitals,Moderna,1,500
2021-02-07,51760,Richmond City,Richmond,Other Community Health Providers,Moderna,1,200
2021-02-06,51087,Henrico,Henrico,Local Health Departments,Pfizer,2,1950
2021-02-04,51790,Staunton,Central Shenandoah,Other Community Health Providers,Moderna,2,300
2021-01-11,51165,Rockingham,Central Shenandoah,Hospitals,Moderna,2,2000
2021-02-07,51580,Covington,Alleghany,Local Health Departments,Moderna,2,300
2021-02-07,51840,Winchester,Lord Fairfax,Pharmacies,Moderna,1,100
2021-01-18,51047,Culpeper,Rappahannock Rapidan,Pharmacies,Moderna,1,100
2021-02-04,51187,Warren,Lord Fairfax,Local Health Departments,Moderna,2,1000
2021-02-04,51510,Alexandria,Alexandria,Pharmacies,Moderna,2,600
2020-12-28,51001,Accomack,Eastern Shore,Local Health Departments,Moderna,1,400
2021-01-28,51550,Chesapeake,Chesapeake,Local Health Departments,Moderna,2,100
2021-01-28,51161,Roanoke County,Alleghany,Hospitals,Moderna,2,200
2021-01-18,51041,Chesterfield,Chesterfield,Pharmacies,Moderna,1,100
2021-02-01,51185,Tazewell,Cumberland Plateau,Local Health Departments,Moderna,1,100
2021-02-02,51800,Suffolk,Western Tidewater,Local Health Departments,Moderna,1,1000
2021-01-28,51810,Virginia Beach,Virginia Beach,Local Health Departments,Moderna,2,800
2020-12-28,51690,Martinsville,West Piedmont,Hospitals,Moderna,1,200
2021-02-01,51167,Russell,Cumberland Plateau,Local Health Departments,Moderna,1,100
2021-01-19,51678,Lexington,Central Shenandoah,Hospitals,Pfizer,2,5850
2021-02-04,51159,Richmond County,Three Rivers,Other Community Health Providers,Moderna,2,200
2020-12-28,51680,Lynchburg,Central Virginia,Local Health Departments,Moderna,1,500
2021-01-24,51580,Covington,Alleghany,Local Health Departments,Moderna,1,300
2021-02-01,51550,Chesapeake,Chesapeake,Local Health Departments,Moderna,1,1000
2021-02-07,51117,Mecklenburg,Southside,Local Health Departments,Moderna,1,200
2021-01-03,51660,Harrisonburg,Central Shenandoah,Local Health Departments,Moderna,1,100
2021-02-08,51810,Virginia Beach,Virginia Beach,Local Health Departments,Pfizer,1,2925
2021-02-04,51023,Botetourt,Alleghany,Pharmacies,Moderna,2,100
2021-01-18,51790,Staunton,Central Shenandoah,Local Health Departments,Moderna,1,2500
2021-01-10,51710,Norfolk,Norfolk,Medical Practices,Moderna,1,100
2021-01-24,51153,Prince William,Prince William,Local Health Departments,Moderna,1,3200
2021-01-18,51155,Pulaski,New River,Pharmacies,Moderna,1,700
2021-02-04,51710,Norfolk,Norfolk,Local Health Departments,Moderna,2,700
2020-12-28,51790,Staunton,Central Shenandoah,Local Health Departments,Moderna,1,500
2021-02-01,51540,Charlottesville,Blue Ridge,Local Health Departments,Moderna,1,800
2021-01-23,51770,Roanoke City,Roanoke,Local Health Departments,Pfizer,1,1950
2021-02-08,51650,Hampton,Hampton,Pharmacies,Moderna,1,100
2020-12-30,51700,Newport News,Peninsula,Hospitals,Pfizer,1,1950
2021-01-11,51720,Norton,Lenowisco,Hospitals,Moderna,2,1000
2021-02-04,51550,Chesapeake,Chesapeake,Pharmacies,Moderna,2,100
2021-01-20,51590,Danville,Pittsylvania-Danville,Local Health Departments,Moderna,2,200
2021-01-10,51105,Lee,Lenowisco,Local Health Departments,Moderna,1,400
2021-02-02,51073,Gloucester,Three Rivers,Hospitals,Moderna,1,200
2020-12-22,51061,Fauquier,Rappahannock Rapidan,Hospitals,Moderna,1,1000
2021-01-18,51153,Prince William,Prince William,Local Health Departments,Moderna,1,1000
2021-02-01,51510,Alexandria,Alexandria,Other Community Health Providers,Moderna,1,200
2021-02-06,51191,Washington,Mount Rogers,Hospitals,Pfizer,2,975
2020-12-28,51059,Fairfax,Fairfax,Medical Practices,Moderna,1,1500
2021-01-10,51051,Dickenson,Cumberland Plateau,Local Health Departments,Moderna,1,500
2021-01-12,51059,Fairfax,Fairfax,Hospitals,Moderna,2,4400
2021-01-28,51117,Mecklenburg,Southside,Local Health Departments,Moderna,2,300
2021-01-10,51185,Tazewell,Cumberland Plateau,Local Health Departments,Moderna,1,500
2021-02-08,51031,Campbell,Central Virginia,Pharmacies,Moderna,1,200
2021-02-07,51051,Dickenson,Cumberland Plateau,Local Health Departments,Moderna,1,100
2021-01-18,51041,Chesterfield,Chesterfield,Local Health Departments,Moderna,1,500
2021-01-24,51001,Accomack,Eastern Shore,Local Health Departments,Moderna,1,500
2021-02-01,51187,Warren,Lord Fairfax,Local Health Departments,Moderna,1,100
2021-01-28,51153,Prince William,Prince William,Other Community Health Providers,Moderna,2,300
2021-01-11,51107,Loudoun,Loudoun,Local Health Departments,Moderna,2,2200
2021-01-28,51121,Montgomery,New River,Local Health Departments,Moderna,2,1500
2021-02-03,51830,Williamsburg,Peninsula,Pharmacies,Moderna,1,200
2021-02-01,51087,Henrico,Henrico,Pharmacies,Moderna,1,1400
2021-01-20,51043,Clarke,Lord Fairfax,Local Health Departments,Moderna,2,100
2021-02-01,51105,Lee,Lenowisco,Medical Practices,Moderna,1,100
2021-01-18,51680,Lynchburg,Central Virginia,Hospitals,Moderna,1,500
2021-01-11,51680,Lynchburg,Central Virginia,Local Health Departments,Moderna,2,100
2021-01-03,51081,Greensville,Crater,Other Community Health Providers,Moderna,1,700
2021-01-28,51173,Smyth,Mount Rogers,Other Community Health Providers,Moderna,2,400
2021-01-23,51540,Charlottesville,Blue Ridge,Local Health Departments,Pfizer,1,1950
2021-01-20,51690,Martinsville,West Piedmont,Local Health Departments,Moderna,2,100
2021-02-07,51740,Portsmouth,Portsmouth,Local Health Departments,Moderna,2,300
2021-02-07,51121,Montgomery,New River,Local Health Departments,Moderna,1,1100
2021-02-07,51167,Russell,Cumberland Plateau,Local Health Departments,Moderna,1,100
2021-01-11,51147,Prince Edward,Piedmont,Hospitals,Moderna,2,1000
2021-02-07,51031,Campbell,Central Virginia,Pharmacies,Moderna,1,100
2021-02-01,51840,Winchester,Lord Fairfax,Pharmacies,Moderna,1,100
2021-01-03,51161,Roanoke County,Alleghany,Hospitals,Moderna,1,300
2021-01-18,51840,Winchester,Lord Fairfax,Hospitals,Moderna,1,3000
2021-02-01,51740,Portsmouth,Portsmouth,Local Health Departments,Moderna,1,1100
2021-02-04,51680,Lynchburg,Central Virginia,Local Health Departments,Moderna,2,300
2021-02-07,51169,Scott,Lenowisco,Pharmacies,Moderna,1,400
2021-01-12,51840,Winchester,Lord Fairfax,Hospitals,Pfizer,2,2925
2021-01-04,51065,Fluvanna,Blue Ridge,Other Community Health Providers,Moderna,1,900
2021-02-08,51199,York,Peninsula,Pharmacies,Moderna,1,100
2020-12-30,51760,Richmond City,Richmond,Hospitals,Pfizer,1,5850
2021-02-04,51087,Henrico,Henrico,Pharmacies,Moderna,2,1000
2021-02-02,51810,Virginia Beach,Virginia Beach,Local Health Departments,Pfizer,1,2925
2021-01-23,51107,Loudoun,Loudoun,Local Health Departments,Pfizer,1,4875
2021-02-07,51185,Tazewell,Cumberland Plateau,Hospitals,Moderna,2,100
2021-02-01,51760,Richmond City,Richmond,Other Community Health Providers,Moderna,1,200
2021-02-04,51191,Washington,Mount Rogers,Other Community Health Providers,Moderna,2,100
2021-02-08,51171,Shenandoah,Lord Fairfax,Pharmacies,Moderna,1,100
2021-01-23,51550,Chesapeake,Chesapeake,Medical Practices,Pfizer,1,975
2021-01-18,51027,Buchanan,Cumberland Plateau,Other Community Health Providers,Moderna,1,100
2020-12-30,51680,Lynchburg,Central Virginia,Hospitals,Pfizer,2,2925
2021-02-06,51173,Smyth,Mount Rogers,Local Health Departments,Pfizer,1,975
2021-01-18,51067,Franklin County,West Piedmont,Medical Practices,Moderna,1,100
2021-02-01,51067,Franklin County,West Piedmont,Pharmacies,Moderna,1,100
2021-02-03,51540,Charlottesville,Blue Ridge,Local Health Departments,Moderna,1,1200
2021-02-04,51191,Washington,Mount Rogers,Pharmacies,Moderna,2,500
2021-02-01,51069,Frederick,Lord Fairfax,Pharmacies,Moderna,1,100
2021-02-07,51041,Chesterfield,Chesterfield,Local Health Departments,Moderna,2,1500
2021-01-10,51173,Smyth,Mount Rogers,Other Community Health Providers,Moderna,1,1200
2021-01-03,51175,Southampton,Western Tidewater,Other Community Health Providers,Moderna,1,600
2021-02-04,51031,Campbell,Central Virginia,Medical Practices,Moderna,2,300
2021-01-10,51510,Alexandria,Alexandria,Pharmacies,Moderna,1,200
2021-02-04,51173,Smyth,Mount Rogers,Local Health Departments,Moderna,2,1000
2021-01-04,51830,Williamsburg,Peninsula,Hospitals,Pfizer,1,975
2021-01-30,51121,Montgomery,New River,Local Health Departments,Pfizer,1,975
2021-01-04,51810,Virginia Beach,Virginia Beach,Local Health Departments,Moderna,1,800
2021-01-30,51830,Williamsburg,Peninsula,Hospitals,Pfizer,2,975
2020-12-13,51013,Arlington,Arlington,Hospitals,Pfizer,1,1950
2021-01-11,51810,Virginia Beach,Virginia Beach,Local Health Departments,Moderna,2,2900
2020-12-28,51800,Suffolk,Western Tidewater,Local Health Departments,Moderna,1,300
2020-12-22,51640,Galax,Mount Rogers,Hospitals,Moderna,1,1000
2021-01-28,51121,Montgomery,New River,Pharmacies,Moderna,2,100
2021-01-12,51710,Norfolk,Norfolk,Hospitals,Pfizer,2,7800
2020-12-30,51840,Winchester,Lord Fairfax,Hospitals,Pfizer,1,5850
2021-02-07,51119,Middlesex,Three Rivers,Local Health Departments,Moderna,1,400
2021-01-11,51840,Winchester,Lord Fairfax,Hospitals,Moderna,2,2000
2021-01-03,51095,James City,Peninsula,Other Community Health Providers,Moderna,1,800
2021-01-11,51678,Lexington,Central Shenandoah,Hospitals,Moderna,2,2500
2021-02-01,51085,Hanover,Chickahominy,Local Health Departments,Moderna,1,1900
2021-01-04,51001,Accomack,Eastern Shore,Hospitals,Pfizer,1,975
2021-02-04,51147,Prince Edward,Piedmont,Local Health Departments,Moderna,2,100
2021-01-03,51137,Orange,Rappahannock Rapidan,Local Health Departments,Moderna,1,1000
2021-01-10,51163,Rockbridge,Central Shenandoah,Local Health Departments,Moderna,1,100
2021-01-18,51153,Prince William,Prince William,Pharmacies,Moderna,1,300
2021-01-18,51530,Buena Vista City,Central Shenandoah,Pharmacies,Moderna,1,100
2021-02-08,51710,Norfolk,Norfolk,Pharmacies,Moderna,1,300
2021-01-09,51015,Augusta,Central Shenandoah,Hospitals,Pfizer,1,975
2021-01-10,51690,Martinsville,West Piedmont,Hospitals,Moderna,1,3000
2020-12-21,51107,Loudoun,Loudoun,Medical Practices,Moderna,1,100
2021-01-10,51169,Scott,Lenowisco,Pharmacies,Moderna,1,500
2021-02-07,51015,Augusta,Central Shenandoah,Other Community Health Providers,Moderna,2,200
2021-02-01,51011,Appomattox,Central Virginia,Pharmacies,Moderna,1,200
2021-02-07,51173,Smyth,Mount Rogers,Other Community Health Providers,Moderna,2,300
2021-01-10,51041,Chesterfield,Chesterfield,Pharmacies,Moderna,1,800
2021-02-01,51800,Suffolk,Western Tidewater,Local Health Departments,Moderna,1,500
2021-01-24,51680,Lynchburg,Central Virginia,Other Community Health Providers,Moderna,1,400
2021-02-08,51680,Lynchburg,Central Virginia,Medical Practices,Moderna,1,100
2021-02-04,51067,Franklin County,West Piedmont,Pharmacies,Moderna,2,100
2020-12-22,51810,Virginia Beach,Virginia Beach,Hospitals,Moderna,1,3000
2020-12-30,51710,Norfolk,Norfolk,Hospitals,Pfizer,1,7800
2021-01-03,51001,Accomack,Eastern Shore,Local Health Departments,Moderna,1,300
2021-02-07,51760,Richmond City,Richmond,Pharmacies,Moderna,2,200
2021-01-10,51155,Pulaski,New River,Pharmacies,Moderna,1,200
2020-12-21,51001,Accomack,Eastern Shore,Hospitals,Moderna,1,500
2021-01-30,51073,Gloucester,Three Rivers,Hospitals,Pfizer,2,975
2021-01-30,51840,Winchester,Lord Fairfax,Hospitals,Pfizer,1,1950
2021-01-20,51710,Norfolk,Norfolk,Local Health Departments,Moderna,2,400
2021-01-20,51630,Fredericksburg,Rappahannock,Hospitals,Moderna,2,5900
2021-01-30,51015,Augusta,Central Shenandoah,Hospitals,Pfizer,1,1950
2021-02-02,51590,Danville,Pittsylvania-Danville,Local Health Departments,Moderna,1,1500
2021-01-12,51760,Richmond City,Richmond,Hospitals,Pfizer,2,5850
2021-02-08,51089,Henry,West Piedmont,Pharmacies,Moderna,1,100
2021-01-28,51195,Wise,Lenowisco,Local Health Departments,Moderna,2,600
2021-01-10,51107,Loudoun,Loudoun,Local Health Departments,Moderna,1,1800
2021-02-02,51059,Fairfax,Fairfax,Medical Practices,Moderna,2,4000
2021-01-18,51153,Prince William,Prince William,Other Community Health Providers,Moderna,1,100
2021-02-07,51067,Franklin County,West Piedmont,Medical Practices,Moderna,1,100
2021-01-24,51135,Nottoway,Piedmont,Other Community Health Providers,Moderna,1,600
2021-02-07,51027,Buchanan,Cumberland Plateau,Local Health Departments,Moderna,1,100
2021-02-04,51135,Nottoway,Piedmont,Medical Practices,Moderna,2,100
2021-01-18,51820,Waynesboro,Central Shenandoah,Pharmacies,Moderna,1,100
2020-12-22,51683,Manassas City,Prince William,Hospitals,Moderna,1,5000
2021-01-23,51680,Lynchburg,Central Virginia,Hospitals,Pfizer,1,975
2021-01-24,51119,Middlesex,Three Rivers,Local Health Departments,Moderna,1,700
2021-02-07,51043,Clarke,Lord Fairfax,Local Health Departments,Moderna,1,200
2020-12-30,51059,Fairfax,Fairfax,Hospitals,Pfizer,1,4875
2021-02-07,51169,Scott,Lenowisco,Local Health Departments,Moderna,1,100
2021-01-03,51630,Fredericksburg,Rappahannock,Local Health Departments,Moderna,1,700
2021-02-08,51810,Virginia Beach,Virginia Beach,Local Health Departments,Moderna,2,1500
2021-02-01,51001,Accomack,Eastern Shore,Local Health Departments,Moderna,1,500
2021-02-04,51540,Charlottesville,Blue Ridge,Local Health Departments,Moderna,2,1300
2021-02-04,51137,Orange,Rappahannock Rapidan,Medical Practices,Moderna,2,100
2021-01-11,51153,Prince William,Prince William,Pharmacies,Moderna,2,500
2021-02-07,51700,Newport News,Peninsula,Hospitals,Moderna,2,100
2021-01-10,51710,Norfolk,Norfolk,Local Health Departments,Moderna,1,400
2021-01-10,51001,Accomack,Eastern Shore,Local Health Departments,Moderna,1,300
2021-01-10,51041,Chesterfield,Chesterfield,Local Health Departments,Moderna,1,1200
2021-02-08,51075,Goochland,Chickahominy,Other Community Health Providers,Moderna,2,100
2021-02-01,51143,Pittsylvania,Pittsylvania-Danville,Medical Practices,Moderna,1,200
2021-01-18,51041,Chesterfield,Chesterfield,Other Community Health Providers,Moderna,1,1000
2021-01-18,51019,Bedford,Central Virginia,Medical Practices,Moderna,1,200
2021-02-04,51043,Clarke,Lord Fairfax,Local Health Departments,Moderna,2,300
2021-02-04,51061,Fauquier,Rappahannock Rapidan,Pharmacies,Moderna,2,100
2021-02-04,51121,Montgomery,New River,Pharmacies,Moderna,2,300
2021-02-04,51155,Pulaski,New River,Medical Practices,Moderna,2,100
2021-01-24,51013,Arlington,Arlington,Local Health Departments,Moderna,1,1800
2021-01-10,51600,Fairfax City,Fairfax,Local Health Departments,Moderna,1,4600
2021-02-06,51730,Petersburg,Crater,Local Health Departments,Pfizer,1,975
2021-02-08,51105,Lee,Lenowisco,Medical Practices,Moderna,1,100
2021-02-04,51041,Chesterfield,Chesterfield,Other Community Health Providers,Moderna,2,1400
2021-01-20,51119,Middlesex,Three Rivers,Local Health Departments,Moderna,2,400
2021-02-04,51770,Roanoke City,Roanoke,Medical Practices,Moderna,2,200
2021-01-10,51031,Campbell,Central Virginia,Pharmacies,Moderna,1,100
2021-02-07,51117,Mecklenburg,Southside,Medical Practices,Moderna,1,200
2020-12-30,51720,Norton,Lenowisco,Hospitals,Pfizer,2,975
2021-01-20,51790,Staunton,Central Shenandoah,Local Health Departments,Moderna,2,400
2021-02-04,51770,Roanoke City,Roanoke,Local Health Departments,Moderna,2,100
2021-02-07,51087,Henrico,Henrico,Pharmacies,Moderna,1,200
2021-01-28,51690,Martinsville,West Piedmont,Local Health Departments,Moderna,2,300
2021-02-04,51163,Rockbridge,Central Shenandoah,Local Health Departments,Moderna,2,100
2021-02-07,51840,Winchester,Lord Fairfax,Local Health Departments,Moderna,1,200
2021-01-20,51760,Richmond City,Richmond,Local Health Departments,Moderna,2,800
2020-12-22,51121,Montgomery,New River,Hospitals,Moderna,1,2000
2020-12-14,51191,Washington,Mount Rogers,Hospitals,Pfizer,1,975
2021-01-11,51051,Dickenson,Cumberland Plateau,Hospitals,Moderna,2,1000
2021-02-01,51590,Danville,Pittsylvania-Danville,Local Health Departments,Moderna,1,1800
2020-12-14,51015,Augusta,Central Shenandoah,Hospitals,Pfizer,1,975
2021-01-18,51760,Richmond City,Richmond,Other Community Health Providers,Moderna,1,200
2021-01-11,51630,Fredericksburg,Rappahannock,Local Health Departments,Moderna,2,900
2021-02-06,51073,Gloucester,Three Rivers,Hospitals,Pfizer,1,975
2020-12-22,51830,Williamsburg,Peninsula,Hospitals,Moderna,1,1000
2021-02-07,51117,Mecklenburg,Southside,Other Community Health Providers,Moderna,1,100
2021-02-01,51580,Covington,Alleghany,Local Health Departments,Moderna,1,400
2021-01-18,51121,Montgomery,New River,Local Health Departments,Moderna,1,2500
2020-12-22,51650,Hampton,Hampton,Hospitals,Moderna,1,1600
2021-02-08,51179,Stafford,Rappahannock,Pharmacies,Moderna,1,200
2021-01-12,51680,Lynchburg,Central Virginia,Hospitals,Pfizer,1,2925
2021-01-28,51680,Lynchburg,Central Virginia,Local Health Departments,Moderna,2,200
2021-01-20,51173,Smyth,Mount Rogers,Local Health Departments,Moderna,2,1400
2021-02-01,51660,Harrisonburg,Central Shenandoah,Local Health Departments,Moderna,1,300
2021-02-04,51001,Accomack,Eastern Shore,Local Health Departments,Moderna,2,100
2021-02-04,51167,Russell,Cumberland Plateau,Pharmacies,Moderna,2,100
2021-02-01,51690,Martinsville,West Piedmont,Local Health Departments,Moderna,1,800
2021-02-04,51680,Lynchburg,Central Virginia,Pharmacies,Moderna,2,100
2021-01-12,51600,Fairfax City,Fairfax,Local Health Departments,Moderna,2,1400
2021-01-18,51117,Mecklenburg,Southside,Local Health Departments,Moderna,1,300
2021-02-04,51550,Chesapeake,Chesapeake,Local Health Departments,Moderna,2,600
2021-01-11,51640,Galax,Mount Rogers,Hospitals,Moderna,2,1000
2021-02-08,51173,Smyth,Mount Rogers,Medical Practices,Moderna,1,100
2021-02-01,51760,Richmond City,Richmond,Pharmacies,Moderna,1,200
2020-12-14,51540,Charlottesville,Blue Ridge,Hospitals,Pfizer,1,2925
2021-01-12,51630,Fredericksburg,Rappahannock,Hospitals,Pfizer,2,1950
2021-02-01,51075,Goochland,Chickahominy,Other Community Health Providers,Moderna,2,300
2020-12-21,51680,Lynchburg,Central Virginia,Local Health Departments,Moderna,1,100
2021-01-10,51550,Chesapeake,Chesapeake,Local Health Departments,Moderna,1,2000
2021-01-30,51550,Chesapeake,Chesapeake,Medical Practices,Pfizer,1,975
2021-02-04,51660,Harrisonburg,Central Shenandoah,Pharmacies,Moderna,2,200
2021-01-18,51810,Virginia Beach,Virginia Beach,Local Health Departments,Pfizer,1,5850
2020-12-22,51047,Culpeper,Rappahannock Rapidan,Hospitals,Moderna,1,1000
2021-01-10,51091,Highland,Central Shenandoah,Local Health Departments,Moderna,1,100
2021-02-07,51740,Portsmouth,Portsmouth,Local Health Departments,Moderna,1,1100
2021-01-04,51760,Richmond City,Richmond,Hospitals,Pfizer,1,3900
2021-01-11,51083,Halifax,Southside,Hospitals,Moderna,2,500
2021-01-30,51630,Fredericksburg,Rappahannock,Hospitals,Pfizer,2,975
2021-01-10,51139,Page,Lord Fairfax,Local Health Departments,Moderna,1,300
2021-02-04,51135,Nottoway,Piedmont,Other Community Health Providers,Moderna,2,400
2021-01-03,51590,Danville,Pittsylvania-Danville,Local Health Departments,Moderna,1,100
2021-01-11,51117,Mecklenburg,Southside,Local Health Departments,Moderna,2,200
2021-02-04,51153,Prince William,Prince William,Pharmacies,Moderna,2,300
2021-01-28,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,2,200
2021-01-24,51141,Patrick,West Piedmont,Local Health Departments,Moderna,1,400
2021-01-12,51700,Newport News,Peninsula,Hospitals,Pfizer,2,1950
2020-12-22,51610,Falls Church,Fairfax,Medical Practices,Moderna,1,500
2021-02-01,51019,Bedford,Central Virginia,Medical Practices,Moderna,1,200
2021-01-10,51790,Staunton,Central Shenandoah,Local Health Departments,Moderna,1,1000
2021-02-07,51710,Norfolk,Norfolk,Medical Practices,Moderna,1,100
2021-01-28,51153,Prince William,Prince William,Local Health Departments,Moderna,2,5000
2021-01-11,51107,Loudoun,Loudoun,Medical Practices,Moderna,2,100
2021-02-04,51117,Mecklenburg,Southside,Local Health Departments,Moderna,2,100
2021-02-04,51107,Loudoun,Loudoun,Hospitals,Moderna,2,100
2021-02-02,51760,Richmond City,Richmond,Local Health Departments,Moderna,1,1600
2020-12-14,51590,Danville,Pittsylvania-Danville,Hospitals,Pfizer,1,975
2021-02-01,51550,Chesapeake,Chesapeake,Pharmacies,Moderna,1,500
2021-02-01,51119,Middlesex,Three Rivers,Local Health Departments,Moderna,1,400
2021-01-11,51121,Montgomery,New River,Hospitals,Moderna,2,2000
2021-01-09,51840,Winchester,Lord Fairfax,Hospitals,Pfizer,1,1950
2021-01-03,51540,Charlottesville,Blue Ridge,Local Health Departments,Moderna,1,500
2021-02-07,51167,Russell,Cumberland Plateau,Pharmacies,Moderna,1,400
2020-12-21,51117,Mecklenburg,Southside,Local Health Departments,Moderna,1,200
2021-01-02,51540,Charlottesville,Blue Ridge,Hospitals,Pfizer,2,2925
2021-01-30,51700,Newport News,Peninsula,Hospitals,Pfizer,1,2925
2021-01-20,51540,Charlottesville,Blue Ridge,Hospitals,Moderna,2,2000
2021-01-24,51730,Petersburg,Crater,Local Health Departments,Moderna,1,800
2021-02-04,51143,Pittsylvania,Pittsylvania-Danville,Pharmacies,Moderna,2,100
2021-02-07,51015,Augusta,Central Shenandoah,Other Community Health Providers,Moderna,1,200
2021-02-07,51025,Brunswick,Southside,Other Community Health Providers,Moderna,2,100
2021-02-01,51167,Russell,Cumberland Plateau,Pharmacies,Moderna,1,500
2021-01-19,51191,Washington,Mount Rogers,Hospitals,Pfizer,2,1950
2021-02-02,51710,Norfolk,Norfolk,Local Health Departments,Moderna,1,2000
2021-01-23,51700,Newport News,Peninsula,Hospitals,Pfizer,1,1950
2021-01-11,51690,Martinsville,West Piedmont,Local Health Departments,Moderna,2,100
2021-01-28,51650,Hampton,Hampton,Local Health Departments,Moderna,2,100
2021-01-03,51167,Russell,Cumberland Plateau,Local Health Departments,Moderna,1,600
2020-12-14,51059,Fairfax,Fairfax,Hospitals,Pfizer,1,13650
2021-02-04,51085,Hanover,Chickahominy,Medical Practices,Moderna,2,100
2021-02-01,51630,Fredericksburg,Rappahannock,Local Health Departments,Moderna,1,200
2021-01-09,51710,Norfolk,Norfolk,Hospitals,Pfizer,1,1950
2021-02-08,51093,Isle of Wight,Western Tidewater,Pharmacies,Moderna,1,100
2021-02-04,51590,Danville,Pittsylvania-Danville,Local Health Departments,Moderna,2,200
2021-01-20,51700,Newport News,Peninsula,Local Health Departments,Moderna,2,500
2021-01-24,51540,Charlottesville,Blue Ridge,Local Health Departments,Moderna,1,1000
2021-02-04,51025,Brunswick,Southside,Local Health Departments,Moderna,2,100
2021-01-23,51015,Augusta,Central Shenandoah,Hospitals,Pfizer,1,1950
2021-01-03,51800,Suffolk,Western Tidewater,Local Health Departments,Moderna,1,500
2020-12-22,51147,Prince Edward,Piedmont,Hospitals,Moderna,1,1000
2021-01-28,51700,Newport News,Peninsula,Local Health Departments,Moderna,2,700
