Locality,Facility,Facility Type,Status,Date VDH Notified,Cases,Deaths,Active,FIPS,Report Date
Patrick,Blue Ridge Nursing Center (Stuart),Nursing Home,Outbreak in Progress,2020-07-23,75,15,1,51141,2020-09-17
Petersburg,Battlefield Park Healthcare Center,Nursing Home,Outbreak Pending Closure,2020-07-02,78,8,0,51730,2020-09-17
Petersburg,Fillmore Place,Assisted Living,Outbreak in Progress,2020-06-08,13,0,1,51730,2020-09-17
Petersburg,Petersburg Healthcare Center,Nursing Home,Outbreak Pending Closure,2020-05-25,57,10,0,51730,2020-09-17
Portsmouth,Autumn Care of Portsmouth,Nursing Home,Outbreak in Progress,2020-08-17,11,*,1,51740,2020-09-17
Portsmouth,Emily Green Shores Assisted Living Facility,Assisted Living,Outbreak Pending Closure,2020-07-28,14,0,0,51740,2020-09-17
Portsmouth,Mayfair House Assisted Living,Assisted Living,Outbreak Closed,2020-04-27,5,*,0,51740,2020-09-17
Portsmouth,Portside Health and Rehab,Nursing Home,Outbreak in Progress,2020-07-16,8,*,1,51740,2020-09-17
Portsmouth,Portsmouth Health and Rehab,Nursing Home,Outbreak in Progress,2020-08-17,13,*,1,51740,2020-09-17
Portsmouth,Province Place of Maryview,Assisted Living,Outbreak in Progress,2020-08-17,10,0,1,51740,2020-09-17
Portsmouth,Pruden Place,Assisted Living,Outbreak Pending Closure,2020-07-16,8,0,0,51740,2020-09-17
Prince Edward,Farmville Health and Rehab Center,Nursing Home,Outbreak Closed,2020-04-08,48,5,0,51147,2020-09-17
Prince William,Arbor Terrace Sudley Manor,Assisted Living,Outbreak Closed,2020-04-18,23,10,0,51153,2020-09-17
Prince William,Birmingham Green,Multicare,Outbreak Pending Closure,2020-04-19,132,34,0,51153,2020-09-17
Prince William,Envoy of Woodbridge,Nursing Home,Outbreak Pending Closure,2020-05-16,74,7,0,51153,2020-09-17
Prince William,Gainesville Health and Rehabilitation,Nursing Home,Outbreak Closed,2020-04-18,68,9,0,51153,2020-09-17
Prince William,Harbor Chase,Multicare,Outbreak Pending Closure,2020-05-09,14,6,0,51153,2020-09-17
Prince William,Lake Manassas Health and Rehabilitation,Nursing Home,Outbreak Pending Closure,2020-03-27,8,*,0,51153,2020-09-17
Prince William,Manassas Health & Rehabilitation Center,Nursing Home,Outbreak Pending Closure,2020-05-18,11,*,0,51153,2020-09-17
Prince William,Manassas Health & Rehabilitation Center,Nursing Home,Outbreak in Progress,2020-08-26,*,0,1,51153,2020-09-17
Prince William,Potomac Place,Assisted Living,Outbreak Pending Closure,2020-05-09,28,*,0,51153,2020-09-17
Prince William,Potomac Place,Assisted Living,Outbreak in Progress,2020-08-26,*,0,1,51153,2020-09-17
Prince William,Tribute at the Glen,Assisted Living,Outbreak Pending Closure,2020-05-09,9,*,0,51153,2020-09-17
Prince William,Westminster at Lake Ridge,Multicare,Outbreak Pending Closure,2020-04-18,27,*,0,51153,2020-09-17
Prince William,Willow Oaks Assisted Living at Birmingham Green,Assisted Living,Outbreak Pending Closure,2020-04-17,28,*,0,51153,2020-09-17
Richmond City,Bonview Rehabilitation and Healthcare,Multicare,Outbreak in Progress,2020-08-17,51,*,1,51760,2020-09-17
Richmond City,Manor Care Health Services- Imperial,Nursing Home,Outbreak Pending Closure,2020-07-24,63,5,0,51760,2020-09-17
Richmond City,The Towers Retirement Home and Assisted Living Community,Assisted Living,Outbreak Pending Closure,2020-04-20,5,0,0,51760,2020-09-17
Richmond City,The Towers Retirement Home and Assisted Living Community,Assisted Living,Outbreak in Progress,2020-07-15,7,0,1,51760,2020-09-17
Richmond City,The Virginia Home,Nursing Home,Outbreak Pending Closure,2020-03-28,13,0,0,51760,2020-09-17
Richmond County,Riverside The Orchard Dogwood Manor,Multicare,Outbreak Closed,2020-04-17,15,*,0,51159,2020-09-17
Roanoke City,South Roanoke Nursing Home,Nursing Home,Outbreak Pending Closure,2020-04-19,61,13,0,51770,2020-09-17
Roanoke County,Berkshire Healthcare Center,Nursing Home,Outbreak in Progress,2020-09-05,6,0,1,51161,2020-09-17
Roanoke County,Friendship Health and Rehab,Nursing Home,Outbreak in Progress,2020-06-24,*,0,1,51161,2020-09-17
Rockingham,Sunnyside Retirement Community,Nursing Home,Outbreak Pending Closure,2020-06-02,16,*,0,51165,2020-09-17
Russell,Mountain View Retirement Home,Assisted Living,Outbreak Pending Closure,2020-07-30,20,0,0,51167,2020-09-17
Salem,Brookdale Senior Living Solutions,Assisted Living,Outbreak Pending Closure,2020-04-24,12,*,0,51775,2020-09-17
Salem,Richfield Recovery and Care Center,Nursing Home,Outbreak Pending Closure,2020-04-24,6,0,0,51775,2020-09-17
Salem,Richfield Recovery and Care Center,Nursing Home,Outbreak in Progress,2020-08-06,*,0,1,51775,2020-09-17
Salem,Snyder Nursing Home,Nursing Home,Outbreak in Progress,2020-08-17,*,0,1,51775,2020-09-17
Scott,Nova Health and Rehab,Nursing Home,Outbreak in Progress,2020-09-11,*,0,1,51169,2020-09-17
Shenandoah,Consulate Health Care of Woodstock,Nursing Home,Outbreak Closed,2020-04-30,95,15,0,51171,2020-09-17
Shenandoah,Dutch Haven Assisted Living,Assisted Living,Outbreak Closed,2020-05-03,47,11,0,51171,2020-09-17
Shenandoah,Life Care Center of New Market,Nursing Home,Outbreak Pending Closure,2020-06-21,107,18,0,51171,2020-09-17
Shenandoah,Pine Meadow,Assisted Living,Outbreak Closed,2020-05-06,*,0,0,51171,2020-09-17
Shenandoah,Skyline Terrace,Nursing Home,Outbreak Closed,2020-03-30,*,0,0,51171,2020-09-17
Smyth,Valley Health Care,Nursing Home,Outbreak in Progress,2020-08-30,76,*,1,51173,2020-09-17
Southampton,Courtland Healthcare,Nursing Home,Outbreak Closed,2020-04-15,49,8,0,51175,2020-09-17
Spotsylvania,Cardinal Village,Assisted Living,Outbreak in Progress,2020-08-21,34,*,1,51177,2020-09-17
Spotsylvania,Carriage Hill Health & Rehab,Nursing Home,Outbreak Pending Closure,2020-06-02,114,21,0,51177,2020-09-17
Spotsylvania,Fredericksburg Health & Rehab (frmly Golden Living),Nursing Home,Outbreak in Progress,2020-08-27,48,*,1,51177,2020-09-17
Spotsylvania,Paramount Senior Living (frmly Brookdate ALF),Assisted Living,Outbreak Closed,2020-06-03,*,0,0,51177,2020-09-17
Spotsylvania,Spring Arbor of Fredericksburg,Assisted Living,Outbreak Pending Closure,2020-08-12,17,*,0,51177,2020-09-17
Stafford,Commonwealth Senior Living Stafford (Greenfield),Assisted Living,Outbreak in Progress,2020-08-22,*,0,1,51179,2020-09-17
Stafford,Harmony at Falls Run,Assisted Living,Outbreak Pending Closure,2020-08-05,19,*,0,51179,2020-09-17
Stafford,Woodmont Healthcare Center,Nursing Home,Outbreak in Progress,2020-08-22,25,*,1,51179,2020-09-17
Staunton,Envoy of Staunton,Nursing Home,Outbreak Pending Closure,2020-08-10,5,0,0,51790,2020-09-17
Staunton,Ritenour Rest Home,Assisted Living,Outbreak Pending Closure,2020-05-13,25,0,0,51790,2020-09-17
Suffolk,Autumn Nursing Care,Nursing Home,Outbreak Pending Closure,2020-04-08,72,16,0,51800,2020-09-17
Suffolk,Bon Secours/Maryview Nursing Center,Nursing Home,Outbreak Closed,2020-04-09,96,14,0,51800,2020-09-17
Suffolk,Harmony at Harbour View,Assisted Living,Outbreak in Progress,2020-07-12,22,*,1,51800,2020-09-17
Suffolk,Nansemond Pointe Rehab,Nursing Home,Outbreak Closed,2020-04-15,15,6,0,51800,2020-09-17
Sussex,Waverly Health and Rehabilitation Center,Nursing Home,Outbreak Pending Closure,2020-05-10,92,5,0,51183,2020-09-17
Virginia Beach,Accordius Bay Pointe,Nursing Home,Outbreak in Progress,2020-08-11,5,*,1,51810,2020-09-17
Virginia Beach,Accordius Health at River Pointe,Nursing Home,Outbreak Pending Closure,2020-04-29,42,5,0,51810,2020-09-17
Virginia Beach,Atria Senior Living,Assisted Living,Outbreak in Progress,2020-08-08,*,*,1,51810,2020-09-17
Virginia Beach,Baylake Retirement and Assisted Living Community,Assisted Living,Outbreak Closed,2020-05-15,*,0,0,51810,2020-09-17
Virginia Beach,Baylake Retirement and Assisted Living Community,Assisted Living,Outbreak Pending Closure,2020-07-27,*,0,0,51810,2020-09-17
Virginia Beach,Beth Shalom Home of Eastern Virginia,Nursing Home,Outbreak Pending Closure,2020-04-23,7,0,0,51810,2020-09-17
Virginia Beach,Brookdale Virginia Beach,Assisted Living,Outbreak in Progress,2020-09-05,*,0,1,51810,2020-09-17
Virginia Beach,Harbourway at Atlantic Shores,Assisted Living,Outbreak Pending Closure,2020-03-31,31,*,0,51810,2020-09-17
Virginia Beach,Heritage Hall - Virginia Beach,Nursing Home,Outbreak Pending Closure,2020-07-09,20,0,0,51810,2020-09-17
Virginia Beach,Kempsville Health & Rehab,Nursing Home,Outbreak Pending Closure,2020-08-06,*,0,0,51810,2020-09-17
Virginia Beach,Kings Grant House,Assisted Living,Outbreak Pending Closure,2020-05-30,25,7,0,51810,2020-09-17
Virginia Beach,Marian Manor,Assisted Living,Outbreak Pending Closure,2020-06-04,*,0,0,51810,2020-09-17
Virginia Beach,Our Lady of Perpetual Help,Multicare,Outbreak Closed,2020-04-11,33,6,0,51810,2020-09-17
Virginia Beach,Sentara Nursing Center,Nursing Home,Outbreak in Progress,2020-05-01,*,0,1,51810,2020-09-17
Virginia Beach,The Citadel,Nursing Home,Outbreak Closed,2020-06-15,*,0,0,51810,2020-09-17
Virginia Beach,The Memory Center,Assisted Living,Outbreak in Progress,2020-08-03,*,0,1,51810,2020-09-17
Virginia Beach,The Waterford,Assisted Living,Outbreak in Progress,2020-09-15,12,0,1,51810,2020-09-17
Virginia Beach,Virginia Beach Healthcare and Rehab,Nursing Home,Outbreak Pending Closure,2020-07-21,59,5,0,51810,2020-09-17
Warren,Woods Cove (frmly Royal Haven of Front Royal),Assisted Living,Outbreak Closed,2020-06-18,45,*,0,51187,2020-09-17
Washington,Accordius Health at Abingdon,Multicare,Outbreak in Progress,2020-09-10,18,0,1,51191,2020-09-17
Washington,English Meadows,Assisted Living,Outbreak Pending Closure,2020-04-03,9,*,0,51191,2020-09-17
Westmoreland,Westmoreland Rehabilitation and Healthcare Center,Nursing Home,Outbreak in Progress,2020-08-17,*,0,1,51193,2020-09-17
Williamsburg,Envoy of Williamsburg,Nursing Home,Outbreak Closed,2020-03-31,29,*,0,51830,2020-09-17
Williamsburg,Williamsburg Landing,Multicare,Outbreak in Progress,2020-07-22,*,0,1,51830,2020-09-17
Wythe,Carrington Place at Rural Retreat,Nursing Home,Outbreak Pending Closure,2020-06-30,*,0,0,51197,2020-09-17
Wythe,Carrington Place at Rural Retreat,Nursing Home,Outbreak in Progress,2020-07-10,*,0,1,51197,2020-09-17
York,Regency Healthcare Center,Nursing Home,Outbreak Closed,2020-05-11,*,0,0,51199,2020-09-17
York,Regency Healthcare Center,Nursing Home,Outbreak in Progress,2020-07-22,*,0,1,51199,2020-09-17
York,York Convalescent & Rehabilitation Center,Nursing Home,Outbreak in Progress,2020-08-20,*,0,1,51199,2020-09-17
