Locality,Facility,Facility Type,Status,Date VDH Notified,Cases,Deaths,Active,FIPS,Report Date
Prince Edward,Farmville Health and Rehab Center,Nursing Home,Outbreak Closed,2020-04-08,48,5,0,51147,2020-09-02
Prince William,Arbor Terrace Sudley Manor,Assisted Living,Outbreak Closed,2020-04-18,23,10,0,51153,2020-09-02
Prince William,Birmingham Green,Multicare,Outbreak Pending Closure,2020-04-19,132,34,0,51153,2020-09-02
Prince William,Envoy of Woodbridge,Nursing Home,Outbreak Pending Closure,2020-05-16,74,7,0,51153,2020-09-02
Prince William,Gainesville Health and Rehabilitation,Nursing Home,Outbreak Closed,2020-04-18,68,9,0,51153,2020-09-02
Prince William,Harbor Chase,Multicare,Outbreak Pending Closure,2020-05-09,14,6,0,51153,2020-09-02
Prince William,Lake Manassas Health and Rehabilitation,Nursing Home,Outbreak Pending Closure,2020-03-27,8,*,0,51153,2020-09-02
Prince William,Manassas Health & Rehabilitation Center,Nursing Home,Outbreak Pending Closure,2020-05-18,11,*,0,51153,2020-09-02
Prince William,Manassas Health & Rehabilitation Center,Nursing Home,Outbreak in Progress,2020-08-26,*,0,1,51153,2020-09-02
Prince William,Potomac Place,Assisted Living,Outbreak Pending Closure,2020-05-09,28,*,0,51153,2020-09-02
Prince William,Potomac Place,Assisted Living,Outbreak in Progress,2020-08-26,*,0,1,51153,2020-09-02
Prince William,Tribute at the Glen,Assisted Living,Outbreak Pending Closure,2020-05-09,9,*,0,51153,2020-09-02
Prince William,Westminster at Lake Ridge,Multicare,Outbreak Pending Closure,2020-04-18,27,*,0,51153,2020-09-02
Prince William,Willow Oaks Assisted Living at Birmingham Green,Assisted Living,Outbreak Pending Closure,2020-04-17,28,*,0,51153,2020-09-02
Richmond City,Bonview Rehabilitation and Healthcare,Multicare,Outbreak in Progress,2020-08-17,10,0,1,51760,2020-09-02
Richmond City,Manor Care Health Services- Imperial,Nursing Home,Outbreak in Progress,2020-07-24,61,*,1,51760,2020-09-02
Richmond City,The Towers Retirement Home and Assisted Living Community,Assisted Living,Outbreak in Progress,2020-07-15,5,0,1,51760,2020-09-02
Richmond City,The Towers Retirement Home and Assisted Living Community,Assisted Living,Outbreak Pending Closure,2020-04-20,5,0,0,51760,2020-09-02
Richmond City,The Virginia Home,Nursing Home,Outbreak in Progress,2020-03-28,13,0,1,51760,2020-09-02
Richmond County,Riverside The Orchard Dogwood Manor,Multicare,Outbreak Closed,2020-04-17,15,*,0,51159,2020-09-02
Roanoke City,South Roanoke Nursing Home,Nursing Home,Outbreak Pending Closure,2020-04-19,57,13,0,51770,2020-09-02
Roanoke County,Friendship Health and Rehab,Nursing Home,Outbreak in Progress,2020-06-24,*,0,1,51161,2020-09-02
Rockingham,Sunnyside Retirement Community,Nursing Home,Outbreak Pending Closure,2020-06-02,16,*,0,51165,2020-09-02
Russell,Mountain View Retirement Home,Assisted Living,Outbreak in Progress,2020-07-30,20,0,1,51167,2020-09-02
Salem,Brookdale Senior Living Solutions,Assisted Living,Outbreak Pending Closure,2020-04-24,12,*,0,51775,2020-09-02
Salem,Richfield Recovery and Care Center,Nursing Home,Outbreak in Progress,2020-04-24,6,0,1,51775,2020-09-02
Salem,Richfield Recovery and Care Center,Nursing Home,Outbreak in Progress,2020-08-06,*,0,1,51775,2020-09-02
Salem,Snyder Nursing Home,Nursing Home,Outbreak in Progress,2020-08-17,*,0,1,51775,2020-09-02
Shenandoah,Consulate Health Care of Woodstock,Nursing Home,Outbreak Closed,2020-04-30,95,15,0,51171,2020-09-02
Shenandoah,Dutch Haven Assisted Living,Assisted Living,Outbreak Closed,2020-05-03,47,11,0,51171,2020-09-02
Shenandoah,Life Care Center of New Market,Nursing Home,Outbreak in Progress,2020-06-21,105,14,1,51171,2020-09-02
Shenandoah,Pine Meadow,Assisted Living,Outbreak Closed,2020-05-06,*,0,0,51171,2020-09-02
Shenandoah,Skyline Terrace,Nursing Home,Outbreak Closed,2020-03-30,*,0,0,51171,2020-09-02
Smyth,Valley Health Care,Nursing Home,Outbreak in Progress,2020-08-30,10,0,1,51173,2020-09-02
Southampton,Courtland Healthcare,Nursing Home,Outbreak Closed,2020-04-15,49,8,0,51175,2020-09-02
Spotsylvania,Cardinal Village,Assisted Living,Outbreak in Progress,2020-08-21,6,0,1,51177,2020-09-02
Spotsylvania,Carriage Hill Health & Rehab,Nursing Home,Outbreak Pending Closure,2020-06-02,114,21,0,51177,2020-09-02
Spotsylvania,Fredericksburg Health & Rehab (frmly Golden Living),Nursing Home,Outbreak in Progress,2020-08-27,*,0,1,51177,2020-09-02
Spotsylvania,Paramount Senior Living (frmly Brookdate ALF),Assisted Living,Outbreak Closed,2020-06-03,*,0,0,51177,2020-09-02
Spotsylvania,Spring Arbor of Fredericksburg,Assisted Living,Outbreak in Progress,2020-08-12,17,*,1,51177,2020-09-02
Stafford,Commonwealth Senior Living Stafford (Greenfield),Assisted Living,Outbreak in Progress,2020-08-22,*,0,1,51179,2020-09-02
Stafford,Harmony at Falls Run,Assisted Living,Outbreak in Progress,2020-08-05,17,*,1,51179,2020-09-02
Stafford,Woodmont Healthcare Center,Nursing Home,Outbreak in Progress,2020-08-22,7,*,1,51179,2020-09-02
Staunton,Envoy of Staunton,Nursing Home,Outbreak Pending Closure,2020-08-10,5,0,0,51790,2020-09-02
Staunton,Ritenour Rest Home,Assisted Living,Outbreak Pending Closure,2020-05-13,25,0,0,51790,2020-09-02
Suffolk,Autumn Nursing Care,Nursing Home,Outbreak Pending Closure,2020-04-08,72,16,0,51800,2020-09-02
Suffolk,Bon Secours/Maryview Nursing Center,Nursing Home,Outbreak Closed,2020-04-09,96,14,0,51800,2020-09-02
Suffolk,Harmony at Harbour View,Assisted Living,Outbreak in Progress,2020-07-12,22,0,1,51800,2020-09-02
Suffolk,Nansemond Pointe Rehab,Nursing Home,Outbreak Closed,2020-04-15,15,6,0,51800,2020-09-02
Sussex,Waverly Health and Rehabilitation Center,Nursing Home,Outbreak Pending Closure,2020-05-10,92,5,0,51183,2020-09-02
Virginia Beach,Accordius Bay Pointe,Nursing Home,Outbreak in Progress,2020-08-11,5,*,1,51810,2020-09-02
Virginia Beach,Accordius Health at River Pointe,Nursing Home,Outbreak Pending Closure,2020-04-29,42,*,0,51810,2020-09-02
Virginia Beach,Atria Senior Living,Assisted Living,Outbreak in Progress,2020-08-08,*,*,1,51810,2020-09-02
Virginia Beach,Baylake Retirement and Assisted Living Community,Assisted Living,Outbreak Closed,2020-05-15,*,0,0,51810,2020-09-02
Virginia Beach,Baylake Retirement and Assisted Living Community,Assisted Living,Outbreak Pending Closure,2020-07-27,*,0,0,51810,2020-09-02
Virginia Beach,Beth Shalom Home of Eastern Virginia,Nursing Home,Outbreak Pending Closure,2020-04-23,7,0,0,51810,2020-09-02
Virginia Beach,Harbourway at Atlantic Shores,Assisted Living,Outbreak Pending Closure,2020-03-31,31,*,0,51810,2020-09-02
Virginia Beach,Heritage Hall - Virginia Beach,Nursing Home,Outbreak Pending Closure,2020-07-09,20,0,0,51810,2020-09-02
Virginia Beach,Kempsville Health & Rehab,Nursing Home,Outbreak in Progress,2020-08-06,*,0,1,51810,2020-09-02
Virginia Beach,Kings Grant House,Assisted Living,Outbreak Pending Closure,2020-05-30,25,7,0,51810,2020-09-02
Virginia Beach,Marian Manor,Assisted Living,Outbreak Pending Closure,2020-06-04,*,0,0,51810,2020-09-02
Virginia Beach,Our Lady of Perpetual Help,Multicare,Outbreak Closed,2020-04-11,33,6,0,51810,2020-09-02
Virginia Beach,Sentara Nursing Center,Nursing Home,Outbreak in Progress,2020-05-01,*,0,1,51810,2020-09-02
Virginia Beach,The Citadel,Nursing Home,Outbreak Closed,2020-06-15,*,0,0,51810,2020-09-02
Virginia Beach,The Memory Center,Assisted Living,Outbreak in Progress,2020-08-03,*,0,1,51810,2020-09-02
Virginia Beach,Virginia Beach Healthcare and Rehab,Nursing Home,Outbreak in Progress,2020-07-21,58,*,1,51810,2020-09-02
Warren,Woods Cove (frmly Royal Haven of Front Royal),Assisted Living,Outbreak Closed,2020-06-18,45,*,0,51187,2020-09-02
Washington,English Meadows,Assisted Living,Outbreak Pending Closure,2020-04-03,9,*,0,51191,2020-09-02
Westmoreland,Westmoreland Rehabilitation and Healthcare Center,Nursing Home,Outbreak in Progress,2020-08-17,*,0,1,51193,2020-09-02
Williamsburg,Envoy of Williamsburg,Nursing Home,Outbreak Closed,2020-03-31,29,*,0,51830,2020-09-02
Williamsburg,Williamsburg Landing,Multicare,Outbreak in Progress,2020-07-22,*,0,1,51830,2020-09-02
Wythe,Carrington Place at Rural Retreat,Nursing Home,Outbreak Pending Closure,2020-06-30,*,0,0,51197,2020-09-02
Wythe,Carrington Place at Rural Retreat,Nursing Home,Outbreak in Progress,2020-07-10,*,0,1,51197,2020-09-02
York,Regency Healthcare Center,Nursing Home,Outbreak Closed,2020-05-11,*,0,0,51199,2020-09-02
York,Regency Healthcare Center,Nursing Home,Outbreak in Progress,2020-07-22,*,0,1,51199,2020-09-02
York,York Convalescent & Rehabilitation Center,Nursing Home,Outbreak in Progress,2020-08-20,*,0,1,51199,2020-09-02
