Report Date,FIPS,Locality,Facility Type,Status,Facility,Date VDH Notified,Cases,Deaths,Active
2020-09-23,51137,Orange,Nursing Home,Outbreak Closed,Dogwood Village of Orange County,2020-06-03,*,0,0
2020-09-23,51137,Orange,Assisted Living,Outbreak Closed,The Village at Gordon House,2020-05-28,*,0,0
2020-09-23,51139,Page,Nursing Home,Outbreak Closed,Skyview Springs Nursing Home (frmly Montvue),2020-04-21,154,23,0
2020-09-23,51141,Patrick,Nursing Home,Outbreak Pending Closure,Blue Ridge Nursing Center (Stuart),2020-07-23,75,15,0
2020-09-23,51730,Petersburg,Nursing Home,Outbreak Pending Closure,Battlefield Park Healthcare Center,2020-07-02,78,10,0
2020-09-23,51730,Petersburg,Assisted Living,Outbreak in Progress,Fillmore Place,2020-06-08,13,0,1
2020-09-23,51730,Petersburg,Nursing Home,Outbreak Pending Closure,Petersburg Healthcare Center,2020-05-25,57,11,0
2020-09-23,51740,Portsmouth,Nursing Home,Outbreak in Progress,Autumn Care of Portsmouth,2020-08-17,12,*,1
2020-09-23,51740,Portsmouth,Assisted Living,Outbreak Pending Closure,Emily Green Shores Assisted Living Facility,2020-07-28,14,0,0
2020-09-23,51740,Portsmouth,Assisted Living,Outbreak Closed,Mayfair House Assisted Living,2020-04-27,5,*,0
2020-09-23,51740,Portsmouth,Nursing Home,Outbreak in Progress,Portside Health and Rehab,2020-07-16,8,*,1
2020-09-23,51740,Portsmouth,Nursing Home,Outbreak in Progress,Portsmouth Health and Rehab,2020-08-17,13,*,1
2020-09-23,51740,Portsmouth,Assisted Living,Outbreak in Progress,Province Place of Maryview,2020-08-17,10,0,1
2020-09-23,51740,Portsmouth,Assisted Living,Outbreak Pending Closure,Pruden Place,2020-07-16,8,0,0
2020-09-23,51147,Prince Edward,Nursing Home,Outbreak Closed,Farmville Health and Rehab Center,2020-04-08,48,5,0
2020-09-23,51153,Prince William,Assisted Living,Outbreak Closed,Arbor Terrace Sudley Manor,2020-04-18,23,10,0
2020-09-23,51153,Prince William,Multicare,Outbreak Pending Closure,Birmingham Green,2020-04-19,132,34,0
2020-09-23,51153,Prince William,Nursing Home,Outbreak Pending Closure,Envoy of Woodbridge,2020-05-16,74,7,0
2020-09-23,51153,Prince William,Nursing Home,Outbreak Closed,Gainesville Health and Rehabilitation,2020-04-18,68,10,0
2020-09-23,51153,Prince William,Multicare,Outbreak Pending Closure,Harbor Chase,2020-05-09,14,6,0
2020-09-23,51153,Prince William,Nursing Home,Outbreak Pending Closure,Lake Manassas Health and Rehabilitation,2020-03-27,8,*,0
2020-09-23,51153,Prince William,Nursing Home,Outbreak Pending Closure,Manassas Health & Rehabilitation Center,2020-05-18,11,*,0
2020-09-23,51153,Prince William,Nursing Home,Outbreak in Progress,Manassas Health & Rehabilitation Center,2020-08-26,*,0,1
2020-09-23,51153,Prince William,Assisted Living,Outbreak Pending Closure,Potomac Place,2020-05-09,28,*,0
2020-09-23,51153,Prince William,Assisted Living,Outbreak in Progress,Potomac Place,2020-08-26,*,0,1
2020-09-23,51153,Prince William,Assisted Living,Outbreak Pending Closure,Tribute at the Glen,2020-05-09,9,*,0
2020-09-23,51153,Prince William,Multicare,Outbreak Pending Closure,Westminster at Lake Ridge,2020-04-18,27,*,0
2020-09-23,51153,Prince William,Assisted Living,Outbreak Pending Closure,Willow Oaks Assisted Living at Birmingham Green,2020-04-17,28,*,0
2020-09-23,51760,Richmond City,Multicare,Outbreak Pending Closure,Bonview Rehabilitation and Healthcare,2020-08-17,51,*,0
2020-09-23,51760,Richmond City,Nursing Home,Outbreak Pending Closure,Manor Care Health Services- Imperial,2020-07-24,68,10,0
2020-09-23,51760,Richmond City,Assisted Living,Outbreak Closed,The Towers Retirement Home and Assisted Living Community,2020-07-15,7,0,0
2020-09-23,51760,Richmond City,Assisted Living,Outbreak Pending Closure,The Towers Retirement Home and Assisted Living Community,2020-04-20,5,0,0
2020-09-23,51760,Richmond City,Nursing Home,Outbreak Pending Closure,The Virginia Home,2020-03-28,13,0,0
2020-09-23,51159,Richmond County,Multicare,Outbreak Closed,Riverside The Orchard Dogwood Manor,2020-04-17,15,*,0
2020-09-23,51770,Roanoke City,Nursing Home,Outbreak Pending Closure,Raleigh Court Healthcare Facility,2020-09-02,7,7,0
2020-09-23,51770,Roanoke City,Nursing Home,Outbreak Pending Closure,South Roanoke Nursing Home,2020-04-19,61,13,0
2020-09-23,51161,Roanoke County,Nursing Home,Outbreak in Progress,Berkshire Healthcare Center,2020-09-05,6,0,1
2020-09-23,51161,Roanoke County,Nursing Home,Outbreak in Progress,Friendship Health and Rehab,2020-06-24,*,0,1
2020-09-23,51165,Rockingham,Nursing Home,Outbreak Pending Closure,Sunnyside Retirement Community,2020-06-02,16,*,0
2020-09-23,51167,Russell,Assisted Living,Outbreak Pending Closure,Mountain View Retirement Home,2020-07-30,20,*,0
2020-09-23,51775,Salem,Assisted Living,Outbreak Pending Closure,Brookdale Senior Living Solutions,2020-04-24,12,*,0
2020-09-23,51775,Salem,Nursing Home,Outbreak Pending Closure,Richfield Recovery and Care Center,2020-04-24,6,0,0
2020-09-23,51775,Salem,Nursing Home,Outbreak in Progress,Richfield Recovery and Care Center,2020-08-06,*,0,1
2020-09-23,51775,Salem,Nursing Home,Outbreak in Progress,Snyder Nursing Home,2020-08-17,*,0,1
2020-09-23,51169,Scott,Nursing Home,Outbreak Pending Closure,Nova Health and Rehab,2020-09-11,*,0,0
2020-09-23,51171,Shenandoah,Nursing Home,Outbreak Closed,Consulate Health Care of Woodstock,2020-04-30,95,15,0
2020-09-23,51171,Shenandoah,Assisted Living,Outbreak Closed,Dutch Haven Assisted Living,2020-05-03,47,11,0
2020-09-23,51171,Shenandoah,Nursing Home,Outbreak Pending Closure,Life Care Center of New Market,2020-06-21,107,20,0
2020-09-23,51171,Shenandoah,Assisted Living,Outbreak Closed,Pine Meadow,2020-05-06,*,0,0
2020-09-23,51171,Shenandoah,Nursing Home,Outbreak Closed,Skyline Terrace,2020-03-30,*,0,0
2020-09-23,51173,Smyth,Nursing Home,Outbreak in Progress,Valley Health Care,2020-08-30,109,*,1
2020-09-23,51175,Southampton,Nursing Home,Outbreak Closed,Courtland Healthcare,2020-04-15,49,9,0
2020-09-23,51177,Spotsylvania,Assisted Living,Outbreak in Progress,Cardinal Village,2020-08-21,34,*,1
2020-09-23,51177,Spotsylvania,Nursing Home,Outbreak Pending Closure,Carriage Hill Health & Rehab,2020-06-02,114,21,0
2020-09-23,51177,Spotsylvania,Nursing Home,Outbreak in Progress,Fredericksburg Health & Rehab (frmly Golden Living),2020-08-27,52,*,1
2020-09-23,51177,Spotsylvania,Assisted Living,Outbreak Closed,Paramount Senior Living (frmly Brookdate ALF),2020-06-03,*,0,0
2020-09-23,51177,Spotsylvania,Assisted Living,Outbreak Pending Closure,Spring Arbor of Fredericksburg,2020-08-12,17,*,0
2020-09-23,51179,Stafford,Assisted Living,Outbreak Pending Closure,Commonwealth Senior Living Stafford (Greenfield),2020-08-22,*,0,0
2020-09-23,51179,Stafford,Assisted Living,Outbreak Closed,Harmony at Falls Run,2020-08-05,24,*,0
2020-09-23,51179,Stafford,Nursing Home,Outbreak in Progress,Woodmont Healthcare Center,2020-08-22,26,5,1
2020-09-23,51790,Staunton,Nursing Home,Outbreak Pending Closure,Envoy of Staunton,2020-08-10,5,0,0
2020-09-23,51790,Staunton,Assisted Living,Outbreak Pending Closure,Ritenour Rest Home,2020-05-13,25,0,0
2020-09-23,51800,Suffolk,Nursing Home,Outbreak Pending Closure,Autumn Nursing Care,2020-04-08,72,16,0
2020-09-23,51800,Suffolk,Nursing Home,Outbreak Closed,Bon Secours/Maryview Nursing Center,2020-04-09,96,14,0
2020-09-23,51800,Suffolk,Assisted Living,Outbreak in Progress,Harmony at Harbour View,2020-07-12,22,*,1
2020-09-23,51800,Suffolk,Nursing Home,Outbreak Closed,Nansemond Pointe Rehab,2020-04-15,15,6,0
2020-09-23,51183,Sussex,Nursing Home,Outbreak Pending Closure,Waverly Health and Rehabilitation Center,2020-05-10,92,5,0
2020-09-23,51810,Virginia Beach,Nursing Home,Outbreak Pending Closure,Accordius Bay Pointe,2020-08-11,5,*,0
2020-09-23,51810,Virginia Beach,Nursing Home,Outbreak Pending Closure,Accordius Health at River Pointe,2020-04-29,42,7,0
2020-09-23,51810,Virginia Beach,Assisted Living,Outbreak in Progress,Atria Senior Living,2020-08-08,*,*,1
2020-09-23,51810,Virginia Beach,Assisted Living,Outbreak Closed,Baylake Retirement and Assisted Living Community,2020-05-15,*,0,0
2020-09-23,51810,Virginia Beach,Assisted Living,Outbreak Pending Closure,Baylake Retirement and Assisted Living Community,2020-07-27,*,0,0
2020-09-23,51810,Virginia Beach,Nursing Home,Outbreak Pending Closure,Beth Shalom Home of Eastern Virginia,2020-04-23,8,0,0
2020-09-23,51810,Virginia Beach,Assisted Living,Outbreak in Progress,Brookdale Virginia Beach,2020-09-05,*,0,1
2020-09-23,51810,Virginia Beach,Assisted Living,Outbreak Pending Closure,Harbourway at Atlantic Shores,2020-03-31,31,*,0
2020-09-23,51810,Virginia Beach,Nursing Home,Outbreak Pending Closure,Heritage Hall - Virginia Beach,2020-07-09,20,0,0
2020-09-23,51810,Virginia Beach,Nursing Home,Outbreak Pending Closure,Kempsville Health & Rehab,2020-08-06,*,0,0
2020-09-23,51810,Virginia Beach,Assisted Living,Outbreak Pending Closure,Kings Grant House,2020-05-30,25,7,0
2020-09-23,51810,Virginia Beach,Assisted Living,Outbreak Pending Closure,Marian Manor,2020-06-04,*,0,0
2020-09-23,51810,Virginia Beach,Multicare,Outbreak Closed,Our Lady of Perpetual Help,2020-04-11,33,6,0
2020-09-23,51810,Virginia Beach,Nursing Home,Outbreak in Progress,Sentara Nursing Center,2020-05-01,*,0,1
2020-09-23,51810,Virginia Beach,Nursing Home,Outbreak Closed,The Citadel,2020-06-15,*,0,0
2020-09-23,51810,Virginia Beach,Assisted Living,Outbreak in Progress,The Memory Center,2020-08-03,*,0,1
2020-09-23,51810,Virginia Beach,Assisted Living,Outbreak in Progress,The Waterford,2020-09-15,12,0,1
2020-09-23,51810,Virginia Beach,Nursing Home,Outbreak Pending Closure,Virginia Beach Healthcare and Rehab,2020-07-21,59,6,0
2020-09-23,51187,Warren,Nursing Home,Outbreak in Progress,Heritage Hall - Front Royal,2020-09-20,6,0,1
2020-09-23,51187,Warren,Nursing Home,Outbreak in Progress,Lynn Care Center,2020-09-20,*,0,1
2020-09-23,51187,Warren,Assisted Living,Outbreak Closed,Woods Cove (frmly Royal Haven of Front Royal),2020-06-18,45,*,0
2020-09-23,51191,Washington,Multicare,Outbreak in Progress,Accordius Health at Abingdon,2020-09-10,57,*,1
2020-09-23,51191,Washington,Assisted Living,Outbreak Pending Closure,English Meadows,2020-04-03,9,*,0
2020-09-23,51193,Westmoreland,Nursing Home,Outbreak in Progress,Westmoreland Rehabilitation and Healthcare Center,2020-08-17,*,0,1
2020-09-23,51830,Williamsburg,Nursing Home,Outbreak Closed,Envoy of Williamsburg,2020-03-31,29,*,0
2020-09-23,51830,Williamsburg,Multicare,Outbreak in Progress,Williamsburg Landing,2020-07-22,7,0,1
2020-09-23,51197,Wythe,Nursing Home,Outbreak Pending Closure,Carrington Place at Rural Retreat,2020-06-30,*,0,0
2020-09-23,51197,Wythe,Nursing Home,Outbreak in Progress,Carrington Place at Rural Retreat,2020-07-10,*,0,1
2020-09-23,51199,York,Nursing Home,Outbreak Closed,Regency Healthcare Center,2020-05-11,*,0,0
2020-09-23,51199,York,Nursing Home,Outbreak in Progress,Regency Healthcare Center,2020-07-22,*,0,1
2020-09-23,51199,York,Nursing Home,Outbreak in Progress,York Convalescent & Rehabilitation Center,2020-08-20,*,0,1
