"Report Date",FIPS,Locality,"VDH Health District","Total Cases",Hospitalizations,Deaths
2020-05-05,51011,Appomattox,"Central Virginia",21,0,0
2020-05-05,51013,Arlington,Arlington,1169,196,49
2020-05-05,51015,Augusta,"Central Shenandoah",47,2,1
2020-05-05,51017,Bath,"Central Shenandoah",0,0,0
2020-05-05,51019,Bedford,"Central Virginia",36,1,0
2020-05-05,51021,Bland,"Mount Rogers",0,0,0
2020-05-05,51023,Botetourt,Alleghany,29,9,3
2020-05-05,51025,Brunswick,Southside,15,3,0
2020-05-05,51027,Buchanan,"Cumberland Plateau",16,0,0
2020-05-05,51029,Buckingham,Piedmont,171,8,0
2020-05-05,51031,Campbell,"Central Virginia",13,1,0
2020-05-05,51033,Caroline,Rappahannock,34,5,1
2020-05-05,51035,Carroll,"Mount Rogers",19,2,0
2020-05-05,51036,"Charles City",Chickahominy,17,5,1
2020-05-05,51037,Charlotte,Piedmont,11,2,0
2020-05-05,51041,Chesterfield,Chesterfield,646,56,25
2020-05-05,51043,Clarke,"Lord Fairfax",12,1,0
2020-05-05,51045,Craig,Alleghany,4,0,0
2020-05-05,51047,Culpeper,"Rappahannock Rapidan",201,18,3
2020-05-05,51049,Cumberland,Piedmont,12,1,0
2020-05-05,51051,Dickenson,"Cumberland Plateau",0,0,0
2020-05-05,51053,Dinwiddie,Crater,25,7,0
2020-05-05,51057,Essex,"Three Rivers",17,3,0
2020-05-05,51059,Fairfax,Fairfax,4834,787,201
2020-05-05,51061,Fauquier,"Rappahannock Rapidan",147,11,3
2020-05-05,51063,Floyd,"New River",3,1,0
2020-05-05,51065,Fluvanna,"Thomas Jefferson",76,20,6
2020-05-05,51067,"Franklin County","West Piedmont",23,3,0
2020-05-05,51069,Frederick,"Lord Fairfax",132,13,1
2020-05-05,51071,Giles,"New River",4,0,0
2020-05-05,51073,Gloucester,"Three Rivers",26,7,1
2020-05-05,51075,Goochland,Chickahominy,80,11,5
2020-05-05,51077,Grayson,"Mount Rogers",5,0,0
2020-05-05,51079,Greene,"Thomas Jefferson",13,2,1
2020-05-05,51081,Greensville,Crater,41,11,7
2020-05-05,51083,Halifax,Southside,18,1,0
2020-05-05,51085,Hanover,Chickahominy,145,37,13
2020-05-05,51087,Henrico,Henrico,985,139,106
2020-05-05,51089,Henry,"West Piedmont",19,2,1
2020-05-05,51091,Highland,"Central Shenandoah",2,0,0
2020-05-05,51093,"Isle of Wight","Western Tidewater",100,10,3
2020-05-05,51095,"James City",Peninsula,166,51,14
2020-05-05,51097,"King and Queen","Three Rivers",3,0,0
2020-05-05,51099,"King George",Rappahannock,36,13,4
2020-05-05,51101,"King William","Three Rivers",10,1,1
2020-05-05,51103,Lancaster,"Three Rivers",5,1,0
2020-05-05,51105,Lee,Lenowisco,10,1,0
2020-05-05,51107,Loudoun,Loudoun,998,100,24
2020-05-05,51109,Louisa,"Thomas Jefferson",50,9,0
2020-05-05,51111,Lunenburg,Piedmont,4,0,0
2020-05-05,51113,Madison,"Rappahannock Rapidan",17,2,1
2020-05-05,51115,Mathews,"Three Rivers",4,1,0
2020-05-05,51117,Mecklenburg,Southside,106,21,10
2020-05-05,51119,Middlesex,"Three Rivers",7,0,0
2020-05-05,51121,Montgomery,"New River",61,9,1
2020-05-05,51125,Nelson,"Thomas Jefferson",9,0,0
2020-05-05,51127,"New Kent",Chickahominy,26,5,1
2020-05-05,51131,Northampton,"Eastern Shore",140,5,1
2020-05-05,51133,Northumberland,"Three Rivers",9,0,0
2020-05-05,51135,Nottoway,Piedmont,14,1,0
2020-05-05,51137,Orange,"Rappahannock Rapidan",41,3,0
2020-05-05,51139,Page,"Lord Fairfax",113,12,5
2020-05-05,51141,Patrick,"West Piedmont",2,0,0
2020-05-05,51143,Pittsylvania,Pittsylvania-Danville,16,7,1
2020-05-05,51145,Powhatan,Chesterfield,15,0,0
2020-05-05,51147,"Prince Edward",Piedmont,58,5,2
2020-05-05,51149,"Prince George",Crater,40,4,0
2020-05-05,51153,"Prince William","Prince William",2223,225,33
2020-05-05,51155,Pulaski,"New River",9,2,0
2020-05-05,51157,Rappahannock,"Rappahannock Rapidan",6,0,0
2020-05-05,51159,"Richmond County","Three Rivers",143,6,1
2020-05-05,51161,"Roanoke County",Alleghany,57,1,0
2020-05-05,51163,Rockbridge,"Central Shenandoah",8,0,0
2020-05-05,51165,Rockingham,"Central Shenandoah",282,16,1
2020-05-05,51167,Russell,"Cumberland Plateau",5,2,0
2020-05-05,51169,Scott,Lenowisco,7,2,1
2020-05-05,51171,Shenandoah,"Lord Fairfax",165,13,3
2020-05-05,51173,Smyth,"Mount Rogers",13,4,0
2020-05-05,51175,Southampton,"Western Tidewater",128,3,1
2020-05-05,51177,Spotsylvania,Rappahannock,206,24,4
2020-05-05,51179,Stafford,Rappahannock,308,49,2
2020-05-05,51181,Surry,Crater,4,1,1
2020-05-05,51183,Sussex,Crater,32,3,1
2020-05-05,51185,Tazewell,"Cumberland Plateau",6,0,0
2020-05-05,51187,Warren,"Lord Fairfax",68,4,0
2020-05-05,51191,Washington,"Mount Rogers",40,8,3
2020-05-05,51193,Westmoreland,"Three Rivers",30,5,0
2020-05-05,51195,Wise,Lenowisco,22,9,1
2020-05-05,51197,Wythe,"Mount Rogers",12,1,1
2020-05-05,51199,York,Peninsula,48,7,1
2020-05-05,51510,Alexandria,Alexandria,983,120,26
2020-05-05,51520,Bristol,"Mount Rogers",2,0,0
2020-05-05,51530,"Buena Vista City","Central Shenandoah",6,0,0
2020-05-05,51540,Charlottesville,"Thomas Jefferson",64,14,2
2020-05-05,51550,Chesapeake,Chesapeake,293,65,9
2020-05-05,51570,"Colonial Heights",Chesterfield,58,2,6
2020-05-05,51580,Covington,Alleghany,0,0,0
2020-05-05,51590,Danville,Pittsylvania-Danville,37,13,1
2020-05-05,51595,Emporia,Crater,46,9,3
2020-05-05,51600,"Fairfax City",Fairfax,33,5,2
2020-05-05,51610,"Falls Church",Fairfax,36,8,4
2020-05-05,51620,"Franklin City","Western Tidewater",23,2,1
2020-05-05,51630,Fredericksburg,Rappahannock,45,8,0
2020-05-05,51640,Galax,"Mount Rogers",25,1,0
2020-05-05,51650,Hampton,Hampton,128,28,3
2020-05-05,51660,Harrisonburg,"Central Shenandoah",525,31,19
2020-05-05,51670,Hopewell,Crater,31,10,0
2020-05-05,51678,Lexington,"Central Shenandoah",5,0,0
2020-05-05,51680,Lynchburg,"Central Virginia",65,5,1
2020-05-05,51683,"Manassas City","Prince William",289,33,1
2020-05-05,51685,"Manassas Park","Prince William",96,11,2
2020-05-05,51690,Martinsville,"West Piedmont",2,1,0
2020-05-05,51700,"Newport News",Peninsula,133,35,9
2020-05-05,51710,Norfolk,Norfolk,251,46,4
2020-05-05,51720,Norton,Lenowisco,2,2,0
2020-05-05,51730,Petersburg,Crater,40,14,2
2020-05-05,51735,Poquoson,Peninsula,7,2,0
2020-05-05,51740,Portsmouth,Portsmouth,187,36,8
2020-05-05,51750,Radford,"New River",3,0,0
2020-05-05,51760,"Richmond City",Richmond,438,76,16
2020-05-05,51770,"Roanoke City",Roanoke,82,5,0
2020-05-05,51775,Salem,Alleghany,31,2,0
2020-05-05,51790,Staunton,"Central Shenandoah",13,0,0
2020-05-05,51800,Suffolk,"Western Tidewater",205,37,15
2020-05-05,51810,"Virginia Beach","Virginia Beach",445,83,15
2020-05-05,51820,Waynesboro,"Central Shenandoah",16,1,0
2020-05-05,51830,Williamsburg,Peninsula,27,7,2
2020-05-05,51840,Winchester,"Lord Fairfax",56,1,0
2020-05-04,51001,Accomack,"Eastern Shore",425,21,6
2020-05-04,51003,Albemarle,"Thomas Jefferson",110,16,4
2020-05-04,51005,Alleghany,Alleghany,6,4,0
2020-05-04,51007,Amelia,Piedmont,16,7,1
2020-05-04,51009,Amherst,"Central Virginia",14,1,0
2020-05-04,51011,Appomattox,"Central Virginia",21,0,0
2020-05-04,51013,Arlington,Arlington,1139,194,47
2020-05-04,51015,Augusta,"Central Shenandoah",47,2,1
2020-05-04,51017,Bath,"Central Shenandoah",0,0,0
2020-05-04,51019,Bedford,"Central Virginia",35,1,0
2020-05-04,51021,Bland,"Mount Rogers",0,0,0
2020-05-04,51023,Botetourt,Alleghany,28,9,3
2020-05-04,51025,Brunswick,Southside,15,3,0
2020-05-04,51027,Buchanan,"Cumberland Plateau",16,0,0
2020-05-04,51029,Buckingham,Piedmont,137,8,0
2020-05-04,51031,Campbell,"Central Virginia",13,1,0
2020-05-04,51033,Caroline,Rappahannock,32,5,1
2020-05-04,51035,Carroll,"Mount Rogers",19,2,0
2020-05-04,51036,"Charles City",Chickahominy,17,5,1
2020-05-04,51037,Charlotte,Piedmont,10,1,0
2020-05-04,51041,Chesterfield,Chesterfield,601,51,24
2020-05-04,51043,Clarke,"Lord Fairfax",10,1,0
2020-05-04,51045,Craig,Alleghany,3,0,0
2020-05-04,51047,Culpeper,"Rappahannock Rapidan",196,16,3
2020-05-04,51049,Cumberland,Piedmont,12,1,0
2020-05-04,51051,Dickenson,"Cumberland Plateau",0,0,0
2020-05-04,51053,Dinwiddie,Crater,23,6,0
2020-05-04,51057,Essex,"Three Rivers",16,2,0
2020-05-04,51059,Fairfax,Fairfax,4615,771,198
2020-05-04,51061,Fauquier,"Rappahannock Rapidan",140,11,3
2020-05-04,51063,Floyd,"New River",3,1,0
2020-05-04,51065,Fluvanna,"Thomas Jefferson",76,20,6
2020-05-04,51067,"Franklin County","West Piedmont",23,3,0
2020-05-04,51069,Frederick,"Lord Fairfax",126,13,1
2020-05-04,51071,Giles,"New River",4,0,0
2020-05-04,51073,Gloucester,"Three Rivers",27,6,1
2020-05-04,51075,Goochland,Chickahominy,80,11,5
2020-05-04,51077,Grayson,"Mount Rogers",4,0,0
2020-05-04,51079,Greene,"Thomas Jefferson",12,2,1
2020-05-04,51081,Greensville,Crater,41,11,7
2020-05-04,51083,Halifax,Southside,19,1,0
2020-05-04,51085,Hanover,Chickahominy,141,33,12
2020-05-04,51087,Henrico,Henrico,964,137,105
2020-05-04,51089,Henry,"West Piedmont",19,2,1
2020-05-04,51091,Highland,"Central Shenandoah",2,0,0
2020-05-04,51093,"Isle of Wight","Western Tidewater",99,9,2
2020-05-04,51095,"James City",Peninsula,167,51,13
2020-05-04,51097,"King and Queen","Three Rivers",3,0,0
2020-05-04,51099,"King George",Rappahannock,35,13,4
2020-05-04,51101,"King William","Three Rivers",9,1,1
2020-05-04,51103,Lancaster,"Three Rivers",5,1,0
2020-05-04,51105,Lee,Lenowisco,10,1,0
2020-05-04,51107,Loudoun,Loudoun,961,96,18
2020-05-04,51109,Louisa,"Thomas Jefferson",49,9,0
2020-05-04,51111,Lunenburg,Piedmont,4,0,0
2020-05-04,51113,Madison,"Rappahannock Rapidan",16,2,1
2020-05-04,51115,Mathews,"Three Rivers",4,1,0
2020-05-04,51117,Mecklenburg,Southside,106,21,10
2020-05-04,51119,Middlesex,"Three Rivers",7,0,0
2020-05-04,51121,Montgomery,"New River",59,7,1
2020-05-04,51125,Nelson,"Thomas Jefferson",9,0,0
2020-05-04,51127,"New Kent",Chickahominy,26,4,1
2020-05-04,51131,Northampton,"Eastern Shore",139,5,1
2020-05-04,51133,Northumberland,"Three Rivers",9,0,0
2020-05-04,51135,Nottoway,Piedmont,14,1,0
2020-05-04,51137,Orange,"Rappahannock Rapidan",39,3,0
2020-05-04,51139,Page,"Lord Fairfax",113,11,2
2020-05-04,51141,Patrick,"West Piedmont",2,0,0
2020-05-04,51143,Pittsylvania,Pittsylvania-Danville,15,7,1
2020-05-04,51145,Powhatan,Chesterfield,15,0,0
2020-05-04,51147,"Prince Edward",Piedmont,55,5,2
2020-05-04,51149,"Prince George",Crater,40,4,0
2020-05-04,51153,"Prince William","Prince William",2146,222,32
2020-05-04,51155,Pulaski,"New River",9,2,0
2020-05-04,51157,Rappahannock,"Rappahannock Rapidan",6,0,0
2020-05-04,51159,"Richmond County","Three Rivers",145,7,0
2020-05-04,51161,"Roanoke County",Alleghany,57,1,0
2020-05-04,51163,Rockbridge,"Central Shenandoah",7,0,0
2020-05-04,51165,Rockingham,"Central Shenandoah",269,15,1
2020-05-04,51167,Russell,"Cumberland Plateau",5,2,0
2020-05-04,51169,Scott,Lenowisco,7,2,1
2020-05-04,51171,Shenandoah,"Lord Fairfax",149,12,2
2020-05-04,51173,Smyth,"Mount Rogers",13,4,0
2020-05-04,51175,Southampton,"Western Tidewater",127,3,1
2020-05-04,51177,Spotsylvania,Rappahannock,195,23,4
2020-05-04,51179,Stafford,Rappahannock,288,47,2
2020-05-04,51181,Surry,Crater,4,1,1
2020-05-04,51183,Sussex,Crater,32,3,1
2020-05-04,51185,Tazewell,"Cumberland Plateau",6,0,0
2020-05-04,51187,Warren,"Lord Fairfax",63,4,0
2020-05-04,51191,Washington,"Mount Rogers",39,8,3
2020-05-04,51193,Westmoreland,"Three Rivers",31,5,0
2020-05-04,51195,Wise,Lenowisco,22,9,1
2020-05-04,51197,Wythe,"Mount Rogers",12,1,1
2020-05-04,51199,York,Peninsula,47,7,1
2020-05-04,51510,Alexandria,Alexandria,940,110,26
2020-05-04,51520,Bristol,"Mount Rogers",2,0,0
2020-05-04,51530,"Buena Vista City","Central Shenandoah",6,0,0
2020-05-04,51540,Charlottesville,"Thomas Jefferson",63,13,2
2020-05-04,51550,Chesapeake,Chesapeake,284,63,9
2020-05-04,51570,"Colonial Heights",Chesterfield,57,2,6
2020-05-04,51580,Covington,Alleghany,0,0,0
2020-05-04,51590,Danville,Pittsylvania-Danville,37,13,1
2020-05-04,51595,Emporia,Crater,46,9,3
2020-05-04,51600,"Fairfax City",Fairfax,33,5,2
2020-05-04,51610,"Falls Church",Fairfax,36,8,4
2020-05-04,51620,"Franklin City","Western Tidewater",23,2,1
2020-05-04,51630,Fredericksburg,Rappahannock,45,8,0
2020-05-04,51640,Galax,"Mount Rogers",25,1,0
2020-05-04,51650,Hampton,Hampton,128,28,1
2020-05-04,51660,Harrisonburg,"Central Shenandoah",497,28,16
2020-05-04,51670,Hopewell,Crater,31,10,0
2020-05-04,51678,Lexington,"Central Shenandoah",6,0,0
2020-05-04,51680,Lynchburg,"Central Virginia",64,5,1
2020-05-04,51683,"Manassas City","Prince William",273,33,1
2020-05-04,51685,"Manassas Park","Prince William",88,11,2
2020-05-04,51690,Martinsville,"West Piedmont",2,1,0
2020-05-04,51700,"Newport News",Peninsula,132,35,9
2020-05-04,51710,Norfolk,Norfolk,239,45,4
2020-05-04,51720,Norton,Lenowisco,2,2,0
2020-05-04,51730,Petersburg,Crater,39,15,2
2020-05-04,51735,Poquoson,Peninsula,6,2,0
2020-05-04,51740,Portsmouth,Portsmouth,183,35,8
2020-05-04,51750,Radford,"New River",3,0,0
2020-05-04,51760,"Richmond City",Richmond,419,72,16
2020-05-04,51770,"Roanoke City",Roanoke,81,5,0
2020-05-04,51775,Salem,Alleghany,27,2,0
2020-05-04,51790,Staunton,"Central Shenandoah",13,0,0
2020-05-04,51800,Suffolk,"Western Tidewater",190,36,14
2020-05-04,51810,"Virginia Beach","Virginia Beach",439,83,15
2020-05-04,51820,Waynesboro,"Central Shenandoah",14,1,0
2020-05-04,51830,Williamsburg,Peninsula,23,7,2
2020-05-04,51840,Winchester,"Lord Fairfax",50,1,0
2020-05-03,51001,Accomack,"Eastern Shore",400,21,6
2020-05-03,51003,Albemarle,"Thomas Jefferson",108,16,4
2020-05-03,51005,Alleghany,Alleghany,6,4,0
2020-05-03,51007,Amelia,Piedmont,16,7,1
2020-05-03,51009,Amherst,"Central Virginia",14,1,0
2020-05-03,51011,Appomattox,"Central Virginia",21,0,0
2020-05-03,51013,Arlington,Arlington,1106,194,46
2020-05-03,51015,Augusta,"Central Shenandoah",46,2,1
2020-05-03,51017,Bath,"Central Shenandoah",0,0,0
2020-05-03,51019,Bedford,"Central Virginia",34,1,0
2020-05-03,51021,Bland,"Mount Rogers",0,0,0
2020-05-03,51023,Botetourt,Alleghany,28,9,3
2020-05-03,51025,Brunswick,Southside,15,3,0
2020-05-03,51027,Buchanan,"Cumberland Plateau",16,0,0
2020-05-03,51029,Buckingham,Piedmont,137,8,0
2020-05-03,51031,Campbell,"Central Virginia",13,1,0
2020-05-03,51033,Caroline,Rappahannock,31,5,1
2020-05-03,51035,Carroll,"Mount Rogers",15,2,0
2020-05-03,51036,"Charles City",Chickahominy,17,5,1
2020-05-03,51037,Charlotte,Piedmont,9,1,0
2020-05-03,51041,Chesterfield,Chesterfield,601,51,24
2020-05-03,51043,Clarke,"Lord Fairfax",10,1,0
2020-05-03,51045,Craig,Alleghany,3,0,0
2020-05-03,51047,Culpeper,"Rappahannock Rapidan",191,16,3
2020-05-03,51049,Cumberland,Piedmont,12,1,0
2020-05-03,51051,Dickenson,"Cumberland Plateau",0,0,0
2020-05-03,51053,Dinwiddie,Crater,18,6,0
2020-05-03,51057,Essex,"Three Rivers",11,2,0
2020-05-03,51059,Fairfax,Fairfax,4340,739,184
2020-05-03,51061,Fauquier,"Rappahannock Rapidan",133,10,2
2020-05-03,51063,Floyd,"New River",3,1,0
2020-05-03,51065,Fluvanna,"Thomas Jefferson",76,20,6
2020-05-03,51067,"Franklin County","West Piedmont",23,3,0
2020-05-03,51069,Frederick,"Lord Fairfax",121,13,1
2020-05-03,51071,Giles,"New River",4,0,0
2020-05-03,51073,Gloucester,"Three Rivers",25,5,1
2020-05-03,51075,Goochland,Chickahominy,79,11,5
2020-05-03,51077,Grayson,"Mount Rogers",2,0,0
2020-05-03,51079,Greene,"Thomas Jefferson",10,2,1
2020-05-03,51081,Greensville,Crater,39,10,6
2020-05-03,51083,Halifax,Southside,19,1,0
2020-05-03,51085,Hanover,Chickahominy,137,33,12
2020-05-03,51087,Henrico,Henrico,954,136,105
2020-05-03,51089,Henry,"West Piedmont",19,2,1
2020-05-03,51091,Highland,"Central Shenandoah",2,0,0
2020-05-03,51093,"Isle of Wight","Western Tidewater",99,9,2
2020-05-03,51095,"James City",Peninsula,163,51,13
2020-05-03,51097,"King and Queen","Three Rivers",3,0,0
2020-05-03,51099,"King George",Rappahannock,35,13,4
2020-05-03,51101,"King William","Three Rivers",9,1,1
2020-05-03,51103,Lancaster,"Three Rivers",4,1,0
2020-05-03,51105,Lee,Lenowisco,10,1,0
2020-05-03,51107,Loudoun,Loudoun,931,95,16
2020-05-03,51109,Louisa,"Thomas Jefferson",46,9,0
2020-05-03,51111,Lunenburg,Piedmont,4,0,0
2020-05-03,51113,Madison,"Rappahannock Rapidan",15,1,0
2020-05-03,51115,Mathews,"Three Rivers",4,1,0
2020-05-03,51117,Mecklenburg,Southside,106,21,10
2020-05-03,51119,Middlesex,"Three Rivers",7,0,0
2020-05-03,51121,Montgomery,"New River",56,7,1
2020-05-03,51125,Nelson,"Thomas Jefferson",8,0,0
2020-05-03,51127,"New Kent",Chickahominy,25,4,1
2020-05-03,51131,Northampton,"Eastern Shore",134,4,1
2020-05-03,51133,Northumberland,"Three Rivers",9,0,0
2020-05-03,51135,Nottoway,Piedmont,13,1,0
2020-05-03,51137,Orange,"Rappahannock Rapidan",37,3,0
2020-05-03,51139,Page,"Lord Fairfax",109,11,2
2020-05-03,51141,Patrick,"West Piedmont",2,0,0
2020-05-03,51143,Pittsylvania,Pittsylvania-Danville,14,7,1
2020-05-03,51145,Powhatan,Chesterfield,15,0,0
2020-05-03,51147,"Prince Edward",Piedmont,55,5,2
2020-05-03,51149,"Prince George",Crater,35,4,0
2020-05-03,51153,"Prince William","Prince William",2026,199,30
2020-05-03,51155,Pulaski,"New River",9,2,0
2020-05-03,51157,Rappahannock,"Rappahannock Rapidan",6,0,0
2020-05-03,51159,"Richmond County","Three Rivers",145,7,0
2020-05-03,51161,"Roanoke County",Alleghany,57,1,0
2020-05-03,51163,Rockbridge,"Central Shenandoah",7,0,0
2020-05-03,51165,Rockingham,"Central Shenandoah",265,15,1
2020-05-03,51167,Russell,"Cumberland Plateau",5,2,0
2020-05-03,51169,Scott,Lenowisco,7,2,1
2020-05-03,51171,Shenandoah,"Lord Fairfax",145,12,2
2020-05-03,51173,Smyth,"Mount Rogers",13,4,0
2020-05-03,51175,Southampton,"Western Tidewater",127,3,1
2020-05-03,51177,Spotsylvania,Rappahannock,186,23,4
2020-05-03,51179,Stafford,Rappahannock,271,47,2
2020-05-03,51181,Surry,Crater,4,1,1
2020-05-03,51183,Sussex,Crater,31,3,1
2020-05-03,51185,Tazewell,"Cumberland Plateau",6,0,0
2020-05-03,51187,Warren,"Lord Fairfax",61,4,0
2020-05-03,51191,Washington,"Mount Rogers",39,8,3
2020-05-03,51193,Westmoreland,"Three Rivers",26,5,0
2020-05-03,51195,Wise,Lenowisco,22,9,1
2020-05-03,51197,Wythe,"Mount Rogers",12,1,1
2020-05-03,51199,York,Peninsula,47,7,1
2020-05-03,51510,Alexandria,Alexandria,899,109,26
2020-05-03,51520,Bristol,"Mount Rogers",2,0,0
2020-05-03,51530,"Buena Vista City","Central Shenandoah",6,0,0
2020-05-03,51540,Charlottesville,"Thomas Jefferson",63,13,2
2020-05-03,51550,Chesapeake,Chesapeake,279,63,9
2020-05-03,51570,"Colonial Heights",Chesterfield,57,2,6
2020-05-03,51580,Covington,Alleghany,0,0,0
2020-05-03,51590,Danville,Pittsylvania-Danville,37,13,1
2020-05-03,51595,Emporia,Crater,24,9,3
2020-05-03,51600,"Fairfax City",Fairfax,32,5,2
2020-05-03,51610,"Falls Church",Fairfax,35,6,3
2020-05-03,51620,"Franklin City","Western Tidewater",23,2,1
2020-05-03,51630,Fredericksburg,Rappahannock,39,8,0
2020-05-03,51640,Galax,"Mount Rogers",12,1,0
2020-05-03,51650,Hampton,Hampton,123,28,1
2020-05-03,51660,Harrisonburg,"Central Shenandoah",478,28,16
2020-05-03,51670,Hopewell,Crater,27,9,0
2020-05-03,51678,Lexington,"Central Shenandoah",6,0,0
2020-05-03,51680,Lynchburg,"Central Virginia",64,5,1
2020-05-03,51683,"Manassas City","Prince William",266,31,1
2020-05-03,51685,"Manassas Park","Prince William",82,11,1
2020-05-03,51690,Martinsville,"West Piedmont",2,1,0
2020-05-03,51700,"Newport News",Peninsula,125,33,9
2020-05-03,51710,Norfolk,Norfolk,221,45,4
2020-05-03,51720,Norton,Lenowisco,2,2,0
2020-05-03,51730,Petersburg,Crater,35,15,2
2020-05-03,51735,Poquoson,Peninsula,6,2,0
2020-05-03,51740,Portsmouth,Portsmouth,183,35,8
2020-05-03,51750,Radford,"New River",3,0,0
2020-05-03,51760,"Richmond City",Richmond,403,72,16
2020-05-03,51770,"Roanoke City",Roanoke,81,5,0
2020-05-03,51775,Salem,Alleghany,26,2,0
2020-05-03,51790,Staunton,"Central Shenandoah",13,0,0
2020-05-03,51800,Suffolk,"Western Tidewater",190,36,14
2020-05-03,51810,"Virginia Beach","Virginia Beach",413,81,15
2020-05-03,51820,Waynesboro,"Central Shenandoah",14,1,0
2020-05-03,51830,Williamsburg,Peninsula,22,6,2
2020-05-03,51840,Winchester,"Lord Fairfax",49,1,0
2020-05-02,51001,Accomack,"Eastern Shore",353,19,5
2020-05-02,51003,Albemarle,"Thomas Jefferson",105,16,4
2020-05-02,51005,Alleghany,Alleghany,6,4,0
2020-05-02,51007,Amelia,Piedmont,16,7,1
2020-05-02,51009,Amherst,"Central Virginia",12,1,0
2020-05-02,51011,Appomattox,"Central Virginia",21,0,0
2020-05-02,51013,Arlington,Arlington,1044,191,46
2020-05-02,51015,Augusta,"Central Shenandoah",45,2,1
2020-05-02,51017,Bath,"Central Shenandoah",0,0,0
2020-05-02,51019,Bedford,"Central Virginia",34,1,0
2020-05-02,51021,Bland,"Mount Rogers",0,0,0
2020-05-02,51023,Botetourt,Alleghany,28,9,3
2020-05-02,51025,Brunswick,Southside,15,3,0
2020-05-02,51027,Buchanan,"Cumberland Plateau",16,0,0
2020-05-02,51029,Buckingham,Piedmont,137,8,0
2020-05-02,51031,Campbell,"Central Virginia",13,1,0
2020-05-02,51033,Caroline,Rappahannock,29,5,1
2020-05-02,51035,Carroll,"Mount Rogers",13,2,0
2020-05-02,51036,"Charles City",Chickahominy,13,5,1
2020-05-02,51037,Charlotte,Piedmont,9,1,0
2020-05-02,51041,Chesterfield,Chesterfield,593,51,24
2020-05-02,51043,Clarke,"Lord Fairfax",10,1,0
2020-05-02,51045,Craig,Alleghany,3,0,0
2020-05-02,51047,Culpeper,"Rappahannock Rapidan",177,14,3
2020-05-02,51049,Cumberland,Piedmont,12,1,0
2020-05-02,51051,Dickenson,"Cumberland Plateau",0,0,0
2020-05-02,51053,Dinwiddie,Crater,18,6,0
2020-05-02,51057,Essex,"Three Rivers",8,2,0
2020-05-02,51059,Fairfax,Fairfax,4046,686,153
2020-05-02,51061,Fauquier,"Rappahannock Rapidan",128,10,2
2020-05-02,51063,Floyd,"New River",3,1,0
2020-05-02,51065,Fluvanna,"Thomas Jefferson",76,20,6
2020-05-02,51067,"Franklin County","West Piedmont",22,3,0
2020-05-02,51069,Frederick,"Lord Fairfax",115,13,1
2020-05-02,51071,Giles,"New River",4,0,0
2020-05-02,51073,Gloucester,"Three Rivers",24,5,1
2020-05-02,51075,Goochland,Chickahominy,78,10,4
2020-05-02,51077,Grayson,"Mount Rogers",2,0,0
2020-05-02,51079,Greene,"Thomas Jefferson",10,2,1
2020-05-02,51081,Greensville,Crater,39,10,6
2020-05-02,51083,Halifax,Southside,19,1,0
2020-05-02,51085,Hanover,Chickahominy,133,32,11
2020-05-02,51087,Henrico,Henrico,926,135,104
2020-05-02,51089,Henry,"West Piedmont",19,2,1
2020-05-02,51091,Highland,"Central Shenandoah",2,0,0
2020-05-02,51093,"Isle of Wight","Western Tidewater",99,9,2
2020-05-02,51095,"James City",Peninsula,161,51,13
2020-05-02,51097,"King and Queen","Three Rivers",3,0,0
2020-05-02,51099,"King George",Rappahannock,33,12,4
2020-05-02,51101,"King William","Three Rivers",9,1,1
2020-05-02,51103,Lancaster,"Three Rivers",3,1,0
2020-05-02,51105,Lee,Lenowisco,10,1,0
2020-05-02,51107,Loudoun,Loudoun,881,95,16
2020-05-02,51109,Louisa,"Thomas Jefferson",46,9,0
2020-05-02,51111,Lunenburg,Piedmont,4,0,0
2020-05-02,51113,Madison,"Rappahannock Rapidan",15,1,0
2020-05-02,51115,Mathews,"Three Rivers",4,1,0
2020-05-02,51117,Mecklenburg,Southside,104,21,10
2020-05-02,51119,Middlesex,"Three Rivers",7,0,0
2020-05-02,51121,Montgomery,"New River",56,7,1
2020-05-02,51125,Nelson,"Thomas Jefferson",8,0,0
2020-05-02,51127,"New Kent",Chickahominy,23,4,1
2020-05-02,51131,Northampton,"Eastern Shore",94,3,0
2020-05-02,51133,Northumberland,"Three Rivers",9,0,0
2020-05-02,51135,Nottoway,Piedmont,13,1,0
2020-05-02,51137,Orange,"Rappahannock Rapidan",37,3,0
2020-05-02,51139,Page,"Lord Fairfax",107,11,2
2020-05-02,51141,Patrick,"West Piedmont",2,0,0
2020-05-02,51143,Pittsylvania,Pittsylvania-Danville,14,7,1
2020-05-02,51145,Powhatan,Chesterfield,14,0,0
2020-05-02,51147,"Prince Edward",Piedmont,55,5,2
2020-05-02,51149,"Prince George",Crater,35,4,0
2020-05-02,51153,"Prince William","Prince William",1900,180,29
2020-05-02,51155,Pulaski,"New River",9,2,0
2020-05-02,51157,Rappahannock,"Rappahannock Rapidan",6,0,0
2020-05-02,51159,"Richmond County","Three Rivers",143,7,0
2020-05-02,51161,"Roanoke County",Alleghany,54,1,0
2020-05-02,51163,Rockbridge,"Central Shenandoah",7,0,0
2020-05-02,51165,Rockingham,"Central Shenandoah",259,15,1
2020-05-02,51167,Russell,"Cumberland Plateau",5,2,0
2020-05-02,51169,Scott,Lenowisco,7,2,1
