"Administration Date",FIPS,Locality,"Health District","Facility Type","Vaccine Manufacturer","Dose Number","Vaccine Doses Administered Count"
02/01/2021,51093,"Isle of Wight","Western Tidewater",Hospitals,Pfizer,2,9
01/01/2021,51171,Shenandoah,"Lord Fairfax",Hospitals,Pfizer,1,1
01/13/2021,51067,"Franklin County","West Piedmont","Local Health Departments",Moderna,1,38
12/15/2020,51041,Chesterfield,Chesterfield,Hospitals,Pfizer,1,28
01/14/2021,51079,Greene,"Blue Ridge","Other Community Health Providers",Pfizer,2,1
01/07/2021,51127,"New Kent",Chickahominy,"Local Health Departments",Moderna,1,3
01/09/2021,51683,"Manassas City","Prince William",Hospitals,Pfizer,2,10
01/04/2021,51087,Henrico,Henrico,"Medical Practices",Pfizer,1,7
02/04/2021,51177,Spotsylvania,Rappahannock,Hospitals,Pfizer,2,8
02/05/2021,51760,"Richmond City",Richmond,"Local Health Departments",Pfizer,1,9
02/02/2021,51047,Culpeper,"Rappahannock Rapidan",Pharmacies,Moderna,1,1
02/02/2021,51145,Powhatan,Chesterfield,Hospitals,Pfizer,2,3
02/06/2021,51135,Nottoway,Piedmont,"Federal LTCF Program",Pfizer,1,10
02/02/2021,51047,Culpeper,"Rappahannock Rapidan","Federal LTCF Program",Pfizer,1,32
01/11/2021,51179,Stafford,Rappahannock,Pharmacies,Moderna,1,1
01/21/2021,51009,Amherst,"Central Virginia","Medical Practices",Moderna,1,5
01/12/2021,51059,Fairfax,Fairfax,"Medical Practices",Pfizer,2,3
02/05/2021,51003,Albemarle,"Blue Ridge",Hospitals,Moderna,1,1
02/02/2021,51175,Southampton,"Western Tidewater",Hospitals,Moderna,2,9
01/19/2021,51790,Staunton,"Central Shenandoah","Medical Practices",Pfizer,2,1
01/29/2021,51165,Rockingham,"Central Shenandoah",Hospitals,Pfizer,2,1
02/09/2021,51013,Arlington,Arlington,Pharmacies,Moderna,1,3
01/08/2021,51700,"Newport News",Peninsula,"Local Health Departments",Moderna,1,90
02/03/2021,51820,Waynesboro,"Central Shenandoah","Other Community Health Providers",Moderna,1,1
01/14/2021,51139,Page,"Lord Fairfax","Other Community Health Providers",Pfizer,1,2
01/14/2021,51540,Charlottesville,"Blue Ridge","Other Community Health Providers",Pfizer,2,4
01/05/2021,51085,Hanover,Chickahominy,Pharmacies,Moderna,1,2
02/07/2021,51003,Albemarle,"Blue Ridge",Hospitals,Pfizer,2,2
02/03/2021,51570,"Colonial Heights",Chesterfield,"Local Health Departments",Pfizer,1,2
01/08/2021,51019,Bedford,"Central Virginia",Hospitals,Moderna,1,5
01/31/2021,51115,Mathews,"Three Rivers","Other Community Health Providers",Pfizer,1,1
01/08/2021,51013,Arlington,Arlington,"Medical Practices",Moderna,1,2
12/23/2020,51057,Essex,"Three Rivers",Hospitals,Pfizer,1,7
12/26/2020,51810,"Virginia Beach","Virginia Beach",Hospitals,Pfizer,1,144
02/04/2021,"Out of State","Out of State","Out of State",Hospitals,Pfizer,2,1
01/29/2021,51095,"James City",Peninsula,Pharmacies,Moderna,2,1
01/07/2021,51139,Page,"Lord Fairfax",Hospitals,Moderna,1,2
02/05/2021,51165,Rockingham,"Central Shenandoah",Hospitals,Pfizer,1,6
01/19/2021,"Out of State","Out of State","Out of State","Local Health Departments",Moderna,1,1
01/13/2021,51019,Bedford,"Central Virginia",Hospitals,Pfizer,2,40
01/25/2021,51650,Hampton,Hampton,Hospitals,Moderna,2,15
02/02/2021,51193,Westmoreland,"Three Rivers","Federal LTCF Program",Pfizer,1,1
12/31/2020,51145,Powhatan,Chesterfield,"Medical Practices",Moderna,1,3
01/13/2021,51183,Sussex,Crater,"Local Health Departments",Moderna,1,3
01/01/2021,51610,"Falls Church",Fairfax,Hospitals,Pfizer,1,7
01/17/2021,51510,Alexandria,Alexandria,Hospitals,Pfizer,1,49
01/27/2021,51520,Bristol,"Mount Rogers","Medical Practices",Moderna,1,1
02/03/2021,51069,Frederick,"Lord Fairfax","Local Health Departments",Pfizer,1,9
01/16/2021,"Out of State","Out of State","Out of State","Federal LTCF Program",Pfizer,1,30
02/06/2021,51021,Bland,"Mount Rogers",Pharmacies,Moderna,1,1
02/02/2021,51165,Rockingham,"Central Shenandoah","Other Community Health Providers",Pfizer,1,23
01/18/2021,51029,Buckingham,Piedmont,"Federal LTCF Program",Pfizer,1,6
01/23/2021,51510,Alexandria,Alexandria,Hospitals,Moderna,2,1
01/21/2021,51033,Caroline,Rappahannock,"Federal LTCF Program",Pfizer,2,2
02/07/2021,51041,Chesterfield,Chesterfield,"Federal LTCF Program",Pfizer,1,5
01/15/2021,51043,Clarke,"Lord Fairfax","Federal LTCF Program",Pfizer,1,2
01/12/2021,51720,Norton,Lenowisco,"Other Community Health Providers",Pfizer,1,2
01/25/2021,51683,"Manassas City","Prince William","Medical Practices",Moderna,1,8
01/25/2021,51003,Albemarle,"Blue Ridge","Other Community Health Providers",Pfizer,2,10
02/03/2021,51197,Wythe,"Mount Rogers","Federal LTCF Program",Pfizer,2,1
01/09/2021,51187,Warren,"Lord Fairfax",Hospitals,Pfizer,2,17
12/28/2020,"Out of State","Out of State","Out of State","Federal LTCF Program",Pfizer,1,30
01/27/2021,51041,Chesterfield,Chesterfield,"Federal LTCF Program",Pfizer,2,63
01/18/2021,51147,"Prince Edward",Piedmont,"Other Community Health Providers",Pfizer,2,1
01/04/2021,51087,Henrico,Henrico,"Local Health Departments",Moderna,1,6
01/28/2021,51087,Henrico,Henrico,"Other Community Health Providers",Moderna,2,8
01/30/2021,51089,Henry,"West Piedmont","Other Community Health Providers",Pfizer,1,1
01/30/2021,51149,"Prince George",Crater,Hospitals,Moderna,1,1
01/04/2021,51187,Warren,"Lord Fairfax",Hospitals,Moderna,1,1
01/26/2021,51103,Lancaster,"Three Rivers","Other Community Health Providers",Pfizer,1,2
01/13/2021,51111,Lunenburg,Piedmont,"Medical Practices",Moderna,1,2
01/30/2021,51760,"Richmond City",Richmond,"Medical Practices",Pfizer,1,4
12/23/2020,51043,Clarke,"Lord Fairfax",Hospitals,Pfizer,1,2
02/09/2021,51101,"King William","Three Rivers","Medical Practices",Moderna,1,2
01/12/2021,51790,Staunton,"Central Shenandoah","Federal LTCF Program",Pfizer,1,18
01/20/2021,51179,Stafford,Rappahannock,"Other Community Health Providers",Pfizer,2,66
01/26/2021,"Out of State","Out of State","Out of State","Local Health Departments",Moderna,1,1
02/04/2021,51077,Grayson,"Mount Rogers","Other Community Health Providers",Pfizer,2,1
01/29/2021,"Out of State","Out of State","Out of State","Federal LTCF Program",Pfizer,1,2
01/04/2021,51041,Chesterfield,Chesterfield,"Medical Practices",Pfizer,1,5
01/08/2021,51171,Shenandoah,"Lord Fairfax","Other Community Health Providers",Moderna,1,1
01/29/2021,51105,Lee,Lenowisco,"Federal LTCF Program",Pfizer,1,31
01/14/2021,51171,Shenandoah,"Lord Fairfax","Medical Practices",Moderna,1,2
01/13/2021,"Out of State","Out of State","Out of State","Other Community Health Providers",Pfizer,1,1
02/03/2021,51117,Mecklenburg,Southside,"Federal LTCF Program",Pfizer,1,4
01/27/2021,"Out of State","Out of State","Out of State","Federal LTCF Program",Pfizer,1,29
01/14/2021,51620,"Franklin City","Western Tidewater",Hospitals,Pfizer,1,3
02/05/2021,51101,"King William","Three Rivers",Pharmacies,Moderna,2,1
01/15/2021,51057,Essex,"Three Rivers","Federal LTCF Program",Pfizer,1,2
02/01/2021,51047,Culpeper,"Rappahannock Rapidan","Federal LTCF Program",Pfizer,2,1
01/27/2021,51037,Charlotte,Piedmont,Hospitals,Pfizer,2,1
12/15/2020,51057,Essex,"Three Rivers","Medical Practices",Pfizer,1,1
01/29/2021,"Out of State","Out of State","Out of State","Medical Practices",Moderna,2,2
01/30/2021,51179,Stafford,Rappahannock,Pharmacies,Moderna,1,1
01/21/2021,"Out of State","Out of State","Out of State","Local Health Departments",Moderna,1,1
01/11/2021,"Not Reported","Not Reported","Not Reported",Pharmacies,Moderna,1,6
01/16/2021,51117,Mecklenburg,Southside,Hospitals,Pfizer,2,1
12/30/2020,51730,Petersburg,Crater,"Other Community Health Providers",Moderna,1,2
01/05/2021,51790,Staunton,"Central Shenandoah",Hospitals,Pfizer,1,2
01/22/2021,51119,Middlesex,"Three Rivers",Hospitals,Pfizer,1,3
01/13/2021,51550,Chesapeake,Chesapeake,Hospitals,Pfizer,1,1
01/06/2021,51171,Shenandoah,"Lord Fairfax","Medical Practices",Pfizer,2,1
02/05/2021,51171,Shenandoah,"Lord Fairfax","Federal LTCF Program",Pfizer,2,4
01/30/2021,"Out of State","Out of State","Out of State","Local Health Departments",Pfizer,1,5
02/05/2021,51800,Suffolk,"Western Tidewater","Other Community Health Providers",Pfizer,2,1
01/08/2021,"Out of State","Out of State","Out of State","Local Health Departments",Moderna,1,94
01/15/2021,51683,"Manassas City","Prince William",Hospitals,Pfizer,2,7
01/09/2021,51179,Stafford,Rappahannock,"Medical Practices",Pfizer,1,2
01/14/2021,51830,Williamsburg,Peninsula,"Federal LTCF Program",Pfizer,1,1
01/20/2021,51167,Russell,"Cumberland Plateau","Federal LTCF Program",Pfizer,2,69
02/06/2021,51109,Louisa,"Blue Ridge","Federal LTCF Program",Pfizer,2,3
01/19/2021,"Out of State","Out of State","Out of State","Medical Practices",Moderna,1,1
01/29/2021,51181,Surry,Crater,Hospitals,Moderna,2,1
02/02/2021,51149,"Prince George",Crater,"Federal LTCF Program",Pfizer,1,2
01/28/2021,51193,Westmoreland,"Three Rivers","Other Community Health Providers",Pfizer,2,1
01/25/2021,51027,Buchanan,"Cumberland Plateau","Federal LTCF Program",Pfizer,2,2
01/24/2021,51069,Frederick,"Lord Fairfax",Hospitals,Moderna,1,1
02/05/2021,51017,Bath,"Central Shenandoah","Federal LTCF Program",Pfizer,1,1
01/22/2021,51051,Dickenson,"Cumberland Plateau","Medical Practices",Moderna,1,1
01/23/2021,51013,Arlington,Arlington,"Federal LTCF Program",Pfizer,1,80
01/20/2021,51169,Scott,Lenowisco,"Federal LTCF Program",Pfizer,2,1
02/05/2021,51181,Surry,Crater,"Medical Practices",Pfizer,1,3
01/28/2021,"Not Reported","Not Reported","Not Reported",Hospitals,Pfizer,2,77
01/10/2021,51013,Arlington,Arlington,Hospitals,Pfizer,1,50
12/30/2020,"Out of State","Out of State","Out of State",Hospitals,Moderna,1,2
01/05/2021,"Out of State","Out of State","Out of State",Hospitals,Pfizer,1,1
01/16/2021,51199,York,Peninsula,"Medical Practices",Moderna,1,1
01/27/2021,"Out of State","Out of State","Out of State","Federal LTCF Program",Pfizer,1,1
01/20/2021,51085,Hanover,Chickahominy,Pharmacies,Moderna,1,404
01/16/2021,51013,Arlington,Arlington,Hospitals,Moderna,2,1
01/27/2021,51199,York,Peninsula,"Other Community Health Providers",Moderna,1,1
01/20/2021,51760,"Richmond City",Richmond,"Local Health Departments",Moderna,2,14
01/08/2021,51145,Powhatan,Chesterfield,"Local Health Departments",Moderna,1,8
01/28/2021,"Out of State","Out of State","Out of State",Hospitals,Moderna,2,1
01/19/2021,"Out of State","Out of State","Out of State",Hospitals,Moderna,2,1
01/20/2021,51775,Salem,Alleghany,"Federal LTCF Program",Pfizer,1,118
12/28/2020,51107,Loudoun,Loudoun,"Federal LTCF Program",Pfizer,1,176
01/25/2021,"Out of State","Out of State","Out of State",Pharmacies,Moderna,1,2
12/23/2020,"Out of State","Out of State","Out of State","Other Community Health Providers",Pfizer,1,1
01/24/2021,51610,"Falls Church",Fairfax,Hospitals,Pfizer,1,9
01/20/2021,51093,"Isle of Wight","Western Tidewater","Other Community Health Providers",Pfizer,1,1
12/28/2020,51145,Powhatan,Chesterfield,Hospitals,Moderna,1,14
01/27/2021,51540,Charlottesville,"Blue Ridge","Other Community Health Providers",Pfizer,1,2
01/29/2021,51171,Shenandoah,"Lord Fairfax","Federal LTCF Program",Pfizer,1,11
01/23/2021,51820,Waynesboro,"Central Shenandoah","Other Community Health Providers",Pfizer,2,1
01/20/2021,51079,Greene,"Blue Ridge","Other Community Health Providers",Pfizer,2,14
12/23/2020,"Out of State","Out of State","Out of State",Hospitals,Moderna,1,1
02/03/2021,51141,Patrick,"West Piedmont","Local Health Departments",Moderna,1,1
01/07/2021,51171,Shenandoah,"Lord Fairfax",Hospitals,Pfizer,1,8
12/30/2020,51093,"Isle of Wight","Western Tidewater",Hospitals,Pfizer,1,19
01/28/2021,51113,Madison,"Rappahannock Rapidan","Federal LTCF Program",Pfizer,2,1
01/18/2021,51069,Frederick,"Lord Fairfax",Hospitals,Pfizer,2,2
01/14/2021,51101,"King William","Three Rivers",Hospitals,Pfizer,2,5
01/19/2021,51067,"Franklin County","West Piedmont","Local Health Departments",Moderna,1,2
01/31/2021,51670,Hopewell,Crater,Hospitals,Moderna,1,1
01/17/2021,51011,Appomattox,"Central Virginia","Federal LTCF Program",Pfizer,1,35
01/23/2021,51650,Hampton,Hampton,"Federal LTCF Program",Pfizer,2,2
02/03/2021,51007,Amelia,Piedmont,"Local Health Departments",Moderna,1,15
12/23/2020,51093,"Isle of Wight","Western Tidewater","Medical Practices",Pfizer,1,1
02/06/2021,51177,Spotsylvania,Rappahannock,Hospitals,Pfizer,2,6
01/11/2021,51167,Russell,"Cumberland Plateau","Medical Practices",Pfizer,1,1
01/29/2021,51059,Fairfax,Fairfax,"Medical Practices",Pfizer,2,22
01/21/2021,51187,Warren,"Lord Fairfax",Hospitals,Moderna,1,61
02/02/2021,51510,Alexandria,Alexandria,"Local Health Departments",Pfizer,1,26
01/02/2021,51820,Waynesboro,"Central Shenandoah","Other Community Health Providers",Moderna,1,6
12/24/2020,51187,Warren,"Lord Fairfax","Local Health Departments",Moderna,1,1
01/28/2021,51183,Sussex,Crater,"Local Health Departments",Moderna,1,14
01/19/2021,"Out of State","Out of State","Out of State","Local Health Departments",Moderna,1,114
02/02/2021,"Out of State","Out of State","Out of State","Local Health Departments",Pfizer,1,2
01/29/2021,51097,"King and Queen","Three Rivers",Hospitals,Moderna,2,1
02/04/2021,51520,Bristol,"Mount Rogers","Local Health Departments",Moderna,1,44
01/21/2021,51810,"Virginia Beach","Virginia Beach",Pharmacies,Moderna,1,5
02/06/2021,51113,Madison,"Rappahannock Rapidan","Federal LTCF Program",Pfizer,1,25
01/22/2021,"Out of State","Out of State","Out of State",Hospitals,Moderna,1,1
01/07/2021,51037,Charlotte,Piedmont,Hospitals,Moderna,1,4
02/06/2021,"Not Reported","Not Reported","Not Reported","Other Community Health Providers",Moderna,2,1
12/15/2020,51173,Smyth,"Mount Rogers",Hospitals,Pfizer,1,4
01/08/2021,"Out of State","Out of State","Out of State",Hospitals,Pfizer,1,1
01/17/2021,"Out of State","Out of State","Out of State",Hospitals,Pfizer,1,2
12/30/2020,51800,Suffolk,"Western Tidewater",Hospitals,Moderna,1,3
02/03/2021,51171,Shenandoah,"Lord Fairfax","Other Community Health Providers",Pfizer,1,1
01/27/2021,51790,Staunton,"Central Shenandoah","Medical Practices",Moderna,1,2
01/23/2021,51570,"Colonial Heights",Chesterfield,"Local Health Departments",Moderna,1,61
01/21/2021,51087,Henrico,Henrico,"Local Health Departments",Moderna,1,43
01/12/2021,51101,"King William","Three Rivers",Hospitals,Moderna,1,1
12/16/2020,51013,Arlington,Arlington,"Medical Practices",Pfizer,1,119
12/19/2020,51177,Spotsylvania,Rappahannock,"Other Community Health Providers",Pfizer,1,21
01/27/2021,51097,"King and Queen","Three Rivers",Hospitals,Pfizer,1,2
02/01/2021,51550,Chesapeake,Chesapeake,"Other Community Health Providers",Pfizer,1,1
01/25/2021,"Not Reported","Not Reported","Not Reported",Hospitals,Pfizer,1,590
02/08/2021,51107,Loudoun,Loudoun,Hospitals,Moderna,2,6
01/10/2021,51683,"Manassas City","Prince William","Federal LTCF Program",Pfizer,1,1
02/03/2021,"Out of State","Out of State","Out of State","Local Health Departments",Moderna,1,15
12/30/2020,51750,Radford,"New River","Federal LTCF Program",Pfizer,1,4
02/04/2021,51177,Spotsylvania,Rappahannock,Hospitals,Moderna,1,595
01/13/2021,51147,"Prince Edward",Piedmont,"Local Health Departments",Moderna,1,20
01/15/2021,51610,"Falls Church",Fairfax,"Local Health Departments",Moderna,1,13
02/01/2021,51187,Warren,"Lord Fairfax",Hospitals,Pfizer,2,4
02/05/2021,"Out of State","Out of State","Out of State","Local Health Departments",Pfizer,1,27
01/19/2021,51036,"Charles City",Chickahominy,Hospitals,Pfizer,1,2
02/08/2021,51650,Hampton,Hampton,"Local Health Departments",Pfizer,1,1
02/02/2021,"Not Reported","Not Reported","Not Reported","Other Community Health Providers",Moderna,1,37
01/15/2021,51047,Culpeper,"Rappahannock Rapidan",Hospitals,Pfizer,1,6
01/28/2021,51019,Bedford,"Central Virginia",Hospitals,Pfizer,2,40
01/28/2021,51025,Brunswick,Southside,Hospitals,Moderna,2,1
02/05/2021,51800,Suffolk,"Western Tidewater","Medical Practices",Pfizer,1,9
01/06/2021,51059,Fairfax,Fairfax,"Medical Practices","Not Reported",1,1
01/29/2021,51059,Fairfax,Fairfax,"Federal LTCF Program",Pfizer,2,208
01/13/2021,51067,"Franklin County","West Piedmont",Pharmacies,Moderna,1,1
01/11/2021,51009,Amherst,"Central Virginia",Hospitals,Pfizer,1,31
01/14/2021,51149,"Prince George",Crater,Pharmacies,Moderna,1,1
02/01/2021,51103,Lancaster,"Three Rivers","Medical Practices",Pfizer,1,1
12/21/2020,51680,Lynchburg,"Central Virginia","Other Community Health Providers",Pfizer,1,5
01/12/2021,"Out of State","Out of State","Out of State",Hospitals,Pfizer,1,2
01/22/2021,51067,"Franklin County","West Piedmont","Other Community Health Providers",Pfizer,1,212
02/07/2021,"Out of State","Out of State","Out of State","Federal LTCF Program",Pfizer,2,7
01/14/2021,51091,Highland,"Central Shenandoah","Local Health Departments",Moderna,1,2
01/20/2021,51810,"Virginia Beach","Virginia Beach","Other Community Health Providers",Pfizer,1,6
02/01/2021,51085,Hanover,Chickahominy,Hospitals,Pfizer,2,7
01/20/2021,51141,Patrick,"West Piedmont",Hospitals,Pfizer,2,2
01/04/2021,51590,Danville,Pittsylvania-Danville,"Federal LTCF Program",Pfizer,1,17
12/30/2020,51127,"New Kent",Chickahominy,"Other Community Health Providers",Moderna,1,1
01/29/2021,51165,Rockingham,"Central Shenandoah",Hospitals,Moderna,2,2
01/26/2021,51073,Gloucester,"Three Rivers","Local Health Departments",Moderna,1,53
01/22/2021,51690,Martinsville,"West Piedmont",Hospitals,Pfizer,1,1
01/31/2021,51019,Bedford,"Central Virginia","Federal LTCF Program",Pfizer,1,27
01/06/2021,51045,Craig,Alleghany,"Federal LTCF Program",Pfizer,1,1
01/27/2021,51177,Spotsylvania,Rappahannock,"Local Health Departments",Moderna,2,15
01/16/2021,51065,Fluvanna,"Blue Ridge","Medical Practices",Moderna,1,1
02/03/2021,51077,Grayson,"Mount Rogers",Pharmacies,Moderna,1,7
01/27/2021,51179,Stafford,Rappahannock,Hospitals,Moderna,1,639
01/01/2021,51770,"Roanoke City",Roanoke,"Other Community Health Providers",Moderna,1,1
02/02/2021,"Out of State","Out of State","Out of State",Hospitals,Moderna,2,2
12/28/2020,51079,Greene,"Blue Ridge","Federal LTCF Program",Pfizer,1,4
01/14/2021,51079,Greene,"Blue Ridge",Hospitals,Moderna,1,1
02/03/2021,51089,Henry,"West Piedmont",Pharmacies,Moderna,1,112
02/06/2021,51087,Henrico,Henrico,"Medical Practices",Moderna,2,11
01/16/2021,51061,Fauquier,"Rappahannock Rapidan","Federal LTCF Program",Pfizer,1,6
12/21/2020,"Out of State","Out of State","Out of State",Hospitals,Pfizer,1,2
02/04/2021,"Out of State","Out of State","Out of State",Hospitals,Pfizer,1,2
01/06/2021,51153,"Prince William","Prince William","Medical Practices",Moderna,1,12
01/18/2021,51125,Nelson,"Blue Ridge","Federal LTCF Program",Pfizer,1,4
01/06/2021,51153,"Prince William","Prince William",Hospitals,Moderna,1,19
01/28/2021,"Out of State","Out of State","Out of State","Federal LTCF Program",Pfizer,2,1
01/18/2021,51117,Mecklenburg,Southside,"Other Community Health Providers",Pfizer,1,1
01/06/2021,"Out of State","Out of State","Out of State","Local Health Departments",Moderna,1,1
01/27/2021,51161,"Roanoke County",Alleghany,"Medical Practices",Pfizer,2,1
01/19/2021,51133,Northumberland,"Three Rivers",Hospitals,Pfizer,1,5
01/28/2021,51141,Patrick,"West Piedmont","Federal LTCF Program",Pfizer,2,1
01/20/2021,51187,Warren,"Lord Fairfax",Pharmacies,Moderna,1,2
01/25/2021,51137,Orange,"Rappahannock Rapidan","Local Health Departments",Moderna,1,3
01/23/2021,51167,Russell,"Cumberland Plateau",Pharmacies,Moderna,1,4
01/07/2021,51735,Poquoson,Peninsula,"Medical Practices",Moderna,1,1
01/04/2021,51153,"Prince William","Prince William",Hospitals,Pfizer,2,20
01/23/2021,51033,Caroline,Rappahannock,"Medical Practices",Moderna,1,1
02/07/2021,51177,Spotsylvania,Rappahannock,"Local Health Departments",Moderna,1,1
02/04/2021,51770,"Roanoke City",Roanoke,"Local Health Departments",Moderna,1,1
01/23/2021,"Out of State","Out of State","Out of State","Federal LTCF Program",Pfizer,2,1
01/30/2021,51025,Brunswick,Southside,Hospitals,Pfizer,1,3
12/29/2020,51063,Floyd,"New River",Hospitals,Pfizer,1,2
01/18/2021,51095,"James City",Peninsula,"Federal LTCF Program",Pfizer,2,1
02/02/2021,51165,Rockingham,"Central Shenandoah","Other Community Health Providers",Moderna,1,1
12/16/2020,51011,Appomattox,"Central Virginia",Hospitals,Pfizer,1,6
01/16/2021,51740,Portsmouth,Portsmouth,Hospitals,Pfizer,2,1
02/04/2021,51107,Loudoun,Loudoun,"Other Community Health Providers",Moderna,2,21
12/29/2020,51153,"Prince William","Prince William","Other Community Health Providers",Pfizer,1,7
01/17/2021,"Out of State","Out of State","Out of State",Hospitals,Moderna,1,2
01/10/2021,51163,Rockbridge,"Central Shenandoah","Other Community Health Providers",Pfizer,1,2
02/03/2021,"Out of State","Out of State","Out of State","Local Health Departments",Pfizer,1,1
02/03/2021,51760,"Richmond City",Richmond,Hospitals,Pfizer,1,4
01/08/2021,51161,"Roanoke County",Alleghany,Hospitals,Moderna,1,12
01/02/2021,51540,Charlottesville,"Blue Ridge",Hospitals,Pfizer,1,1
01/27/2021,51095,"James City",Peninsula,"Local Health Departments",Moderna,1,1
01/23/2021,"Out of State","Out of State","Out of State",Hospitals,Pfizer,1,5
02/01/2021,51175,Southampton,"Western Tidewater",Hospitals,Pfizer,1,1
02/03/2021,51121,Montgomery,"New River","Medical Practices",Moderna,1,1
01/04/2021,51161,"Roanoke County",Alleghany,"Federal LTCF Program",Pfizer,1,16
01/21/2021,51085,Hanover,Chickahominy,Hospitals,Moderna,1,20
01/14/2021,"Out of State","Out of State","Out of State",Hospitals,Moderna,1,67
01/14/2021,51003,Albemarle,"Blue Ridge","Local Health Departments",Moderna,1,97
12/15/2020,51810,"Virginia Beach","Virginia Beach",Hospitals,Pfizer,1,7
01/23/2021,"Not Reported","Not Reported","Not Reported","Local Health Departments",Moderna,1,92
01/03/2021,51775,Salem,Alleghany,Hospitals,Pfizer,1,1
02/05/2021,51087,Henrico,Henrico,Hospitals,Moderna,2,22
01/28/2021,"Not Reported","Not Reported","Not Reported","Other Community Health Providers",Moderna,2,44
12/22/2020,51049,Cumberland,Piedmont,Hospitals,Pfizer,1,1
01/18/2021,51179,Stafford,Rappahannock,Hospitals,Pfizer,2,26
01/08/2021,51670,Hopewell,Crater,"Medical Practices",Moderna,1,1
02/03/2021,51820,Waynesboro,"Central Shenandoah","Other Community Health Providers",Pfizer,1,6
01/12/2021,51147,"Prince Edward",Piedmont,"Other Community Health Providers",Moderna,1,20
02/03/2021,51195,Wise,Lenowisco,"Local Health Departments",Pfizer,1,1
01/07/2021,51079,Greene,"Blue Ridge",Hospitals,Pfizer,2,4
01/09/2021,51095,"James City",Peninsula,"Medical Practices",Pfizer,1,20
01/19/2021,51041,Chesterfield,Chesterfield,Pharmacies,Moderna,1,183
01/24/2021,51019,Bedford,"Central Virginia",Pharmacies,Moderna,1,1
02/04/2021,51670,Hopewell,Crater,"Other Community Health Providers",Moderna,1,5
01/26/2021,51083,Halifax,Southside,Hospitals,Pfizer,1,22
01/06/2021,51800,Suffolk,"Western Tidewater","Federal LTCF Program",Pfizer,1,6
02/05/2021,51197,Wythe,"Mount Rogers","Medical Practices",Moderna,1,4
02/08/2021,51073,Gloucester,"Three Rivers","Local Health Departments",Moderna,2,4
01/23/2021,51009,Amherst,"Central Virginia","Federal LTCF Program",Pfizer,2,7
01/27/2021,51065,Fluvanna,"Blue Ridge","Other Community Health Providers",Moderna,1,15
01/22/2021,51173,Smyth,"Mount Rogers","Local Health Departments",Moderna,2,12
01/29/2021,51800,Suffolk,"Western Tidewater","Medical Practices",Pfizer,2,2
02/08/2021,51710,Norfolk,Norfolk,"Medical Practices",Moderna,1,10
01/30/2021,51181,Surry,Crater,Hospitals,Moderna,2,1
12/21/2020,51073,Gloucester,"Three Rivers","Medical Practices",Pfizer,1,5
01/20/2021,"Out of State","Out of State","Out of State","Other Community Health Providers",Pfizer,1,2
02/08/2021,"Out of State","Out of State","Out of State",Pharmacies,Moderna,2,1
02/03/2021,51011,Appomattox,"Central Virginia",Hospitals,Moderna,1,4
02/04/2021,51099,"King George",Rappahannock,"Local Health Departments",Pfizer,1,1
01/28/2021,51057,Essex,"Three Rivers","Medical Practices",Moderna,1,19
01/02/2021,51009,Amherst,"Central Virginia","Federal LTCF Program",Pfizer,1,10
02/03/2021,51183,Sussex,Crater,"Local Health Departments",Pfizer,1,2
12/16/2020,51051,Dickenson,"Cumberland Plateau",Hospitals,Pfizer,1,11
01/26/2021,51085,Hanover,Chickahominy,"Local Health Departments",Pfizer,1,69
01/19/2021,51137,Orange,"Rappahannock Rapidan","Federal LTCF Program",Pfizer,1,4
01/28/2021,51007,Amelia,Piedmont,"Local Health Departments",Pfizer,1,2
02/08/2021,51109,Louisa,"Blue Ridge","Other Community Health Providers",Pfizer,1,1
02/02/2021,"Out of State","Out of State","Out of State",Hospitals,Moderna,2,1
01/15/2021,"Out of State","Out of State","Out of State","Local Health Departments",Moderna,1,1
12/31/2020,"Out of State","Out of State","Out of State","Other Community Health Providers",Moderna,1,1
02/05/2021,51015,Augusta,"Central Shenandoah","Medical Practices",Moderna,1,1
01/23/2021,51590,Danville,Pittsylvania-Danville,Hospitals,Pfizer,1,4
01/28/2021,51095,"James City",Peninsula,"Local Health Departments",Moderna,2,3
12/28/2020,"Not Reported","Not Reported","Not Reported","Other Community Health Providers",Pfizer,1,54
02/09/2021,51169,Scott,Lenowisco,"Other Community Health Providers",Moderna,1,3
01/20/2021,51127,"New Kent",Chickahominy,Hospitals,Moderna,2,1
01/22/2021,51187,Warren,"Lord Fairfax","Federal LTCF Program",Pfizer,1,1
01/23/2021,51540,Charlottesville,"Blue Ridge",Hospitals,Pfizer,2,2
01/22/2021,51735,Poquoson,Peninsula,Hospitals,Pfizer,1,4
01/11/2021,51073,Gloucester,"Three Rivers","Medical Practices",Pfizer,2,2
02/09/2021,51011,Appomattox,"Central Virginia",Hospitals,Pfizer,2,6
01/28/2021,51163,Rockbridge,"Central Shenandoah",Hospitals,Moderna,2,2
02/04/2021,51640,Galax,"Mount Rogers","Federal LTCF Program",Pfizer,2,4
01/20/2021,51185,Tazewell,"Cumberland Plateau",Hospitals,Moderna,1,95
01/27/2021,51099,"King George",Rappahannock,Hospitals,Pfizer,2,3
02/03/2021,51147,"Prince Edward",Piedmont,"Federal LTCF Program",Pfizer,1,77
01/22/2021,"Out of State","Out of State","Out of State","Local Health Departments",Moderna,1,6
02/05/2021,51005,Alleghany,Alleghany,"Medical Practices",Moderna,1,1
