"Report Date",FIPS,Locality,"VDH Health District","Total Cases",Hospitalizations,Deaths
2020-03-26,51135,Nottoway,Piedmont,1,0,0
2020-03-26,51137,Orange,"Rappahannock Rapidan",1,0,0
2020-03-26,51139,Page,"Lord Fairfax",0,0,0
2020-03-26,51141,Patrick,"West Piedmont",0,0,0
2020-03-26,51143,Pittsylvania,Pittsylvania-Danville,1,1,1
2020-03-26,51145,Powhatan,Chesterfield,0,0,0
2020-03-26,51147,"Prince Edward",Piedmont,2,0,0
2020-03-26,51149,"Prince George",Crater,0,0,0
2020-03-26,51153,"Prince William","Prince William",36,6,0
2020-03-26,51155,Pulaski,"New River",0,0,0
2020-03-26,51157,Rappahannock,"Rappahannock Rapidan",0,0,0
2020-03-26,51159,"Richmond County","Three Rivers",0,0,0
2020-03-26,51161,"Roanoke County",Alleghany,1,0,0
2020-03-26,51163,Rockbridge,"Central Shenandoah",1,0,0
2020-03-26,51165,Rockingham,"Central Shenandoah",2,0,0
2020-03-26,51167,Russell,"Cumberland Plateau",0,0,0
2020-03-26,51169,Scott,Lenowisco,0,0,0
2020-03-26,51171,Shenandoah,"Lord Fairfax",3,1,0
2020-03-26,51173,Smyth,"Mount Rogers",0,0,0
2020-03-26,51175,Southampton,"Western Tidewater",0,0,0
2020-03-26,51177,Spotsylvania,Rappahannock,2,0,0
2020-03-26,51179,Stafford,Rappahannock,7,0,0
2020-03-26,51181,Surry,Crater,0,0,0
2020-03-26,51183,Sussex,Crater,0,0,0
2020-03-26,51185,Tazewell,"Cumberland Plateau",0,0,0
2020-03-26,51187,Warren,"Lord Fairfax",1,0,0
2020-03-26,51191,Washington,"Mount Rogers",1,0,0
2020-03-26,51193,Westmoreland,"Three Rivers",0,0,0
2020-03-26,51195,Wise,Lenowisco,0,0,0
2020-03-26,51197,Wythe,"Mount Rogers",0,0,0
2020-03-26,51199,York,Peninsula,9,1,1
2020-03-26,51510,Alexandria,Alexandria,14,0,0
2020-03-26,51520,Bristol,"Mount Rogers",0,0,0
2020-03-26,51530,"Buena Vista City","Central Shenandoah",0,0,0
2020-03-26,51540,Charlottesville,"Thomas Jefferson",9,0,0
2020-03-26,51550,Chesapeake,Chesapeake,4,1,0
2020-03-26,51570,"Colonial Heights",Chesterfield,0,0,0
2020-03-26,51580,Covington,Alleghany,0,0,0
2020-03-26,51590,Danville,Pittsylvania-Danville,2,1,0
2020-03-26,51595,Emporia,Crater,0,0,0
2020-03-26,51600,"Fairfax City",Fairfax,1,0,0
2020-03-26,51610,"Falls Church",Fairfax,0,0,0
2020-03-26,51620,"Franklin City","Western Tidewater",0,0,0
2020-03-26,51630,Fredericksburg,Rappahannock,1,0,0
2020-03-26,51640,Galax,"Mount Rogers",0,0,0
2020-03-26,51650,Hampton,Hampton,1,0,0
2020-03-26,51660,Harrisonburg,"Central Shenandoah",3,0,0
2020-03-26,51670,Hopewell,Crater,0,0,0
2020-03-26,51678,Lexington,"Central Shenandoah",0,0,0
2020-03-26,51680,Lynchburg,"Central Virginia",1,0,0
2020-03-26,51683,"Manassas City","Prince William",3,0,0
2020-03-26,51685,"Manassas Park","Prince William",0,0,0
2020-03-26,51690,Martinsville,"West Piedmont",0,0,0
2020-03-26,51700,"Newport News",Peninsula,8,3,2
2020-03-26,51710,Norfolk,Norfolk,6,1,0
2020-03-26,51720,Norton,Lenowisco,0,0,0
2020-03-26,51730,Petersburg,Crater,0,0,0
2020-03-26,51735,Poquoson,Peninsula,1,0,0
2020-03-26,51740,Portsmouth,Portsmouth,3,1,0
2020-03-26,51750,Radford,"New River",1,0,0
2020-03-26,51760,"Richmond City",Richmond,14,1,0
2020-03-26,51770,"Roanoke City",Roanoke,0,0,0
2020-03-26,51775,Salem,Alleghany,0,0,0
2020-03-26,51790,Staunton,"Central Shenandoah",0,0,0
2020-03-26,51800,Suffolk,"Western Tidewater",1,0,0
2020-03-26,51810,"Virginia Beach","Virginia Beach",26,4,1
2020-03-26,51820,Waynesboro,"Central Shenandoah",0,0,0
2020-03-26,51830,Williamsburg,Peninsula,5,1,1
2020-03-26,51840,Winchester,"Lord Fairfax",0,0,0
2020-03-27,51001,Accomack,"Eastern Shore",2,0,0
2020-03-27,51003,Albemarle,"Thomas Jefferson",8,0,0
2020-03-27,51005,Alleghany,Alleghany,0,0,0
2020-03-27,51007,Amelia,Piedmont,1,1,0
2020-03-27,51009,Amherst,"Central Virginia",1,0,0
2020-03-27,51011,Appomattox,"Central Virginia",0,0,0
2020-03-27,51013,Arlington,Arlington,63,4,0
2020-03-27,51015,Augusta,"Central Shenandoah",0,0,0
2020-03-27,51017,Bath,"Central Shenandoah",0,0,0
2020-03-27,51019,Bedford,"Central Virginia",2,0,0
2020-03-27,51021,Bland,"Mount Rogers",0,0,0
2020-03-27,51023,Botetourt,Alleghany,1,1,0
2020-03-27,51025,Brunswick,Southside,0,0,0
2020-03-27,51027,Buchanan,"Cumberland Plateau",0,0,0
2020-03-27,51029,Buckingham,Piedmont,0,0,0
2020-03-27,51031,Campbell,"Central Virginia",0,0,0
2020-03-27,51033,Caroline,Rappahannock,0,0,0
2020-03-27,51035,Carroll,"Mount Rogers",0,0,0
2020-03-27,51036,"Charles City",Chickahominy,1,0,0
2020-03-27,51037,Charlotte,Piedmont,0,0,0
2020-03-27,51041,Chesterfield,Chesterfield,12,2,0
2020-03-27,51043,Clarke,"Lord Fairfax",0,0,0
2020-03-27,51045,Craig,Alleghany,0,0,0
2020-03-27,51047,Culpeper,"Rappahannock Rapidan",2,0,0
2020-03-27,51049,Cumberland,Piedmont,0,0,0
2020-03-27,51051,Dickenson,"Cumberland Plateau",0,0,0
2020-03-27,51053,Dinwiddie,Crater,0,0,0
2020-03-27,51057,Essex,"Three Rivers",0,0,0
2020-03-27,51059,Fairfax,Fairfax,124,12,1
2020-03-27,51061,Fauquier,"Rappahannock Rapidan",4,0,0
2020-03-27,51063,Floyd,"New River",0,0,0
2020-03-27,51065,Fluvanna,"Thomas Jefferson",3,0,0
2020-03-27,51067,"Franklin County","West Piedmont",1,0,0
2020-03-27,51069,Frederick,"Lord Fairfax",4,2,0
2020-03-27,51071,Giles,"New River",0,0,0
2020-03-27,51073,Gloucester,"Three Rivers",3,0,0
2020-03-27,51075,Goochland,Chickahominy,3,0,0
2020-03-27,51077,Grayson,"Mount Rogers",0,0,0
2020-03-27,51079,Greene,"Thomas Jefferson",1,0,0
2020-03-27,51081,Greensville,Crater,0,0,0
2020-03-27,51083,Halifax,Southside,1,0,0
2020-03-27,51085,Hanover,Chickahominy,2,1,0
2020-03-27,51087,Henrico,Henrico,28,7,3
2020-03-27,51089,Henry,"West Piedmont",0,0,0
2020-03-27,51091,Highland,"Central Shenandoah",0,0,0
2020-03-27,51093,"Isle of Wight","Western Tidewater",2,1,0
2020-03-27,51095,"James City",Peninsula,55,11,3
2020-03-27,51097,"King and Queen","Three Rivers",0,0,0
2020-03-27,51099,"King George",Rappahannock,1,0,0
2020-03-27,51101,"King William","Three Rivers",0,0,0
2020-03-27,51103,Lancaster,"Three Rivers",0,0,0
2020-03-27,51105,Lee,Lenowisco,2,0,0
2020-03-27,51107,Loudoun,Loudoun,43,6,1
2020-03-27,51109,Louisa,"Thomas Jefferson",5,0,0
2020-03-27,51111,Lunenburg,Piedmont,0,0,0
2020-03-27,51113,Madison,"Rappahannock Rapidan",2,0,0
2020-03-27,51115,Mathews,"Three Rivers",1,0,0
2020-03-27,51117,Mecklenburg,Southside,4,1,0
2020-03-27,51119,Middlesex,"Three Rivers",0,0,0
2020-03-27,51121,Montgomery,"New River",0,0,0
2020-03-27,51125,Nelson,"Thomas Jefferson",1,0,0
2020-03-27,51127,"New Kent",Chickahominy,0,0,0
2020-03-27,51131,Northampton,"Eastern Shore",1,0,0
2020-03-27,51133,Northumberland,"Three Rivers",0,0,0
2020-03-27,51135,Nottoway,Piedmont,1,0,0
2020-03-27,51137,Orange,"Rappahannock Rapidan",1,0,0
2020-03-27,51139,Page,"Lord Fairfax",0,0,0
2020-03-27,51141,Patrick,"West Piedmont",0,0,0
2020-03-27,51143,Pittsylvania,Pittsylvania-Danville,1,1,1
2020-03-27,51145,Powhatan,Chesterfield,0,0,0
2020-03-27,51147,"Prince Edward",Piedmont,2,0,0
2020-03-27,51149,"Prince George",Crater,2,1,0
2020-03-27,51153,"Prince William","Prince William",44,10,0
2020-03-27,51155,Pulaski,"New River",0,0,0
2020-03-27,51157,Rappahannock,"Rappahannock Rapidan",0,0,0
2020-03-27,51159,"Richmond County","Three Rivers",0,0,0
2020-03-27,51161,"Roanoke County",Alleghany,1,0,0
2020-03-27,51163,Rockbridge,"Central Shenandoah",1,0,0
2020-03-27,51165,Rockingham,"Central Shenandoah",4,0,0
2020-03-27,51167,Russell,"Cumberland Plateau",0,0,0
2020-03-27,51169,Scott,Lenowisco,0,0,0
2020-03-27,51171,Shenandoah,"Lord Fairfax",3,1,0
2020-03-27,51173,Smyth,"Mount Rogers",0,0,0
2020-03-27,51175,Southampton,"Western Tidewater",1,1,0
2020-03-27,51177,Spotsylvania,Rappahannock,2,1,0
2020-03-27,51179,Stafford,Rappahannock,11,0,0
2020-03-27,51181,Surry,Crater,0,0,0
2020-03-27,51183,Sussex,Crater,0,0,0
2020-03-27,51185,Tazewell,"Cumberland Plateau",0,0,0
2020-03-27,51187,Warren,"Lord Fairfax",2,0,0
2020-03-27,51191,Washington,"Mount Rogers",1,0,0
2020-03-27,51193,Westmoreland,"Three Rivers",0,0,0
2020-03-27,51195,Wise,Lenowisco,0,0,0
2020-03-27,51197,Wythe,"Mount Rogers",0,0,0
2020-03-27,51199,York,Peninsula,9,1,1
2020-03-27,51510,Alexandria,Alexandria,18,0,0
2020-03-27,51520,Bristol,"Mount Rogers",1,0,0
2020-03-27,51530,"Buena Vista City","Central Shenandoah",0,0,0
2020-03-27,51540,Charlottesville,"Thomas Jefferson",11,0,0
2020-03-27,51550,Chesapeake,Chesapeake,5,1,0
2020-03-27,51570,"Colonial Heights",Chesterfield,0,0,0
2020-03-27,51580,Covington,Alleghany,0,0,0
2020-03-27,51590,Danville,Pittsylvania-Danville,4,2,0
2020-03-27,51595,Emporia,Crater,0,0,0
2020-03-27,51600,"Fairfax City",Fairfax,0,0,0
2020-03-27,51610,"Falls Church",Fairfax,0,0,0
2020-03-27,51620,"Franklin City","Western Tidewater",0,0,0
2020-03-27,51630,Fredericksburg,Rappahannock,1,0,0
2020-03-27,51640,Galax,"Mount Rogers",1,1,0
2020-03-27,51650,Hampton,Hampton,5,0,0
2020-03-27,51660,Harrisonburg,"Central Shenandoah",5,0,0
2020-03-27,51670,Hopewell,Crater,0,0,0
2020-03-27,51678,Lexington,"Central Shenandoah",0,0,0
2020-03-27,51680,Lynchburg,"Central Virginia",2,1,0
2020-03-27,51683,"Manassas City","Prince William",3,0,0
2020-03-27,51685,"Manassas Park","Prince William",0,0,0
2020-03-27,51690,Martinsville,"West Piedmont",0,0,0
2020-03-27,51700,"Newport News",Peninsula,12,3,2
2020-03-27,51710,Norfolk,Norfolk,8,1,0
2020-03-27,51720,Norton,Lenowisco,0,0,0
2020-03-27,51730,Petersburg,Crater,0,0,0
2020-03-27,51735,Poquoson,Peninsula,1,0,0
2020-03-27,51740,Portsmouth,Portsmouth,3,1,0
2020-03-27,51750,Radford,"New River",1,0,0
2020-03-27,51760,"Richmond City",Richmond,17,1,0
2020-03-27,51770,"Roanoke City",Roanoke,1,0,0
2020-03-27,51775,Salem,Alleghany,0,0,0
2020-03-27,51790,Staunton,"Central Shenandoah",0,0,0
2020-03-27,51800,Suffolk,"Western Tidewater",1,0,0
2020-03-27,51810,"Virginia Beach","Virginia Beach",29,6,1
2020-03-27,51820,Waynesboro,"Central Shenandoah",0,0,0
2020-03-27,51830,Williamsburg,Peninsula,5,1,1
2020-03-27,51840,Winchester,"Lord Fairfax",0,0,0
2020-03-28,51001,Accomack,"Eastern Shore",2,0,0
2020-03-28,51003,Albemarle,"Thomas Jefferson",16,0,0
2020-03-28,51005,Alleghany,Alleghany,0,0,0
2020-03-28,51007,Amelia,Piedmont,1,1,0
2020-03-28,51009,Amherst,"Central Virginia",2,0,0
2020-03-28,51011,Appomattox,"Central Virginia",0,0,0
2020-03-28,51013,Arlington,Arlington,75,5,0
2020-03-28,51015,Augusta,"Central Shenandoah",0,0,0
2020-03-28,51017,Bath,"Central Shenandoah",0,0,0
2020-03-28,51019,Bedford,"Central Virginia",2,0,0
2020-03-28,51021,Bland,"Mount Rogers",0,0,0
2020-03-28,51023,Botetourt,Alleghany,1,1,0
2020-03-28,51025,Brunswick,Southside,0,0,0
2020-03-28,51027,Buchanan,"Cumberland Plateau",0,0,0
2020-03-28,51029,Buckingham,Piedmont,0,0,0
2020-03-28,51031,Campbell,"Central Virginia",0,0,0
2020-03-28,51033,Caroline,Rappahannock,0,0,0
2020-03-28,51035,Carroll,"Mount Rogers",0,0,0
2020-03-28,51036,"Charles City",Chickahominy,1,0,0
2020-03-28,51037,Charlotte,Piedmont,0,0,0
2020-03-28,51041,Chesterfield,Chesterfield,12,2,0
2020-03-28,51043,Clarke,"Lord Fairfax",0,0,0
2020-03-28,51045,Craig,Alleghany,0,0,0
2020-03-28,51047,Culpeper,"Rappahannock Rapidan",2,0,0
2020-03-28,51049,Cumberland,Piedmont,0,0,0
2020-03-28,51051,Dickenson,"Cumberland Plateau",0,0,0
2020-03-28,51053,Dinwiddie,Crater,0,0,0
2020-03-28,51057,Essex,"Three Rivers",0,0,0
2020-03-28,51059,Fairfax,Fairfax,156,16,2
2020-03-28,51061,Fauquier,"Rappahannock Rapidan",6,0,0
2020-03-28,51063,Floyd,"New River",0,0,0
2020-03-28,51065,Fluvanna,"Thomas Jefferson",3,0,0
2020-03-28,51067,"Franklin County","West Piedmont",1,0,0
2020-03-28,51069,Frederick,"Lord Fairfax",4,2,0
2020-03-28,51071,Giles,"New River",0,0,0
2020-03-28,51073,Gloucester,"Three Rivers",6,0,0
2020-03-28,51075,Goochland,Chickahominy,5,1,0
2020-03-28,51077,Grayson,"Mount Rogers",0,0,0
2020-03-28,51079,Greene,"Thomas Jefferson",1,0,0
2020-03-28,51081,Greensville,Crater,0,0,0
2020-03-28,51083,Halifax,Southside,1,0,0
2020-03-28,51085,Hanover,Chickahominy,3,1,0
2020-03-28,51087,Henrico,Henrico,31,8,4
2020-03-28,51089,Henry,"West Piedmont",0,0,0
2020-03-28,51091,Highland,"Central Shenandoah",0,0,0
2020-03-28,51093,"Isle of Wight","Western Tidewater",3,1,0
2020-03-28,51095,"James City",Peninsula,65,12,3
2020-03-28,51097,"King and Queen","Three Rivers",0,0,0
2020-03-28,51099,"King George",Rappahannock,2,0,0
2020-03-28,51101,"King William","Three Rivers",0,0,0
2020-03-28,51103,Lancaster,"Three Rivers",1,0,0
2020-03-28,51105,Lee,Lenowisco,2,0,0
2020-03-28,51107,Loudoun,Loudoun,54,7,1
2020-03-28,51109,Louisa,"Thomas Jefferson",6,0,0
2020-03-28,51111,Lunenburg,Piedmont,0,0,0
2020-03-28,51113,Madison,"Rappahannock Rapidan",3,0,0
2020-03-28,51115,Mathews,"Three Rivers",2,0,0
2020-03-28,51117,Mecklenburg,Southside,4,1,0
2020-03-28,51119,Middlesex,"Three Rivers",0,0,0
2020-03-28,51121,Montgomery,"New River",1,0,0
2020-03-28,51125,Nelson,"Thomas Jefferson",2,0,0
2020-03-28,51127,"New Kent",Chickahominy,1,0,0
2020-03-28,51131,Northampton,"Eastern Shore",1,0,0
2020-03-28,51133,Northumberland,"Three Rivers",2,0,0
2020-03-28,51135,Nottoway,Piedmont,1,0,0
2020-03-28,51137,Orange,"Rappahannock Rapidan",1,0,0
2020-03-28,51139,Page,"Lord Fairfax",0,0,0
2020-03-28,51141,Patrick,"West Piedmont",0,0,0
2020-03-28,51143,Pittsylvania,Pittsylvania-Danville,1,1,1
2020-03-28,51145,Powhatan,Chesterfield,1,0,0
2020-03-28,51147,"Prince Edward",Piedmont,2,0,0
2020-03-28,51149,"Prince George",Crater,2,1,0
2020-03-28,51153,"Prince William","Prince William",56,12,1
2020-03-28,51155,Pulaski,"New River",0,0,0
2020-03-28,51157,Rappahannock,"Rappahannock Rapidan",0,0,0
2020-03-28,51159,"Richmond County","Three Rivers",0,0,0
2020-03-28,51161,"Roanoke County",Alleghany,2,0,0
2020-03-28,51163,Rockbridge,"Central Shenandoah",2,0,0
2020-03-28,51165,Rockingham,"Central Shenandoah",4,0,0
2020-03-28,51167,Russell,"Cumberland Plateau",0,0,0
2020-03-28,51169,Scott,Lenowisco,0,0,0
2020-03-28,51171,Shenandoah,"Lord Fairfax",3,1,0
2020-03-28,51173,Smyth,"Mount Rogers",0,0,0
2020-03-28,51175,Southampton,"Western Tidewater",1,1,0
2020-03-28,51177,Spotsylvania,Rappahannock,3,2,0
2020-03-28,51179,Stafford,Rappahannock,11,1,0
2020-03-28,51181,Surry,Crater,0,0,0
2020-03-28,51183,Sussex,Crater,0,0,0
2020-03-28,51185,Tazewell,"Cumberland Plateau",0,0,0
2020-03-28,51187,Warren,"Lord Fairfax",2,0,0
2020-03-28,51191,Washington,"Mount Rogers",1,0,0
2020-03-28,51193,Westmoreland,"Three Rivers",0,0,0
2020-03-28,51195,Wise,Lenowisco,0,0,0
2020-03-28,51197,Wythe,"Mount Rogers",0,0,0
2020-03-28,51199,York,Peninsula,9,1,1
2020-03-28,51510,Alexandria,Alexandria,20,0,0
2020-03-28,51520,Bristol,"Mount Rogers",1,0,0
2020-03-28,51530,"Buena Vista City","Central Shenandoah",0,0,0
2020-03-28,51540,Charlottesville,"Thomas Jefferson",12,0,0
2020-03-28,51550,Chesapeake,Chesapeake,7,1,0
2020-03-28,51570,"Colonial Heights",Chesterfield,0,0,0
2020-03-28,51580,Covington,Alleghany,0,0,0
2020-03-28,51590,Danville,Pittsylvania-Danville,4,2,0
2020-03-28,51595,Emporia,Crater,0,0,0
2020-03-28,51600,"Fairfax City",Fairfax,0,0,0
2020-03-28,51610,"Falls Church",Fairfax,0,0,0
2020-03-28,51620,"Franklin City","Western Tidewater",0,0,0
2020-03-28,51630,Fredericksburg,Rappahannock,1,0,0
2020-03-28,51640,Galax,"Mount Rogers",1,1,0
2020-03-28,51650,Hampton,Hampton,7,0,0
2020-03-28,51660,Harrisonburg,"Central Shenandoah",5,0,0
2020-03-28,51670,Hopewell,Crater,1,0,0
2020-03-28,51678,Lexington,"Central Shenandoah",0,0,0
2020-03-28,51680,Lynchburg,"Central Virginia",2,1,0
2020-03-28,51683,"Manassas City","Prince William",4,0,0
2020-03-28,51685,"Manassas Park","Prince William",0,0,0
2020-03-28,51690,Martinsville,"West Piedmont",0,0,0
2020-03-28,51700,"Newport News",Peninsula,13,3,2
2020-03-28,51710,Norfolk,Norfolk,10,1,0
2020-03-28,51720,Norton,Lenowisco,0,0,0
2020-03-28,51730,Petersburg,Crater,0,0,0
2020-03-28,51735,Poquoson,Peninsula,2,0,0
2020-03-28,51740,Portsmouth,Portsmouth,4,1,0
2020-03-28,51750,Radford,"New River",1,0,0
2020-03-28,51760,"Richmond City",Richmond,20,2,0
2020-03-28,51770,"Roanoke City",Roanoke,0,0,0
2020-03-28,51775,Salem,Alleghany,0,0,0
2020-03-28,51790,Staunton,"Central Shenandoah",0,0,0
2020-03-28,51800,Suffolk,"Western Tidewater",1,0,0
2020-03-28,51810,"Virginia Beach","Virginia Beach",35,7,1
2020-03-28,51820,Waynesboro,"Central Shenandoah",0,0,0
2020-03-28,51830,Williamsburg,Peninsula,6,2,1
2020-03-28,51840,Winchester,"Lord Fairfax",0,0,0
2020-03-29,51001,Accomack,"Eastern Shore",3,0,0
2020-03-29,51003,Albemarle,"Thomas Jefferson",17,0,0
2020-03-29,51005,Alleghany,Alleghany,1,1,0
2020-03-29,51007,Amelia,Piedmont,1,1,0
2020-03-29,51009,Amherst,"Central Virginia",2,0,0
2020-03-29,51011,Appomattox,"Central Virginia",0,0,0
2020-03-29,51013,Arlington,Arlington,84,7,1
2020-03-29,51015,Augusta,"Central Shenandoah",0,0,0
2020-03-29,51017,Bath,"Central Shenandoah",0,0,0
2020-03-29,51019,Bedford,"Central Virginia",2,0,0
2020-03-29,51021,Bland,"Mount Rogers",0,0,0
2020-03-29,51023,Botetourt,Alleghany,2,1,1
2020-03-29,51025,Brunswick,Southside,0,0,0
2020-03-29,51027,Buchanan,"Cumberland Plateau",0,0,0
2020-03-29,51029,Buckingham,Piedmont,0,0,0
2020-03-29,51031,Campbell,"Central Virginia",0,0,0
2020-03-29,51033,Caroline,Rappahannock,0,0,0
2020-03-29,51035,Carroll,"Mount Rogers",0,0,0
2020-03-29,51036,"Charles City",Chickahominy,1,0,0
2020-03-29,51037,Charlotte,Piedmont,0,0,0
2020-03-29,51041,Chesterfield,Chesterfield,13,2,0
2020-03-29,51043,Clarke,"Lord Fairfax",0,0,0
2020-03-29,51045,Craig,Alleghany,0,0,0
2020-03-29,51047,Culpeper,"Rappahannock Rapidan",2,0,0
2020-03-29,51049,Cumberland,Piedmont,0,0,0
2020-03-29,51051,Dickenson,"Cumberland Plateau",0,0,0
2020-03-29,51053,Dinwiddie,Crater,0,0,0
2020-03-29,51057,Essex,"Three Rivers",0,0,0
2020-03-29,51059,Fairfax,Fairfax,187,15,2
2020-03-29,51061,Fauquier,"Rappahannock Rapidan",6,0,0
2020-03-29,51063,Floyd,"New River",0,0,0
2020-03-29,51065,Fluvanna,"Thomas Jefferson",3,0,0
2020-03-29,51067,"Franklin County","West Piedmont",5,0,0
2020-03-29,51069,Frederick,"Lord Fairfax",8,2,0
2020-03-29,51071,Giles,"New River",0,0,0
2020-03-29,51073,Gloucester,"Three Rivers",6,0,0
2020-03-29,51075,Goochland,Chickahominy,6,1,0
2020-03-29,51077,Grayson,"Mount Rogers",0,0,0
2020-03-29,51079,Greene,"Thomas Jefferson",1,0,0
2020-03-29,51081,Greensville,Crater,1,0,0
2020-03-29,51083,Halifax,Southside,1,0,0
2020-03-29,51085,Hanover,Chickahominy,4,1,0
2020-03-29,51087,Henrico,Henrico,40,8,5
2020-03-29,51089,Henry,"West Piedmont",0,0,0
2020-03-29,51091,Highland,"Central Shenandoah",0,0,0
2020-03-29,51093,"Isle of Wight","Western Tidewater",3,1,0
2020-03-29,51095,"James City",Peninsula,70,18,3
2020-03-29,51097,"King and Queen","Three Rivers",0,0,0
2020-03-29,51099,"King George",Rappahannock,2,0,0
2020-03-29,51101,"King William","Three Rivers",0,0,0
2020-03-29,51103,Lancaster,"Three Rivers",1,0,0
2020-03-29,51105,Lee,Lenowisco,2,0,0
2020-03-29,51107,Loudoun,Loudoun,61,7,2
2020-03-29,51109,Louisa,"Thomas Jefferson",7,0,0
2020-03-29,51111,Lunenburg,Piedmont,0,0,0
2020-03-29,51113,Madison,"Rappahannock Rapidan",3,0,0
2020-03-29,51115,Mathews,"Three Rivers",2,0,0
2020-03-29,51117,Mecklenburg,Southside,4,1,0
2020-03-29,51119,Middlesex,"Three Rivers",0,0,0
2020-03-29,51121,Montgomery,"New River",1,0,0
2020-03-29,51125,Nelson,"Thomas Jefferson",2,0,0
2020-03-29,51127,"New Kent",Chickahominy,1,0,0
2020-03-29,51131,Northampton,"Eastern Shore",1,0,0
2020-03-29,51133,Northumberland,"Three Rivers",2,0,0
2020-03-29,51135,Nottoway,Piedmont,1,0,0
2020-03-29,51137,Orange,"Rappahannock Rapidan",1,0,0
2020-03-29,51139,Page,"Lord Fairfax",0,0,0
2020-03-29,51141,Patrick,"West Piedmont",0,0,0
2020-03-29,51143,Pittsylvania,Pittsylvania-Danville,1,1,1
2020-03-29,51145,Powhatan,Chesterfield,1,0,0
2020-03-29,51147,"Prince Edward",Piedmont,2,0,0
2020-03-29,51149,"Prince George",Crater,4,1,0
2020-03-29,51153,"Prince William","Prince William",72,14,1
2020-03-29,51155,Pulaski,"New River",0,0,0
2020-03-29,51157,Rappahannock,"Rappahannock Rapidan",0,0,0
2020-03-29,51159,"Richmond County","Three Rivers",0,0,0
2020-03-29,51161,"Roanoke County",Alleghany,2,0,0
2020-03-29,51163,Rockbridge,"Central Shenandoah",2,0,0
2020-03-29,51165,Rockingham,"Central Shenandoah",4,0,0
2020-03-29,51167,Russell,"Cumberland Plateau",0,0,0
2020-03-29,51169,Scott,Lenowisco,0,0,0
2020-03-29,51171,Shenandoah,"Lord Fairfax",4,1,0
2020-03-29,51173,Smyth,"Mount Rogers",0,0,0
2020-03-29,51175,Southampton,"Western Tidewater",1,1,1
2020-03-29,51177,Spotsylvania,Rappahannock,5,2,0
2020-03-29,51179,Stafford,Rappahannock,13,1,0
2020-03-29,51181,Surry,Crater,0,0,0
2020-03-29,51183,Sussex,Crater,0,0,0
2020-03-29,51185,Tazewell,"Cumberland Plateau",1,0,0
2020-03-29,51187,Warren,"Lord Fairfax",2,0,0
2020-03-29,51191,Washington,"Mount Rogers",2,1,0
2020-03-29,51193,Westmoreland,"Three Rivers",0,0,0
2020-03-29,51195,Wise,Lenowisco,0,0,0
2020-03-29,51197,Wythe,"Mount Rogers",1,0,0
2020-03-29,51199,York,Peninsula,9,1,1
2020-03-29,51510,Alexandria,Alexandria,25,1,0
2020-03-29,51520,Bristol,"Mount Rogers",1,0,0
2020-03-29,51530,"Buena Vista City","Central Shenandoah",0,0,0
2020-03-29,51540,Charlottesville,"Thomas Jefferson",12,0,0
2020-03-29,51550,Chesapeake,Chesapeake,15,2,0
2020-03-29,51570,"Colonial Heights",Chesterfield,0,0,0
2020-03-29,51580,Covington,Alleghany,0,0,0
2020-03-29,51590,Danville,Pittsylvania-Danville,4,2,0
2020-03-29,51595,Emporia,Crater,0,0,0
2020-03-29,51600,"Fairfax City",Fairfax,1,0,0
2020-03-29,51610,"Falls Church",Fairfax,0,0,0
2020-03-29,51620,"Franklin City","Western Tidewater",0,0,0
2020-03-29,51630,Fredericksburg,Rappahannock,1,0,0
2020-03-29,51640,Galax,"Mount Rogers",1,1,0
2020-03-29,51650,Hampton,Hampton,7,0,0
2020-03-29,51660,Harrisonburg,"Central Shenandoah",5,0,0
2020-03-29,51670,Hopewell,Crater,1,0,0
2020-03-29,51678,Lexington,"Central Shenandoah",0,0,0
2020-03-29,51680,Lynchburg,"Central Virginia",3,1,0
2020-03-29,51683,"Manassas City","Prince William",5,0,0
2020-03-29,51685,"Manassas Park","Prince William",1,0,0
2020-03-29,51690,Martinsville,"West Piedmont",0,0,0
2020-03-29,51700,"Newport News",Peninsula,17,3,2
2020-03-29,51710,Norfolk,Norfolk,14,1,0
2020-03-29,51720,Norton,Lenowisco,0,0,0
2020-03-29,51730,Petersburg,Crater,0,0,0
2020-03-29,51735,Poquoson,Peninsula,2,0,0
2020-03-29,51740,Portsmouth,Portsmouth,4,1,0
2020-03-29,51750,Radford,"New River",1,0,0
2020-03-29,51760,"Richmond City",Richmond,25,2,0
2020-03-29,51770,"Roanoke City",Roanoke,1,0,0
2020-03-29,51775,Salem,Alleghany,0,0,0
2020-03-29,51790,Staunton,"Central Shenandoah",0,0,0
2020-03-29,51800,Suffolk,"Western Tidewater",1,0,0
2020-03-29,51810,"Virginia Beach","Virginia Beach",49,7,1
2020-03-29,51820,Waynesboro,"Central Shenandoah",0,0,0
2020-03-29,51830,Williamsburg,Peninsula,7,2,1
2020-03-29,51840,Winchester,"Lord Fairfax",1,0,0
2020-03-30,51001,Accomack,"Eastern Shore",6,3,0
2020-03-30,51003,Albemarle,"Thomas Jefferson",19,0,0
2020-03-30,51005,Alleghany,Alleghany,1,1,0
2020-03-30,51007,Amelia,Piedmont,1,1,0
2020-03-30,51009,Amherst,"Central Virginia",3,0,0
2020-03-30,51011,Appomattox,"Central Virginia",0,0,0
2020-03-30,51013,Arlington,Arlington,86,8,1
