Report Date,Date VDH Notified,Status,Locality,FIPS,Facility,Facility Type,Cases,Deaths,Active
2020-12-25,2020-07-06,Outbreak Pending Closure,Greene,51079,Grace Health and Rehab of Greene County,Nursing Home,7,0,0
2020-12-25,2020-10-07,Outbreak Pending Closure,Louisa,51109,Louisa Health & Rehabilitation Center,Nursing Home,32,*,0
2020-12-25,2020-12-02,Outbreak in Progress,Essex,51057,Carrington Place at Tappahannock,Nursing Home,*,0,1
2020-12-25,2020-11-23,Outbreak in Progress,Gloucester,51073,Walter Reed Convalescent and Rehabilitation Center,Nursing Home,75,5,1
2020-12-25,2020-08-14,Outbreak Closed,Gloucester,51073,Walter Reed Convalescent and Rehabilitation Center,Nursing Home,*,0,0
2020-12-25,2020-09-01,Outbreak Closed,King William,51101,Riverside Rehabilitation Center - West Point,Nursing Home,*,0,0
2020-12-25,2020-11-10,Outbreak Closed,Lancaster,51103,Rappahannock General Hospital,Behavioral Health_Inpatient or Outpatient Medical,5,*,0
2020-12-25,2020-07-17,Outbreak Pending Closure,Lancaster,51103,Rappahannock Westminster-Canterbury,Nursing Home,28,0,0
2020-12-25,2020-12-13,Outbreak in Progress,Mathews,51115,Riverside Convalescent Center - Mathews,Nursing Home,57,0,1
2020-12-25,2020-07-31,Outbreak Closed,Middlesex,51119,Dockside Health & Rehab Center,Nursing Home,77,12,0
2020-12-25,2020-11-22,Outbreak in Progress,Richmond County,51159,Commonwealth Senior Living - Farnham,Assisted Living,47,*,1
2020-12-25,2020-04-17,Outbreak Closed,Richmond County,51159,The Orchard Healthy Living Community,Multicare,15,*,0
2020-12-25,2020-12-07,Outbreak in Progress,Westmoreland,51193,Washington & Lee High School,K-12,*,0,1
2020-12-25,2020-08-17,Outbreak Closed,Westmoreland,51193,Westmoreland Rehabilitation & Healthcare Center,Nursing Home,*,0,0
2020-12-25,2020-11-23,Outbreak in Progress,Westmoreland,51193,Westmoreland Rehabilitation & Healthcare Center,Nursing Home,106,*,1
2020-12-25,2020-08-11,Outbreak Closed,Virginia Beach,51810,Accordius Health - Bay Pointe,Nursing Home,*,*,0
2020-12-25,2020-04-29,Outbreak Closed,Virginia Beach,51810,Accordius Health at River Pointe,Nursing Home,43,7,0
2020-12-25,2020-08-08,Outbreak Closed,Virginia Beach,51810,Atria Senior Living - Virginia Beach,Assisted Living,*,*,0
2020-12-25,2020-12-17,Outbreak in Progress,Virginia Beach,51810,Atria Senior Living,Assisted Living,11,0,1
2020-12-25,2020-05-15,Outbreak Closed,Virginia Beach,51810,Bay Lake Retirement and Assisted Living Community,Assisted Living,*,0,0
2020-12-25,2020-07-27,Outbreak Closed,Virginia Beach,51810,Bay Lake Retirement and Assisted Living Community,Assisted Living,7,0,0
2020-12-25,2020-04-23,Outbreak Closed,Virginia Beach,51810,Beth Sholom Senior Living - Eastern Virginia,Nursing Home,9,0,0
2020-12-25,2020-12-17,Outbreak in Progress,Virginia Beach,51810,Bickford Senior Living,Assisted Living,*,0,1
2020-12-25,2020-12-08,Outbreak in Progress,Virginia Beach,51810,Brilliant Beginnings Learning Center,Daycare / Pre-K,7,0,1
2020-12-25,2020-09-05,Outbreak Pending Closure,Virginia Beach,51810,Brookdale Senior Living - Virginia Beach,Assisted Living,*,0,0
2020-12-25,2020-11-02,Outbreak Pending Closure,Virginia Beach,51810,Childtime Learning Center - Virginia Beach,Daycare / Pre-K,*,0,0
2020-12-25,2020-07-04,Outbreak Closed,Virginia Beach,51810,Frank W. Cox High School,K-12,*,0,0
2020-12-25,2020-03-31,Outbreak Pending Closure,Virginia Beach,51810,Harbour Way Assisted Living at Atlantic Shores,Assisted Living,37,5,0
2020-12-25,2020-07-09,Outbreak Closed,Virginia Beach,51810,Heritage Hall - Virginia Beach,Nursing Home,20,*,0
2020-12-25,2020-08-06,Outbreak Closed,Virginia Beach,51810,Kempsville Health & Rehab Center,Nursing Home,5,*,0
2020-12-25,2020-12-02,Outbreak Pending Closure,Virginia Beach,51810,Kindercare - Kempsville,Daycare / Pre-K,5,0,0
2020-12-25,2020-05-30,Outbreak Closed,Virginia Beach,51810,Commonwealth Senior Living at King's Grant House,Assisted Living,25,7,0
2020-12-25,2020-06-04,Outbreak Closed,Virginia Beach,51810,Marian Manor Assisted Living,Assisted Living,*,0,0
2020-12-25,2020-11-06,Outbreak Pending Closure,Virginia Beach,51810,OakTree Academy,K-12,*,0,0
2020-12-25,2020-04-11,Outbreak Closed,Virginia Beach,51810,Our Lady of Perpetual Help,Multicare,35,7,0
2020-12-25,2020-12-02,Outbreak Pending Closure,Virginia Beach,51810,Our Lady of Perpetual Help,Multicare,*,0,0
2020-12-25,2020-12-10,Outbreak in Progress,Virginia Beach,51810,Princess Anne Health & Rehabilitation Center,Nursing Home,20,0,1
2020-12-25,2020-05-01,Outbreak Pending Closure,Virginia Beach,51810,Sentara Nursing and Rehabilitation Center - Virginia Beach,Nursing Home,60,6,0
2020-12-25,2020-06-15,Outbreak Closed,Virginia Beach,51810,The Citadel Virginia Beach,Nursing Home,*,0,0
2020-12-25,2020-08-03,Outbreak Closed,Virginia Beach,51810,The Memory Care,Assisted Living,*,0,0
2020-12-25,2020-12-04,Outbreak in Progress,Virginia Beach,51810,The Memory Center Virginia Beach,Assisted Living,13,*,1
2020-12-25,2020-09-15,Outbreak Pending Closure,Virginia Beach,51810,The Waterford at Virginia Beach,Assisted Living,12,0,0
2020-12-25,2020-07-21,Outbreak Closed,Virginia Beach,51810,Virginia Beach Healthcare & Rehabilitation Center,Nursing Home,60,6,0
2020-12-25,2020-12-18,Outbreak in Progress,Virginia Beach,51810,Westminster-Canterbury on Chesapeake Bay,Assisted Living,*,0,1
2020-12-25,2020-11-13,Outbreak Pending Closure,Franklin County,51067,Burnt Chimney Elementary School,K-12,*,0,0
2020-12-25,2020-11-12,Outbreak in Progress,Franklin County,51067,Franklin County High School,K-12,7,0,1
2020-12-25,2020-10-19,Outbreak Pending Closure,Franklin County,51067,Franklin Health & Rehabilitation Center,Nursing Home,9,*,0
2020-12-25,2020-11-04,Outbreak Pending Closure,Franklin County,51067,Rocky Mount Elementary School,K-12,*,0,0
2020-12-25,2020-12-10,Outbreak in Progress,Henry,51089,Harmony Hall Assisted Living,Assisted Living,6,*,1
2020-12-25,2020-09-01,Outbreak Closed,Henry,51089,Martinsville Health and Rehab,Nursing Home,74,9,0
2020-12-25,2020-10-09,Outbreak Closed,Henry,51089,Meadow View Elementary School,K-12,*,0,0
2020-12-25,2020-07-15,Outbreak Closed,Henry,51089,Stanleytown Health & Rehabilitation Center,Nursing Home,77,15,0
2020-12-25,2020-10-29,Outbreak Closed,Henry,51089,Victory Baptist Church Child Day Center,K-12,6,0,0
2020-12-25,2020-06-20,Outbreak Closed,Martinsville,51690,King's Grant Retirement Community,Nursing Home,5,0,0
2020-12-25,2020-12-09,Outbreak in Progress,Martinsville,51690,Martinsville Health and Rehab,Nursing Home,5,*,1
2020-12-25,2020-05-18,Outbreak Pending Closure,Martinsville,51690,Mulberry Creek Nursing & Rehabilitation Center,Nursing Home,32,*,0
2020-12-25,2020-11-09,Outbreak Pending Closure,Martinsville,51690,Patrick Henry Elementary School,K-12,*,0,0
2020-12-25,2020-07-23,Outbreak Closed,Patrick,51141,Blue Ridge Nursing Therapy Connection,Nursing Home,175,27,0
2020-12-25,2020-10-04,Outbreak Pending Closure,Patrick,51141,Blue Ridge Nursing Center,Nursing Home,25,0,0
2020-12-25,2020-10-02,Outbreak Pending Closure,Franklin City,51620,East Pavilion at Southampton Memorial Hospital,Nursing Home,35,*,0
2020-12-25,2020-06-23,Outbreak Closed,Franklin City,51620,The Village at Woods Edge,Assisted Living,9,*,0
2020-12-25,2020-03-31,Outbreak Closed,Isle of Wight,51093,Consulate Health Care of Windsor,Nursing Home,56,9,0
2020-12-25,2020-12-14,Outbreak in Progress,Isle of Wight,51093,Consulate Health Care of Winsdor,Nursing Home,*,0,1
2020-12-25,2020-04-15,Outbreak Closed,Southampton,51175,Accordius Health at Courtland,Nursing Home,49,9,0
2020-12-25,2020-04-08,Outbreak Closed,Suffolk,51800,Autumn Care of Mechanicsville,Nursing Home,72,16,0
2020-12-25,2020-10-09,Outbreak Pending Closure,Suffolk,51800,Bickford of Chesterfield,Assisted Living,*,0,0
2020-12-25,2020-04-09,Outbreak Closed,Suffolk,51800,Bon Secours Maryview Nursing Care Center,Nursing Home,96,14,0
2020-12-25,2020-07-12,Outbreak Closed,Suffolk,51800,Harmony at Harbour View,Multicare,22,*,0
2020-12-25,2020-04-15,Outbreak Closed,Suffolk,51800,Concordia Transitional Care and Rehab - Nansemond Pointe,Nursing Home,15,6,0
2021-01-01,2020-04-03,Outbreak Closed,Alexandria,51510,Envoy of Alexandria,Nursing Home,73,15,0
2021-01-01,2020-11-19,Outbreak in Progress,Alexandria,51510,Envoy of Alexandria,Nursing Home,26,*,1
2021-01-01,2020-10-01,Outbreak Closed,Alexandria,51510,Episcopal High School,K-12,*,0,0
2021-01-01,2020-06-30,Outbreak Pending Closure,Alexandria,51510,Goodwin House - Alexandria,Assisted Living,21,*,0
2021-01-01,2020-12-11,Outbreak in Progress,Alexandria,51510,Goodwin House - Alexandria,Assisted Living,10,0,1
2021-01-01,2020-04-16,Outbreak Closed,Alexandria,51510,Hermitage - Northern Virginia,Multicare,30,6,0
2021-01-01,2020-12-11,Outbreak in Progress,Alexandria,51510,Hermitage - Northern Virginia,Multicare,6,0,1
2021-01-01,2020-11-24,Outbreak Closed,Alexandria,51510,Madison Day School,Daycare / Pre-K,*,0,0
2021-01-01,2020-04-11,Outbreak Closed,Alexandria,51510,Silverado Memory Care Community - Alexandria,Assisted Living,32,10,0
2021-01-01,2020-12-11,Outbreak in Progress,Alexandria,51510,Silverado,Assisted Living,*,0,1
2021-01-01,2020-04-30,Outbreak Closed,Alexandria,51510,Sunrise Senior Living - Alexandria,Assisted Living,26,5,0
2021-01-01,2020-11-19,Outbreak in Progress,Alexandria,51510,Sunrise Senior Living - Alexandria,Assisted Living,10,*,1
2021-01-01,2020-04-24,Outbreak Closed,Alexandria,51510,The Fountains at Washington House,Multicare,32,*,0
2021-01-01,2020-10-08,Outbreak Pending Closure,Alexandria,51510,The Fountains at Washington House,Multicare,*,0,0
2021-01-01,2020-04-17,Outbreak Closed,Alexandria,51510,Woodbine Rehabilitation and Healthcare Center,Nursing Home,65,7,0
2021-01-01,2020-11-19,Outbreak in Progress,Alexandria,51510,Woodbine Rehabilitation & Healthcare Center,Nursing Home,10,0,1
2021-01-01,2020-10-29,Outbreak Pending Closure,Alleghany,51005,Alleghany Health and Rehab,Multicare,6,0,0
2021-01-01,2020-10-27,Outbreak Closed,Alleghany,51005,The Woodlands Health & Rehab Center,Nursing Home,80,17,0
2021-01-01,2020-06-24,Outbreak Closed,Botetourt,51023,Carrington Place Health & Rehab Center - Botetourt,Nursing Home,24,6,0
2021-01-01,2020-10-23,Outbreak Closed,Botetourt,51023,Carrington Place Health & Rehab Center - Botetourt,Nursing Home,43,*,0
2021-01-01,2020-12-08,Outbreak Pending Closure,Botetourt,51023,James River High School,K-12,*,0,0
2021-01-01,2020-08-25,Outbreak Closed,Botetourt,51023,The Glebe,Multicare,7,0,0
2021-01-01,2020-09-05,Outbreak Pending Closure,Roanoke County,51161,Berkshire Health & Rehabilitation Center,Nursing Home,24,*,0
2021-01-01,2020-10-23,Outbreak in Progress,Roanoke County,51161,Catawba Hospital,Medical Facility,6,0,1
2021-01-01,2020-06-24,Outbreak Closed,Roanoke County,51161,Friendship Health and Rehabilitation Center,Nursing Home,14,*,0
2021-01-01,2020-09-27,Outbreak in Progress,Roanoke County,51161,Friendship Health & Rehab Center North,Multicare,163,12,1
2021-01-01,2020-09-27,Outbreak Pending Closure,Roanoke County,51161,Friendship Health & Rehab Center South,Multicare,50,*,0
2021-01-01,2020-10-23,Outbreak Closed,Roanoke County,51161,North Cross School,K-12,*,0,0
2021-01-01,2020-10-23,Outbreak Pending Closure,Roanoke County,51161,Salem Health & Rehabilitation Center,Nursing Home,30,*,0
2021-01-01,2020-04-24,Outbreak Closed,Salem,51775,Brookdale Senior Living - Salem,Assisted Living,21,*,0
2021-01-01,2020-10-23,Outbreak Pending Closure,Salem,51775,"Key Living Options, Inc",Group Home,10,0,0
2021-01-01,2020-11-10,Outbreak Pending Closure,Salem,51775,LewisGale Medical Center,Behavioral Health_Inpatient or Outpatient Medical,9,0,0
2021-01-01,2020-04-24,Outbreak Closed,Salem,51775,Richfield Living,Nursing Home,12,*,0
2021-01-01,2020-08-06,Outbreak Closed,Salem,51775,Richfield Living,Nursing Home,*,0,0
2021-01-01,2020-10-10,Outbreak in Progress,Salem,51775,Richfield Living,Nursing Home,197,10,1
2021-01-01,2020-10-10,Outbreak Closed,Salem,51775,Salem Terrace at Harrogate,Multicare,*,0,0
2021-01-01,2020-08-17,Outbreak Closed,Salem,51775,Snyder Nursing Home,Nursing Home,*,0,0
2021-01-01,2020-10-23,Outbreak Pending Closure,Salem,51775,Snyder Nursing Home,Nursing Home,41,*,0
2021-01-01,2020-03-28,Outbreak Closed,Arlington,51013,Brookdale Senior Living - Arlington,Multicare,49,10,0
2021-01-01,2020-04-09,Outbreak Closed,Arlington,51013,Cherrydale Health & Rehabilitation Center,Multicare,144,28,0
2021-01-01,2020-10-22,Outbreak in Progress,Arlington,51013,Cherrydale Health & Rehabilitation Center,Multicare,9,0,1
2021-01-01,2020-06-05,Outbreak Closed,Arlington,51013,Culpepper Garden,Assisted Living,*,0,0
2021-01-01,2020-12-04,Outbreak in Progress,Arlington,51013,Culpepper Garden,Assisted Living,24,*,1
2021-01-01,2020-04-08,Outbreak Closed,Arlington,51013,ManorCare Health Services - Arlington,Nursing Home,87,19,0
2021-01-01,2020-10-23,Outbreak in Progress,Arlington,51013,ManorCare Health Services - Arlington,Nursing Home,14,*,1
2021-01-01,2020-12-16,Outbreak in Progress,Arlington,51013,Mary Marshall Assisted Living Residence,Assisted Living,6,*,1
2021-01-01,2020-04-08,Outbreak Closed,Arlington,51013,Regency Care of Arlington,Nursing Home,144,29,0
2021-01-01,2020-11-10,Outbreak in Progress,Arlington,51013,Regency Care of Arlington,Nursing Home,10,*,1
2021-01-01,2020-05-15,Outbreak Closed,Arlington,51013,Sunrise Senior Living - Bluemont Park,Assisted Living,18,*,0
2021-01-01,2020-08-19,Outbreak Closed,Arlington,51013,Sunrise Senior Living - Bluemont Park,Assisted Living,39,6,0
2021-01-01,2020-11-23,Outbreak Pending Closure,Arlington,51013,Sunrise Senior Living - Bluemont Park,Assisted Living,15,*,0
2021-01-01,2020-05-19,Outbreak Closed,Arlington,51013,Sunrise Senior Living - Arlington,Assisted Living,23,*,0
2021-01-01,2020-08-05,Outbreak Closed,Arlington,51013,Sunrise Senior Living - Arlington,Assisted Living,*,0,0
2021-01-01,2020-11-04,Outbreak in Progress,Arlington,51013,Sunrise Senior Living - Arlington,Assisted Living,13,0,1
2021-01-01,2020-04-04,Outbreak Closed,Arlington,51013,The Jefferson,Multicare,35,9,0
2021-01-01,2020-11-21,Outbreak in Progress,Arlington,51013,The Jefferson,Multicare,16,*,1
2021-01-01,2020-12-18,Outbreak in Progress,Arlington,51013,The Merit School,Daycare / Pre-K,19,0,1
2021-01-01,2020-11-16,Outbreak in Progress,Augusta,51015,Augusta Health,Medical Facility,37,*,1
2021-01-01,2020-05-06,Outbreak Closed,Augusta,51015,Golden Gardens Residential Living,Assisted Living,*,0,0
2021-01-01,2020-12-18,Outbreak in Progress,Augusta,51015,Shenandoah Nursing & Rehab Center,Nursing Home,8,0,1
2021-01-01,2020-12-19,Outbreak in Progress,Augusta,51015,Stuarts Draft Retirement Community,Assisted Living,*,0,1
2021-01-01,2020-12-03,Outbreak Pending Closure,Buena Vista City,51530,Shenandoah Valley Health and Rehab - Buena Vista,Multicare,41,*,0
2021-01-01,2020-04-08,Outbreak in Progress,Harrisonburg,51660,Accordius Health at Harrisonburg,Nursing Home,116,25,1
2021-01-01,2020-05-27,Outbreak Pending Closure,Harrisonburg,51660,Harrisonburg Health & Rehabilitation Center,Nursing Home,102,5,0
2021-01-01,2020-12-12,Outbreak in Progress,Lexington,51678,Heritage Hall - Lexington,Nursing Home,33,0,1
2021-01-01,2020-12-13,Outbreak in Progress,Rockbridge,51163,Havenwood Assisted Living,Assisted Living,9,0,1
2021-01-01,2020-12-12,Outbreak in Progress,Rockbridge,51163,Kendal at Lexington,Nursing Home,24,0,1
2021-01-01,2020-11-14,Outbreak in Progress,Rockbridge,51163,Manor of Natural Bridge,Assisted Living,42,*,1
2021-01-01,2020-10-01,Outbreak in Progress,Rockingham,51165,Bridgewater Retirement Community,Nursing Home,29,*,1
2021-01-01,2020-06-02,Outbreak in Progress,Rockingham,51165,Sunnyside Communities,Nursing Home,21,*,1
2021-01-01,2020-12-19,Outbreak in Progress,Rockingham,51165,Sunnyside Retirement Community,Nursing Home,15,*,1
2021-01-01,2020-10-25,Outbreak Pending Closure,Rockingham,51165,Willow Estates Retirement Inc,Assisted Living,52,5,0
2021-01-01,2020-08-10,Outbreak in Progress,Staunton,51790,Envoy of Staunton,Nursing Home,79,6,1
2021-01-01,2020-09-17,Outbreak Pending Closure,Staunton,51790,Grace Christian School,K-12,19,0,0
2021-01-01,2020-10-09,Outbreak in Progress,Staunton,51790,King's Daughters Community Health and Rehabilitation Center,Nursing Home,114,13,1
2021-01-01,2020-05-13,Outbreak Pending Closure,Staunton,51790,Ritenour Rest Home,Assisted Living,25,0,0
2021-01-01,2020-10-07,Outbreak Pending Closure,Waynesboro,51820,Accordius Health at Waynesboro,Nursing Home,13,0,0
2021-01-01,2020-12-12,Outbreak in Progress,Waynesboro,51820,Accordius Health - Waynesboro,Nursing Home,48,0,1
2021-01-01,2020-11-19,Outbreak Pending Closure,Waynesboro,51820,Community Living Services,Group Home,31,0,0
2021-01-01,2020-07-29,Outbreak Pending Closure,Amherst,51009,Fairmont Crossing Health & Rehabilitation Center,Nursing Home,14,*,0
2021-01-01,2020-10-21,Outbreak Closed,Amherst,51009,Temple Christian School,K-12,16,0,0
2021-01-01,2020-07-29,Outbreak Closed,Appomattox,51011,Appomattox Health & Rehabilitation Center,Multicare,*,0,0
2021-01-01,2020-12-24,Outbreak in Progress,Appomattox,51011,Appomattox Health and Rehabilitation Center,Multicare,12,0,1
2021-01-01,2020-08-20,Outbreak Closed,Bedford,51019,Bedford County Nursing Home,Nursing Home,18,*,0
2021-01-01,2020-10-22,Outbreak Closed,Bedford,51019,Forest Middle School,K-12,7,0,0
2021-01-01,2020-05-27,Outbreak Closed,Bedford,51019,Oakwood Health & Rehabilitation Center,Multicare,11,*,0
2021-01-01,2020-09-24,Outbreak Closed,Bedford,51019,Stewartsville Elementary School,K-12,*,0,0
2021-01-01,2020-09-11,Outbreak Closed,Campbell,51031,Altavista Elementary School,K-12,*,0,0
2021-01-01,2020-11-24,Outbreak Closed,Campbell,51031,Heritage Hall - Brookneal,Nursing Home,*,*,0
2021-01-01,2020-11-10,Outbreak Closed,Lynchburg,51680,Bentley Commons at Lynchburg,Assisted Living,6,0,0
2021-01-01,2020-10-30,Outbreak Closed,Lynchburg,51680,Centra Lynchburg General Hospital,Medical Facility,8,*,0
2021-01-01,2020-06-23,Outbreak Closed,Lynchburg,51680,Guggenheimer Health & Rehabilitation Center,Nursing Home,5,0,0
2021-01-01,2020-09-04,Outbreak Closed,Lynchburg,51680,Heartland Health Care Center - Lynchburg,Multicare,8,*,0
2021-01-01,2020-12-08,Outbreak Pending Closure,Lynchburg,51680,Heartland Health Care Center - Lynchburg,Multicare,*,0,0
2021-01-01,2020-12-10,Outbreak in Progress,Lynchburg,51680,Heritage Green Assisted Living and Memory Care,Assisted Living,10,0,1
2021-01-01,2020-09-24,Outbreak Closed,Lynchburg,51680,Liberty Ridge Health & Rehabilitation Center,Multicare,5,0,0
2021-01-01,2020-07-04,Outbreak Pending Closure,Lynchburg,51680,Lynchburg Health & Rehabilitation Center,Nursing Home,21,*,0
2021-01-01,2020-09-22,Outbreak Closed,Lynchburg,51680,Rivermont School - Lynchburg South,K-12,11,0,0
2021-01-01,2020-11-17,Outbreak Pending Closure,Lynchburg,51680,Runk & Pratt Senior Living Communities,Assisted Living,11,*,0
2021-01-01,2020-11-17,Outbreak Pending Closure,Lynchburg,51680,Runk & Pratt Senior Living Communities,Multicare,14,*,0
2021-01-01,2020-09-22,Outbreak Closed,Lynchburg,51680,The Carrington House,Nursing Home,27,*,0
2021-01-01,2020-12-16,Outbreak in Progress,Lynchburg,51680,The Elms of Lynchburg,Assisted Living,*,0,1
2021-01-01,2020-10-20,Outbreak Closed,Lynchburg,51680,The Williams Home,Assisted Living,5,*,0
2021-01-01,2020-09-18,Outbreak Closed,Chesapeake,51550,Atlantic Shores Christian School,K-12,*,0,0
2021-01-01,2020-04-13,Outbreak Closed,Chesapeake,51550,Autumn Care of Chesapeake,Nursing Home,61,5,0
2021-01-01,2020-04-17,Outbreak Closed,Chesapeake,51550,Commonwealth Senior Living at Cedar Manor,Assisted Living,16,*,0
2021-01-01,2020-12-23,Outbreak in Progress,Chesapeake,51550,Cedar Road Elementary School,K-12,11,0,1
2021-01-01,2020-06-15,Outbreak Closed,Chesapeake,51550,Chesapeake Health & Rehabilitation Center,Nursing Home,13,*,0
2021-01-01,2020-07-22,Outbreak Pending Closure,Chesapeake,51550,Chesapeake Health & Rehabilitation Center,Nursing Home,20,*,0
2021-01-01,2020-09-18,Outbreak Pending Closure,Chesapeake,51550,Chesapeake Place,Assisted Living,12,*,0
2021-01-01,2020-07-21,Outbreak Pending Closure,Chesapeake,51550,Chesapeake Place,Assisted Living,8,0,0
2021-01-01,2020-12-16,Outbreak in Progress,Chesapeake,51550,Chesapeake Public Schools,K-12,*,0,1
2021-01-01,2020-11-25,Outbreak in Progress,Chesapeake,51550,Chesapeake Regional Medical Center,Medical Facility,9,0,1
2021-01-01,2020-07-16,Outbreak Closed,Chesapeake,51550,Commonwealth Memory Care at Chesapeake,Assisted Living,16,*,0
2021-01-01,2020-11-04,Outbreak Closed,Chesapeake,51550,Dominion Village at Chesapeake,Assisted Living,14,*,0
2021-01-01,2020-11-24,Outbreak Closed,Chesapeake,51550,Great Hope Baptist School,K-12,12,0,0
2021-01-01,2020-12-13,Outbreak in Progress,Chesapeake,51550,Greenbrier Primary School,Daycare / Pre-K,*,0,1
2021-01-01,2020-06-09,Outbreak Closed,Chesapeake,51550,Greenbrier Regional Medical Center,Nursing Home,51,9,0
2021-01-01,2020-04-29,Outbreak Closed,Chesapeake,51550,Harmony at Oakbrooke,Assisted Living,11,*,0
2021-01-01,2020-12-15,Outbreak in Progress,Chesapeake,51550,La Petite Academy of Chesapeake,Daycare / Pre-K,*,0,1
2021-01-01,2020-04-23,Outbreak Closed,Chesapeake,51550,Sentara Nursing Center - Chesapeake,Nursing Home,*,0,0
2021-01-01,2020-04-05,Outbreak Closed,Chesapeake,51550,Oak Grove Health & Rehab,Nursing Home,5,0,0
2021-01-01,2020-12-09,Outbreak in Progress,Chesapeake,51550,Oak Grove Health & Rehab,Nursing Home,10,0,1
2021-01-01,2020-07-24,Outbreak Pending Closure,Chesapeake,51550,Sentara Nursing Center - Chesapeake,Nursing Home,6,*,0
2021-01-01,2020-08-11,Outbreak Pending Closure,Chesapeake,51550,Sentara Nursing Center - Chesapeake,Nursing Home,6,*,0
2021-01-01,2020-08-16,Outbreak Closed,Chesapeake,51550,Plan Bee Academy,K-12,*,0,0
2021-01-01,2020-09-18,Outbreak Closed,Chesapeake,51550,StoneBridge School,K-12,10,0,0
2021-01-01,2020-06-15,Outbreak Closed,Chesapeake,51550,Virginia Home for Adults,Assisted Living,6,0,0
2021-01-01,2020-08-11,Outbreak Closed,Chesapeake,51550,Virginia Home for Adults,Assisted Living,13,0,0
2021-01-01,2020-11-04,Outbreak Pending Closure,Chesterfield,51041,Al Madina School of Richmond,K-12,6,0,0
2021-01-01,2020-11-27,Outbreak Pending Closure,Chesterfield,51041,Auburn Hill Senior Living,Assisted Living,9,*,0
2021-01-01,2020-10-30,Outbreak Pending Closure,Chesterfield,51041,Bickford of Chesterfield,Assisted Living,5,0,0
2021-01-01,2020-10-21,Outbreak Pending Closure,Chesterfield,51041,Bon Air Elementary School,K-12,*,0,0
2021-01-01,2020-04-30,Outbreak Closed,Chesterfield,51041,Brandermill Woods,Multicare,42,7,0
2021-01-01,2020-09-22,Outbreak Closed,Chesterfield,51041,Clover Hill Elementary School,K-12,*,0,0
2021-01-01,2020-06-24,Outbreak Closed,Chesterfield,51041,Elmcroft of Chesterfield,Assisted Living,*,0,0
2021-01-01,2020-11-27,Outbreak Pending Closure,Chesterfield,51041,Elmcroft of Chesterfield,Assisted Living,8,0,0
2021-01-01,2020-12-01,Outbreak Pending Closure,Chesterfield,51041,Johnston-Willis Hospital,Medical Facility,6,0,0
2021-01-01,2020-12-06,Outbreak in Progress,Chesterfield,51041,Johnston-Willis Hospital,Medical Facility,7,0,1
2021-01-01,2020-04-12,Outbreak Closed,Chesterfield,51041,The Laurels of Bon Air,Nursing Home,12,5,0
2021-01-01,2020-11-11,Outbreak Pending Closure,Chesterfield,51041,The Laurels of Bon Air,Nursing Home,101,6,0
2021-01-01,2020-05-27,Outbreak Closed,Chesterfield,51041,The Laurels of Willow Creek,Nursing Home,29,8,0
2021-01-01,2020-09-13,Outbreak Closed,Chesterfield,51041,The Laurels of Willow Creek,Nursing Home,*,0,0
2021-01-01,2020-11-11,Outbreak in Progress,Chesterfield,51041,The Laurels of Willow Creek,Nursing Home,37,*,1
2021-01-01,2020-04-03,Outbreak Closed,Chesterfield,51041,Lucy Corr,Assisted Living,*,0,0
2021-01-01,2020-12-09,Outbreak Pending Closure,Chesterfield,51041,Lucy Corr,Assisted Living,5,0,0
2021-01-01,2020-11-27,Outbreak Pending Closure,Chesterfield,51041,Magnolias of Chesterfield,Assisted Living,*,0,0
2021-01-01,2020-04-14,Outbreak Closed,Chesterfield,51041,Morningside of Bellgrade,Assisted Living,51,12,0
2021-01-01,2020-11-27,Outbreak Pending Closure,Chesterfield,51041,Morningside of Bellgrade,Assisted Living,452,0,0
2021-01-01,2020-11-13,Outbreak Pending Closure,Chesterfield,51041,O.B. Gates Elementary School,K-12,*,0,0
2021-01-01,2020-10-30,Outbreak Pending Closure,Chesterfield,51041,Providence Middle School,K-12,*,0,0
2021-01-01,2020-09-04,Outbreak Closed,Chesterfield,51041,Richmond Christian School,K-12,19,0,0
2021-01-01,2020-12-16,Outbreak Pending Closure,Chesterfield,51041,Richmond Christian School,K-12,5,0,0
2021-01-01,2020-10-16,Outbreak Pending Closure,Chesterfield,51041,Spring Arbor Cottage of Salisbury,Assisted Living,14,0,0
2021-01-01,2020-04-02,Outbreak Closed,Chesterfield,51041,Spring Arbor Cottage of Salisbury,Assisted Living,37,7,0
2021-01-01,2020-11-04,Outbreak Pending Closure,Chesterfield,51041,Sunrise Senior Living - Bon Air,Assisted Living,41,7,0
2021-01-01,2020-07-22,Outbreak Closed,Chesterfield,51041,The Crossings at Bon Air,Assisted Living,*,0,0
2021-01-01,2020-12-10,Outbreak Pending Closure,Chesterfield,51041,The Crossings at Bon Air,Assisted Living,*,0,0
2021-01-01,2020-08-05,Outbreak Closed,Chesterfield,51041,The Memory Center Richmond,Assisted Living,*,0,0
2021-01-01,2020-08-05,Outbreak Closed,Chesterfield,51041,Tyler's Retreat at Iron Bridge,Nursing Home,*,0,0
2021-01-01,2020-10-01,Outbreak Pending Closure,Chesterfield,51041,Tyler's Retreat at Iron Bridge,Nursing Home,101,19,0
2021-01-01,2020-04-07,Outbreak Closed,Colonial Heights,51570,Colonial Heights Rehabilitation and Nursing Center,Nursing Home,59,17,0
