"Administration Date",FIPS,Locality,"Health District","Facility Type","Vaccine Manufacturer","Dose Number","Vaccine Doses Administered Count"
01/26/2021,51005,Alleghany,Alleghany,"Federal LTCF Program",Pfizer,1,2
01/03/2021,51009,Amherst,"Central Virginia","Other Community Health Providers",Moderna,1,1
01/05/2021,51047,Culpeper,"Rappahannock Rapidan","Local Health Departments",Moderna,1,52
02/16/2021,51550,Chesapeake,Chesapeake,Hospitals,Pfizer,1,2
02/03/2021,51153,"Prince William","Prince William","Other Community Health Providers",Moderna,2,9
01/28/2021,51620,"Franklin City","Western Tidewater","Medical Practices",Pfizer,1,5
02/05/2021,51053,Dinwiddie,Crater,Hospitals,Pfizer,2,1
02/09/2021,51630,Fredericksburg,Rappahannock,"Other Community Health Providers",Pfizer,1,1
02/09/2021,51750,Radford,"New River",Pharmacies,Moderna,2,10
02/02/2021,51169,Scott,Lenowisco,Pharmacies,Moderna,1,15
01/13/2021,51087,Henrico,Henrico,"Medical Practices",Moderna,1,32
02/13/2021,51710,Norfolk,Norfolk,"Local Health Departments",Moderna,1,15
02/05/2021,51630,Fredericksburg,Rappahannock,"Local Health Departments",Pfizer,1,1
01/13/2021,51099,"King George",Rappahannock,"Other Community Health Providers",Moderna,1,3
12/20/2020,51630,Fredericksburg,Rappahannock,Hospitals,Pfizer,1,3
01/08/2021,51127,"New Kent",Chickahominy,Hospitals,Moderna,1,2
01/06/2021,51145,Powhatan,Chesterfield,Hospitals,Moderna,1,1
02/03/2021,51187,Warren,"Lord Fairfax",Pharmacies,Moderna,1,12
01/25/2021,51049,Cumberland,Piedmont,Pharmacies,Moderna,1,1
01/14/2021,51790,Staunton,"Central Shenandoah","Other Community Health Providers",Moderna,1,5
02/06/2021,51067,"Franklin County","West Piedmont","Federal LTCF Program",Pfizer,2,3
01/18/2021,51031,Campbell,"Central Virginia","Federal LTCF Program",Pfizer,1,6
01/20/2021,51143,Pittsylvania,Pittsylvania-Danville,Hospitals,Pfizer,1,7
01/26/2021,51036,"Charles City",Chickahominy,"Local Health Departments",Moderna,1,1
02/01/2021,51820,Waynesboro,"Central Shenandoah","Medical Practices",Pfizer,2,1
02/11/2021,51810,"Virginia Beach","Virginia Beach","Medical Practices",Pfizer,2,31
01/27/2021,51075,Goochland,Chickahominy,"Local Health Departments",Moderna,1,6
01/20/2021,51121,Montgomery,"New River",Hospitals,Pfizer,2,9
01/03/2021,51171,Shenandoah,"Lord Fairfax","Federal LTCF Program",Pfizer,1,6
02/16/2021,51001,Accomack,"Eastern Shore","Medical Practices",Pfizer,1,31
01/29/2021,51035,Carroll,"Mount Rogers","Federal LTCF Program",Pfizer,1,2
12/28/2020,51800,Suffolk,"Western Tidewater",Hospitals,Pfizer,1,41
02/05/2021,51540,Charlottesville,"Blue Ridge","Other Community Health Providers",Pfizer,2,106
01/18/2021,51159,"Richmond County","Three Rivers","Federal LTCF Program",Pfizer,1,2
02/06/2021,51023,Botetourt,Alleghany,Hospitals,Pfizer,2,4
02/05/2021,51071,Giles,"New River","Other Community Health Providers",Moderna,1,7
01/26/2021,51173,Smyth,"Mount Rogers","Medical Practices",Pfizer,1,1
02/03/2021,51111,Lunenburg,Piedmont,Hospitals,Moderna,2,1
02/16/2021,51650,Hampton,Hampton,"Medical Practices",Pfizer,1,42
02/15/2021,51011,Appomattox,"Central Virginia",Hospitals,Pfizer,1,2
02/03/2021,51101,"King William","Three Rivers","Medical Practices",Pfizer,1,12
12/31/2020,51680,Lynchburg,"Central Virginia","Other Community Health Providers",Moderna,1,3
02/02/2021,51760,"Richmond City",Richmond,"Medical Practices",Moderna,2,7
02/08/2021,51033,Caroline,Rappahannock,Hospitals,Moderna,2,31
02/12/2021,51087,Henrico,Henrico,"Local Health Departments",Moderna,2,25
01/28/2021,51065,Fluvanna,"Blue Ridge","Local Health Departments",Pfizer,1,6
02/12/2021,51035,Carroll,"Mount Rogers",Pharmacies,Moderna,1,3
02/14/2021,51073,Gloucester,"Three Rivers",Pharmacies,Moderna,1,1
01/20/2021,51059,Fairfax,Fairfax,"Medical Practices",Moderna,1,399
02/10/2021,51139,Page,"Lord Fairfax",Hospitals,Pfizer,2,253
01/06/2021,51760,"Richmond City",Richmond,Hospitals,Pfizer,2,68
01/22/2021,51700,"Newport News",Peninsula,"Medical Practices",Moderna,1,53
02/05/2021,51117,Mecklenburg,Southside,"Local Health Departments",Moderna,2,75
01/30/2021,51069,Frederick,"Lord Fairfax",Hospitals,Moderna,2,24
01/19/2021,51710,Norfolk,Norfolk,"Federal LTCF Program",Pfizer,2,29
01/29/2021,51191,Washington,"Mount Rogers","Local Health Departments",Moderna,2,147
02/04/2021,51075,Goochland,Chickahominy,Pharmacies,Moderna,1,3
01/18/2021,51041,Chesterfield,Chesterfield,"Other Community Health Providers",Pfizer,2,2
01/20/2021,51087,Henrico,Henrico,"Federal LTCF Program",Pfizer,1,67
01/11/2021,51109,Louisa,"Blue Ridge",Hospitals,Pfizer,1,1
02/10/2021,51073,Gloucester,"Three Rivers","Local Health Departments",Pfizer,2,1
02/12/2021,51113,Madison,"Rappahannock Rapidan",Pharmacies,Moderna,1,2
01/19/2021,51015,Augusta,"Central Shenandoah","Other Community Health Providers",Pfizer,1,16
02/02/2021,51073,Gloucester,"Three Rivers","Other Community Health Providers",Pfizer,1,21
01/06/2021,51085,Hanover,Chickahominy,"Local Health Departments",Moderna,1,56
12/17/2020,51069,Frederick,"Lord Fairfax",Hospitals,Pfizer,1,107
02/04/2021,51069,Frederick,"Lord Fairfax","Local Health Departments",Moderna,2,9
02/12/2021,51670,Hopewell,Crater,Pharmacies,Moderna,1,17
02/09/2021,51620,"Franklin City","Western Tidewater","Other Community Health Providers",Moderna,2,1
02/15/2021,51520,Bristol,"Mount Rogers",Pharmacies,Moderna,2,3
12/23/2020,51083,Halifax,Southside,Hospitals,Pfizer,1,10
01/12/2021,51770,"Roanoke City",Roanoke,Hospitals,Pfizer,1,114
01/05/2021,51177,Spotsylvania,Rappahannock,Hospitals,Pfizer,2,19
01/26/2021,51127,"New Kent",Chickahominy,"Local Health Departments",Moderna,2,3
02/15/2021,51015,Augusta,"Central Shenandoah","Other Community Health Providers",Pfizer,2,2
01/06/2021,51700,"Newport News",Peninsula,"Federal LTCF Program",Pfizer,1,9
01/14/2021,51710,Norfolk,Norfolk,"Other Community Health Providers",Moderna,1,3
02/13/2021,51135,Nottoway,Piedmont,"Medical Practices",Moderna,1,1
02/02/2021,51179,Stafford,Rappahannock,Pharmacies,Moderna,1,2
01/29/2021,51540,Charlottesville,"Blue Ridge","Other Community Health Providers",Pfizer,1,142
01/13/2021,51059,Fairfax,Fairfax,"Federal LTCF Program",Pfizer,1,141
01/31/2021,51153,"Prince William","Prince William","Other Community Health Providers",Moderna,1,1
02/01/2021,51073,Gloucester,"Three Rivers","Other Community Health Providers",Pfizer,2,1
02/11/2021,51013,Arlington,Arlington,"Local Health Departments",Moderna,2,224
02/06/2021,51003,Albemarle,"Blue Ridge",Hospitals,Pfizer,2,9
02/11/2021,51085,Hanover,Chickahominy,"Local Health Departments",Pfizer,2,10
02/11/2021,51161,"Roanoke County",Alleghany,"Local Health Departments",Moderna,2,301
01/25/2021,51195,Wise,Lenowisco,"Federal LTCF Program",Pfizer,1,13
02/11/2021,51107,Loudoun,Loudoun,"Local Health Departments",Pfizer,1,258
01/27/2021,51061,Fauquier,"Rappahannock Rapidan",Hospitals,Pfizer,2,5
01/21/2021,51179,Stafford,Rappahannock,"Local Health Departments",Moderna,1,48
12/31/2020,51121,Montgomery,"New River",Hospitals,Moderna,1,8
02/05/2021,51510,Alexandria,Alexandria,"Medical Practices",Pfizer,1,2
02/04/2021,51089,Henry,"West Piedmont",Pharmacies,Moderna,1,66
02/07/2021,51193,Westmoreland,"Three Rivers","Federal LTCF Program",Pfizer,2,1
02/10/2021,51135,Nottoway,Piedmont,"Other Community Health Providers",Moderna,1,25
01/31/2021,51683,"Manassas City","Prince William","Federal LTCF Program",Pfizer,2,1
02/08/2021,51029,Buckingham,Piedmont,"Other Community Health Providers",Moderna,1,23
02/16/2021,51041,Chesterfield,Chesterfield,"Other Community Health Providers",Pfizer,1,4
02/15/2021,51185,Tazewell,"Cumberland Plateau",Pharmacies,Moderna,1,27
01/29/2021,51520,Bristol,"Mount Rogers","Federal LTCF Program",Pfizer,1,14
01/26/2021,51043,Clarke,"Lord Fairfax","Local Health Departments",Moderna,1,28
02/17/2021,51033,Caroline,Rappahannock,Hospitals,Moderna,2,22
01/25/2021,51093,"Isle of Wight","Western Tidewater","Local Health Departments",Moderna,1,54
01/06/2021,51077,Grayson,"Mount Rogers","Local Health Departments",Moderna,1,11
12/30/2020,51177,Spotsylvania,Rappahannock,"Other Community Health Providers",Pfizer,1,64
02/04/2021,51051,Dickenson,"Cumberland Plateau","Medical Practices",Pfizer,1,3
01/29/2021,51051,Dickenson,"Cumberland Plateau","Other Community Health Providers",Pfizer,1,1
01/06/2021,51005,Alleghany,Alleghany,"Other Community Health Providers",Moderna,1,1
02/04/2021,51169,Scott,Lenowisco,"Federal LTCF Program",Pfizer,2,4
01/07/2021,51067,"Franklin County","West Piedmont",Hospitals,Pfizer,2,7
12/30/2020,51083,Halifax,Southside,Hospitals,Pfizer,1,2
02/06/2021,51157,Rappahannock,"Rappahannock Rapidan","Local Health Departments",Moderna,2,3
01/01/2021,51650,Hampton,Hampton,Hospitals,Pfizer,1,1
01/27/2021,51029,Buckingham,Piedmont,"Medical Practices",Moderna,1,1
01/22/2021,51650,Hampton,Hampton,Hospitals,Moderna,2,8
12/29/2020,51075,Goochland,Chickahominy,Hospitals,Moderna,1,13
01/29/2021,51177,Spotsylvania,Rappahannock,"Local Health Departments",Pfizer,1,3
01/03/2021,51770,"Roanoke City",Roanoke,Hospitals,Pfizer,1,4
01/16/2021,51171,Shenandoah,"Lord Fairfax","Medical Practices",Moderna,1,1
02/03/2021,51730,Petersburg,Crater,"Local Health Departments",Moderna,2,1
12/27/2020,51087,Henrico,Henrico,Hospitals,Pfizer,1,25
01/18/2021,51075,Goochland,Chickahominy,Hospitals,Pfizer,2,8
12/29/2020,51167,Russell,"Cumberland Plateau",Hospitals,Pfizer,1,7
12/17/2020,51005,Alleghany,Alleghany,Hospitals,Pfizer,1,27
01/27/2021,51191,Washington,"Mount Rogers",Pharmacies,Moderna,2,1
01/11/2021,51031,Campbell,"Central Virginia","Other Community Health Providers",Moderna,1,4
01/27/2021,51087,Henrico,Henrico,"Federal LTCF Program",Pfizer,1,1207
01/21/2021,51005,Alleghany,Alleghany,"Medical Practices",Moderna,1,1
01/29/2021,51159,"Richmond County","Three Rivers","Medical Practices",Moderna,1,21
01/25/2021,"Not Reported","Not Reported","Not Reported","Local Health Departments",Moderna,2,84
01/12/2021,51147,"Prince Edward",Piedmont,Pharmacies,Moderna,1,1
01/28/2021,51157,Rappahannock,"Rappahannock Rapidan","Local Health Departments",Moderna,1,7
02/08/2021,51570,"Colonial Heights",Chesterfield,"Federal LTCF Program",Pfizer,1,5
12/28/2020,51101,"King William","Three Rivers","Medical Practices",Pfizer,1,2
01/24/2021,51019,Bedford,"Central Virginia","Federal LTCF Program",Pfizer,2,10
01/28/2021,51690,Martinsville,"West Piedmont",Hospitals,Moderna,1,7
02/04/2021,51710,Norfolk,Norfolk,"Local Health Departments",Moderna,1,413
02/02/2021,51121,Montgomery,"New River",Pharmacies,Moderna,1,43
02/16/2021,"Out of State","Out of State","Out of State","Medical Practices",Pfizer,2,25
12/29/2020,51135,Nottoway,Piedmont,"Federal LTCF Program",Pfizer,1,8
01/28/2021,51710,Norfolk,Norfolk,"Federal LTCF Program",Pfizer,2,19
12/20/2020,51810,"Virginia Beach","Virginia Beach",Hospitals,Pfizer,1,8
02/10/2021,51640,Galax,"Mount Rogers","Other Community Health Providers",Moderna,1,1
01/15/2021,51143,Pittsylvania,Pittsylvania-Danville,Hospitals,Pfizer,1,10
01/29/2021,51063,Floyd,"New River","Local Health Departments",Moderna,2,3
01/25/2021,51700,"Newport News",Peninsula,"Federal LTCF Program",Pfizer,1,15
01/25/2021,51810,"Virginia Beach","Virginia Beach",Hospitals,Moderna,2,7
02/04/2021,51009,Amherst,"Central Virginia","Local Health Departments",Moderna,2,7
01/24/2021,51071,Giles,"New River","Federal LTCF Program",Pfizer,2,8
01/14/2021,51075,Goochland,Chickahominy,"Other Community Health Providers",Moderna,1,4
01/25/2021,51057,Essex,"Three Rivers","Local Health Departments",Moderna,1,1
02/11/2021,51061,Fauquier,"Rappahannock Rapidan",Pharmacies,Moderna,1,2
01/22/2021,51147,"Prince Edward",Piedmont,"Local Health Departments",Moderna,1,27
02/09/2021,"Not Reported","Not Reported","Not Reported","Local Health Departments",Moderna,1,97
02/16/2021,51199,York,Peninsula,"Local Health Departments",Pfizer,2,4
01/19/2021,51099,"King George",Rappahannock,Hospitals,Pfizer,1,15
01/28/2021,51113,Madison,"Rappahannock Rapidan","Local Health Departments",Moderna,2,4
02/03/2021,51139,Page,"Lord Fairfax",Hospitals,Pfizer,2,29
02/09/2021,51735,Poquoson,Peninsula,"Local Health Departments",Moderna,2,3
01/15/2021,51127,"New Kent",Chickahominy,Hospitals,Moderna,1,2
01/29/2021,51041,Chesterfield,Chesterfield,"Medical Practices",Pfizer,2,2
01/18/2021,51650,Hampton,Hampton,Hospitals,Moderna,1,27
12/31/2020,51061,Fauquier,"Rappahannock Rapidan","Other Community Health Providers",Moderna,1,2
01/20/2021,51155,Pulaski,"New River","Federal LTCF Program",Pfizer,2,1
02/01/2021,51171,Shenandoah,"Lord Fairfax","Federal LTCF Program",Pfizer,1,13
02/01/2021,51009,Amherst,"Central Virginia","Other Community Health Providers",Moderna,1,1
01/07/2021,51115,Mathews,"Three Rivers","Federal LTCF Program",Pfizer,1,1
01/07/2021,51107,Loudoun,Loudoun,"Medical Practices",Pfizer,2,11
02/06/2021,51800,Suffolk,"Western Tidewater","Local Health Departments",Pfizer,1,2
01/23/2021,51770,"Roanoke City",Roanoke,"Other Community Health Providers",Pfizer,1,1
01/27/2021,51059,Fairfax,Fairfax,"Medical Practices",Moderna,1,302
02/09/2021,51093,"Isle of Wight","Western Tidewater","Local Health Departments",Moderna,2,5
01/05/2021,51005,Alleghany,Alleghany,"Federal LTCF Program",Pfizer,1,3
02/16/2021,51087,Henrico,Henrico,Hospitals,Moderna,2,51
01/18/2021,"Out of State","Out of State","Out of State","Medical Practices",Pfizer,1,4
01/06/2021,51059,Fairfax,Fairfax,"Federal LTCF Program",Pfizer,1,22
02/11/2021,51067,"Franklin County","West Piedmont","Medical Practices",Moderna,2,18
01/03/2021,51690,Martinsville,"West Piedmont","Federal LTCF Program",Pfizer,1,2
02/02/2021,51107,Loudoun,Loudoun,"Local Health Departments",Pfizer,1,138
02/11/2021,51179,Stafford,Rappahannock,Pharmacies,Moderna,1,22
02/11/2021,51027,Buchanan,"Cumberland Plateau","Federal LTCF Program",Pfizer,1,3
02/05/2021,51035,Carroll,"Mount Rogers",Pharmacies,Moderna,1,2
02/04/2021,51023,Botetourt,Alleghany,"Medical Practices",Pfizer,2,1
01/11/2021,51840,Winchester,"Lord Fairfax","Local Health Departments",Pfizer,1,1
01/05/2021,51650,Hampton,Hampton,Hospitals,Pfizer,2,4
01/24/2021,51079,Greene,"Blue Ridge",Hospitals,Pfizer,1,1
01/13/2021,51159,"Richmond County","Three Rivers","Federal LTCF Program",Pfizer,1,3
02/11/2021,51169,Scott,Lenowisco,Pharmacies,Moderna,1,1
02/12/2021,51067,"Franklin County","West Piedmont",Hospitals,Moderna,1,3
01/27/2021,51770,"Roanoke City",Roanoke,"Medical Practices",Moderna,1,13
02/16/2021,51750,Radford,"New River",Pharmacies,Moderna,2,22
01/26/2021,51047,Culpeper,"Rappahannock Rapidan","Local Health Departments",Moderna,1,66
02/14/2021,51121,Montgomery,"New River","Local Health Departments",Moderna,2,1
01/21/2021,51003,Albemarle,"Blue Ridge","Local Health Departments",Moderna,1,130
02/11/2021,51149,"Prince George",Crater,"Local Health Departments",Moderna,1,1
01/09/2021,51700,"Newport News",Peninsula,"Medical Practices",Moderna,1,1
02/04/2021,51149,"Prince George",Crater,Hospitals,Pfizer,2,3
01/10/2021,51510,Alexandria,Alexandria,Hospitals,Pfizer,2,13
02/04/2021,51185,Tazewell,"Cumberland Plateau","Local Health Departments",Pfizer,1,1
02/04/2021,51135,Nottoway,Piedmont,"Medical Practices",Moderna,1,64
01/07/2021,51175,Southampton,"Western Tidewater",Hospitals,Pfizer,1,1
01/24/2021,51023,Botetourt,Alleghany,Pharmacies,Moderna,1,3
01/13/2021,51145,Powhatan,Chesterfield,Hospitals,Moderna,1,9
01/25/2021,51520,Bristol,"Mount Rogers","Medical Practices",Pfizer,2,2
02/09/2021,51650,Hampton,Hampton,"Medical Practices",Pfizer,1,113
01/29/2021,51027,Buchanan,"Cumberland Plateau","Other Community Health Providers",Moderna,1,56
01/04/2021,51109,Louisa,"Blue Ridge",Hospitals,Pfizer,1,11
02/05/2021,51087,Henrico,Henrico,"Local Health Departments",Moderna,2,152
02/01/2021,51073,Gloucester,"Three Rivers",Hospitals,Pfizer,2,6
02/16/2021,51115,Mathews,"Three Rivers","Medical Practices",Moderna,1,3
01/29/2021,51165,Rockingham,"Central Shenandoah",Hospitals,Moderna,2,2
02/16/2021,51125,Nelson,"Blue Ridge","Local Health Departments",Pfizer,1,1
01/26/2021,51125,Nelson,"Blue Ridge",Pharmacies,Moderna,1,6
02/12/2021,51053,Dinwiddie,Crater,Hospitals,Pfizer,2,1
02/02/2021,51053,Dinwiddie,Crater,"Federal LTCF Program",Pfizer,2,3
02/10/2021,51187,Warren,"Lord Fairfax",Pharmacies,Moderna,1,6
02/13/2021,51089,Henry,"West Piedmont",Pharmacies,Moderna,1,90
01/06/2021,51087,Henrico,Henrico,"Medical Practices",Moderna,1,21
01/08/2021,51075,Goochland,Chickahominy,"Local Health Departments",Moderna,1,9
12/30/2020,51510,Alexandria,Alexandria,"Medical Practices",Pfizer,1,2
01/13/2021,51760,"Richmond City",Richmond,Hospitals,Pfizer,2,137
01/26/2021,51191,Washington,"Mount Rogers","Other Community Health Providers",Pfizer,2,25
01/11/2021,51740,Portsmouth,Portsmouth,"Federal LTCF Program",Pfizer,1,36
12/17/2020,51183,Sussex,Crater,Hospitals,Pfizer,1,2
02/02/2021,51730,Petersburg,Crater,"Local Health Departments",Pfizer,1,8
02/10/2021,51077,Grayson,"Mount Rogers","Local Health Departments",Moderna,1,3
01/20/2021,51167,Russell,"Cumberland Plateau","Other Community Health Providers",Moderna,2,1
01/13/2021,51043,Clarke,"Lord Fairfax",Hospitals,Moderna,1,26
02/06/2021,51660,Harrisonburg,"Central Shenandoah","Local Health Departments",Pfizer,1,2
02/16/2021,51065,Fluvanna,"Blue Ridge",Pharmacies,Moderna,1,8
01/26/2021,"Not Reported","Not Reported","Not Reported","Medical Practices",Pfizer,2,2
12/23/2020,51770,"Roanoke City",Roanoke,"Medical Practices",Moderna,1,16
02/02/2021,51147,"Prince Edward",Piedmont,Hospitals,Moderna,2,9
02/13/2021,51067,"Franklin County","West Piedmont",Hospitals,Pfizer,2,186
01/28/2021,51770,"Roanoke City",Roanoke,"Medical Practices",Pfizer,2,2
02/11/2021,51143,Pittsylvania,Pittsylvania-Danville,"Medical Practices",Moderna,2,1
01/25/2021,51037,Charlotte,Piedmont,Hospitals,Pfizer,2,4
02/10/2021,51149,"Prince George",Crater,"Local Health Departments",Pfizer,2,1
02/17/2021,51115,Mathews,"Three Rivers","Medical Practices",Pfizer,2,17
01/25/2021,51113,Madison,"Rappahannock Rapidan",Hospitals,Moderna,1,7
01/13/2021,51057,Essex,"Three Rivers",Hospitals,Pfizer,2,4
01/28/2021,51840,Winchester,"Lord Fairfax","Federal LTCF Program",Pfizer,2,6
01/29/2021,51015,Augusta,"Central Shenandoah","Federal LTCF Program",Pfizer,2,21
01/19/2021,51065,Fluvanna,"Blue Ridge","Other Community Health Providers",Pfizer,2,50
02/01/2021,51133,Northumberland,"Three Rivers","Local Health Departments",Moderna,1,5
12/31/2020,51109,Louisa,"Blue Ridge","Other Community Health Providers",Moderna,1,20
01/07/2021,51740,Portsmouth,Portsmouth,"Other Community Health Providers",Moderna,1,1
02/01/2021,51029,Buckingham,Piedmont,"Federal LTCF Program",Pfizer,1,2
02/09/2021,51530,"Buena Vista City","Central Shenandoah","Federal LTCF Program",Pfizer,1,1
12/31/2020,51167,Russell,"Cumberland Plateau","Local Health Departments",Moderna,1,50
01/23/2021,51143,Pittsylvania,Pittsylvania-Danville,"Medical Practices",Moderna,1,16
02/06/2021,51510,Alexandria,Alexandria,Hospitals,Pfizer,2,88
01/26/2021,51033,Caroline,Rappahannock,"Federal LTCF Program",Pfizer,2,3
01/05/2021,51095,"James City",Peninsula,"Medical Practices",Pfizer,1,8
02/16/2021,51175,Southampton,"Western Tidewater","Local Health Departments",Pfizer,2,1
02/10/2021,51011,Appomattox,"Central Virginia","Other Community Health Providers",Moderna,2,3
01/25/2021,51083,Halifax,Southside,"Local Health Departments",Moderna,1,1
02/05/2021,51023,Botetourt,Alleghany,"Local Health Departments",Moderna,1,1
01/09/2021,51620,"Franklin City","Western Tidewater","Local Health Departments",Moderna,1,1
02/16/2021,51680,Lynchburg,"Central Virginia","Medical Practices",Moderna,2,22
02/13/2021,51775,Salem,Alleghany,Hospitals,Pfizer,2,558
01/12/2021,51169,Scott,Lenowisco,"Medical Practices",Pfizer,1,4
02/05/2021,51019,Bedford,"Central Virginia","Other Community Health Providers",Moderna,2,6
02/10/2021,51067,"Franklin County","West Piedmont","Local Health Departments",Pfizer,1,1
02/05/2021,51013,Arlington,Arlington,"Other Community Health Providers",Moderna,2,1
01/27/2021,51720,Norton,Lenowisco,Hospitals,Moderna,2,1
02/17/2021,51199,York,Peninsula,"Local Health Departments",Moderna,1,21
01/08/2021,51067,"Franklin County","West Piedmont",Hospitals,Moderna,1,5
01/27/2021,51740,Portsmouth,Portsmouth,"Medical Practices",Moderna,1,55
01/02/2021,51079,Greene,"Blue Ridge","Other Community Health Providers",Moderna,1,8
01/25/2021,51195,Wise,Lenowisco,Pharmacies,Moderna,2,2
02/10/2021,51019,Bedford,"Central Virginia",Hospitals,Pfizer,2,22
01/14/2021,51121,Montgomery,"New River",Pharmacies,Moderna,1,20
01/26/2021,51063,Floyd,"New River",Hospitals,Moderna,1,2
01/22/2021,51053,Dinwiddie,Crater,"Other Community Health Providers",Moderna,1,6
02/11/2021,51093,"Isle of Wight","Western Tidewater","Medical Practices",UNSPECIFIED,1,1
12/28/2020,51061,Fauquier,"Rappahannock Rapidan","Local Health Departments",Moderna,1,17
02/09/2021,51145,Powhatan,Chesterfield,Pharmacies,Moderna,2,1
01/21/2021,51113,Madison,"Rappahannock Rapidan","Other Community Health Providers",Moderna,1,1
02/03/2021,51025,Brunswick,Southside,"Local Health Departments",Moderna,1,28
02/02/2021,51141,Patrick,"West Piedmont",Hospitals,Pfizer,1,1
02/13/2021,51017,Bath,"Central Shenandoah",Hospitals,Pfizer,2,3
01/20/2021,51550,Chesapeake,Chesapeake,"Federal LTCF Program",Pfizer,1,78
01/27/2021,51177,Spotsylvania,Rappahannock,Pharmacies,Moderna,1,5
01/17/2021,51085,Hanover,Chickahominy,Pharmacies,Moderna,1,14
02/16/2021,51081,Greensville,Crater,"Medical Practices",Moderna,1,9
02/17/2021,51069,Frederick,"Lord Fairfax",Pharmacies,Moderna,2,1
01/01/2021,51191,Washington,"Mount Rogers","Medical Practices",Pfizer,1,1
02/07/2021,51053,Dinwiddie,Crater,"Medical Practices",Moderna,2,1
01/21/2021,51197,Wythe,"Mount Rogers",Hospitals,Moderna,2,7
01/12/2021,51670,Hopewell,Crater,"Federal LTCF Program",Pfizer,1,4
01/27/2021,51113,Madison,"Rappahannock Rapidan","Medical Practices",Pfizer,1,28
02/17/2021,"Out of State","Out of State","Out of State","Local Health Departments",Moderna,2,17
01/04/2021,51101,"King William","Three Rivers",Hospitals,Moderna,1,8
01/30/2021,51041,Chesterfield,Chesterfield,"Local Health Departments",Moderna,1,96
02/05/2021,51029,Buckingham,Piedmont,Hospitals,Pfizer,1,13
01/29/2021,51013,Arlington,Arlington,"Other Community Health Providers",Moderna,1,20
02/08/2021,"Not Reported","Not Reported","Not Reported","Medical Practices",Pfizer,1,3
01/03/2021,51071,Giles,"New River",Hospitals,Pfizer,2,1
02/08/2021,51191,Washington,"Mount Rogers","Other Community Health Providers",Pfizer,1,31
02/08/2021,"Out of State","Out of State","Out of State",Hospitals,Moderna,2,20
01/25/2021,51530,"Buena Vista City","Central Shenandoah","Federal LTCF Program",Pfizer,2,1
02/05/2021,51009,Amherst,"Central Virginia","Local Health Departments",Pfizer,1,14
02/03/2021,51037,Charlotte,Piedmont,"Medical Practices",Pfizer,1,1
01/22/2021,51145,Powhatan,Chesterfield,"Local Health Departments",Pfizer,1,5
02/07/2021,51037,Charlotte,Piedmont,"Federal LTCF Program",Pfizer,2,5
01/07/2021,51081,Greensville,Crater,"Federal LTCF Program",Pfizer,1,1
02/01/2021,51770,"Roanoke City",Roanoke,"Federal LTCF Program",Pfizer,1,24
01/11/2021,51157,Rappahannock,"Rappahannock Rapidan",Hospitals,Pfizer,2,3
01/30/2021,51033,Caroline,Rappahannock,"Medical Practices",Pfizer,1,1
02/09/2021,51590,Danville,Pittsylvania-Danville,"Federal LTCF Program",Pfizer,2,2
01/26/2021,51810,"Virginia Beach","Virginia Beach",Hospitals,Pfizer,1,232
01/06/2021,51750,Radford,"New River",Hospitals,Moderna,1,13
02/06/2021,51073,Gloucester,"Three Rivers","Federal LTCF Program",Pfizer,1,28
02/07/2021,51775,Salem,Alleghany,"Other Community Health Providers",Pfizer,2,1
01/05/2021,51149,"Prince George",Crater,"Local Health Departments",Moderna,1,1
01/23/2021,51790,Staunton,"Central Shenandoah",Pharmacies,Moderna,1,2
01/27/2021,51009,Amherst,"Central Virginia",Hospitals,Pfizer,1,12
02/17/2021,51101,"King William","Three Rivers",Hospitals,Pfizer,2,7
01/11/2021,51035,Carroll,"Mount Rogers","Other Community Health Providers",Moderna,1,1
01/07/2021,51085,Hanover,Chickahominy,"Other Community Health Providers",Pfizer,2,2
02/08/2021,51133,Northumberland,"Three Rivers","Local Health Departments",Moderna,1,2
02/14/2021,51003,Albemarle,"Blue Ridge","Medical Practices",Pfizer,2,1
02/12/2021,51041,Chesterfield,Chesterfield,"Other Community Health Providers",Moderna,2,3
12/24/2020,51145,Powhatan,Chesterfield,"Other Community Health Providers",Moderna,1,2
01/27/2021,51077,Grayson,"Mount Rogers","Federal LTCF Program",Pfizer,1,7
02/07/2021,51015,Augusta,"Central Shenandoah","Federal LTCF Program",Pfizer,2,2
02/10/2021,51163,Rockbridge,"Central Shenandoah","Other Community Health Providers",Moderna,2,4
02/05/2021,51740,Portsmouth,Portsmouth,"Medical Practices",Moderna,1,38
02/12/2021,51089,Henry,"West Piedmont","Medical Practices",Moderna,2,3
01/07/2021,51043,Clarke,"Lord Fairfax","Federal LTCF Program",Pfizer,1,8
01/27/2021,51023,Botetourt,Alleghany,"Local Health Departments",Moderna,1,6
02/01/2021,51197,Wythe,"Mount Rogers",Hospitals,Moderna,2,3
01/22/2021,51097,"King and Queen","Three Rivers","Federal LTCF Program",Pfizer,1,2
01/13/2021,51161,"Roanoke County",Alleghany,"Medical Practices",Pfizer,1,1
02/04/2021,51175,Southampton,"Western Tidewater","Federal LTCF Program",Pfizer,1,5
02/16/2021,51127,"New Kent",Chickahominy,Pharmacies,Moderna,2,1
01/29/2021,"Not Reported","Not Reported","Not Reported",Hospitals,Moderna,1,269
01/14/2021,51173,Smyth,"Mount Rogers","Other Community Health Providers",Moderna,1,65
