"Administration Date",FIPS,Locality,"Health District","Facility Type","Vaccine Manufacturer","Dose Number","Vaccine Doses Administered Count"
2021-02-02,51125,Nelson,"Blue Ridge",Hospitals,Pfizer,1,17
2021-02-12,51820,Waynesboro,"Central Shenandoah","Medical Practices",Moderna,2,11
2020-12-31,51510,Alexandria,Alexandria,"Federal LTCF Program",Pfizer,1,3
2021-01-09,51720,Norton,Lenowisco,Hospitals,Pfizer,1,2
2021-02-01,51133,Northumberland,"Three Rivers","Federal LTCF Program",Pfizer,2,1
2021-01-08,51790,Staunton,"Central Shenandoah","Other Community Health Providers",Pfizer,2,36
2021-01-27,51660,Harrisonburg,"Central Shenandoah",Hospitals,Pfizer,2,2
2021-01-01,51185,Tazewell,"Cumberland Plateau",Hospitals,Moderna,1,1
2021-02-02,51173,Smyth,"Mount Rogers",Hospitals,Moderna,1,1
2021-01-21,51153,"Prince William","Prince William","Other Community Health Providers",Pfizer,2,1
2021-01-07,51165,Rockingham,"Central Shenandoah","Other Community Health Providers",Pfizer,2,78
2021-01-01,51770,"Roanoke City",Roanoke,"Federal LTCF Program",Pfizer,1,3
2021-01-08,51031,Campbell,"Central Virginia",Hospitals,Pfizer,1,31
2021-01-26,51700,"Newport News",Peninsula,"Medical Practices",Pfizer,1,76
2021-01-29,51115,Mathews,"Three Rivers","Medical Practices",Moderna,1,5
2020-12-29,51101,"King William","Three Rivers","Federal LTCF Program",Pfizer,1,3
2021-02-09,51590,Danville,Pittsylvania-Danville,"Local Health Departments",Moderna,1,20
2021-01-14,51165,Rockingham,"Central Shenandoah",Hospitals,Pfizer,2,1
2021-01-07,51810,"Virginia Beach","Virginia Beach",Hospitals,Pfizer,1,686
2021-02-10,51029,Buckingham,Piedmont,"Medical Practices",Moderna,1,1
2021-01-31,51057,Essex,"Three Rivers",Hospitals,Moderna,1,1
2021-02-10,51191,Washington,"Mount Rogers",Pharmacies,Moderna,2,74
2021-02-02,51670,Hopewell,Crater,"Local Health Departments",Pfizer,1,1
2021-01-28,51061,Fauquier,"Rappahannock Rapidan",Pharmacies,Moderna,1,6
2020-12-17,51099,"King George",Rappahannock,Hospitals,Pfizer,1,2
2020-12-24,51025,Brunswick,Southside,"Other Community Health Providers",Moderna,1,1
2021-02-02,51840,Winchester,"Lord Fairfax","Local Health Departments",Moderna,1,1
2021-01-30,51103,Lancaster,"Three Rivers","Medical Practices",Pfizer,1,22
2021-01-20,51141,Patrick,"West Piedmont","Other Community Health Providers",Moderna,1,1
2021-01-06,51169,Scott,Lenowisco,"Medical Practices",Pfizer,1,19
2021-01-20,51520,Bristol,"Mount Rogers","Other Community Health Providers",Pfizer,1,22
2020-12-16,51093,"Isle of Wight","Western Tidewater",Hospitals,Pfizer,1,9
2021-02-09,51670,Hopewell,Crater,"Federal LTCF Program",Pfizer,2,1
2021-02-03,"Not Reported","Not Reported","Not Reported","Local Health Departments",Moderna,2,143
2020-12-29,51021,Bland,"Mount Rogers","Federal LTCF Program",Pfizer,1,28
2021-01-14,51115,Mathews,"Three Rivers","Medical Practices",Moderna,1,1
2021-02-10,51550,Chesapeake,Chesapeake,"Local Health Departments",Moderna,2,492
2021-02-03,51125,Nelson,"Blue Ridge","Local Health Departments",Moderna,2,10
2021-02-02,51081,Greensville,Crater,"Medical Practices",Moderna,1,1
2021-02-05,51520,Bristol,"Mount Rogers",Hospitals,Moderna,2,4
2020-12-24,51197,Wythe,"Mount Rogers",Hospitals,Moderna,1,7
2021-02-04,51157,Rappahannock,"Rappahannock Rapidan","Local Health Departments",Moderna,1,18
2021-02-11,51750,Radford,"New River",Hospitals,Moderna,2,1
2021-01-04,"Not Reported","Not Reported","Not Reported",Pharmacies,Moderna,1,1
2021-02-07,51067,"Franklin County","West Piedmont",Hospitals,Pfizer,2,1
2021-01-07,51101,"King William","Three Rivers","Federal LTCF Program",Pfizer,1,1
2021-01-17,51660,Harrisonburg,"Central Shenandoah","Other Community Health Providers",Pfizer,2,1
2021-01-06,51810,"Virginia Beach","Virginia Beach","Other Community Health Providers",Moderna,1,3
2021-01-15,51810,"Virginia Beach","Virginia Beach","Federal LTCF Program",Pfizer,2,1
2021-02-10,"Out of State","Out of State","Out of State","Medical Practices",Pfizer,1,30
2021-01-24,"Out of State","Out of State","Out of State","Medical Practices",Pfizer,2,1
2021-02-03,51199,York,Peninsula,"Local Health Departments",Moderna,1,103
2021-01-08,51775,Salem,Alleghany,Hospitals,Pfizer,1,75
2021-01-22,51021,Bland,"Mount Rogers","Medical Practices",Moderna,1,1
2021-01-21,51510,Alexandria,Alexandria,"Medical Practices",Moderna,1,39
2021-01-15,51830,Williamsburg,Peninsula,"Federal LTCF Program",Pfizer,1,1
2021-01-06,51680,Lynchburg,"Central Virginia","Local Health Departments",Moderna,1,9
2021-02-08,51015,Augusta,"Central Shenandoah",Pharmacies,Moderna,2,1
2021-02-03,51660,Harrisonburg,"Central Shenandoah",Hospitals,Pfizer,2,4
2020-12-22,51177,Spotsylvania,Rappahannock,"Local Health Departments",Moderna,1,1
2021-01-02,51003,Albemarle,"Blue Ridge","Other Community Health Providers",Moderna,1,66
2021-01-28,51145,Powhatan,Chesterfield,"Local Health Departments",Pfizer,1,30
2021-01-05,51019,Bedford,"Central Virginia",Hospitals,Pfizer,1,64
2021-01-30,51157,Rappahannock,"Rappahannock Rapidan","Local Health Departments",Moderna,2,1
2020-12-20,51037,Charlotte,Piedmont,Hospitals,Pfizer,1,1
2021-01-27,51025,Brunswick,Southside,"Federal LTCF Program",Pfizer,2,39
2020-12-21,51009,Amherst,"Central Virginia","Other Community Health Providers",Pfizer,1,1
2021-01-14,51163,Rockbridge,"Central Shenandoah","Medical Practices",Pfizer,1,2
2021-01-21,51177,Spotsylvania,Rappahannock,Pharmacies,Moderna,1,9
2021-02-08,51041,Chesterfield,Chesterfield,"Federal LTCF Program",Pfizer,2,59
2021-02-01,51119,Middlesex,"Three Rivers",Hospitals,Pfizer,1,1
2021-01-09,51185,Tazewell,"Cumberland Plateau","Local Health Departments",Moderna,1,6
2021-01-25,"Out of State","Out of State","Out of State","Other Community Health Providers",Moderna,1,6
2021-01-20,51063,Floyd,"New River","Local Health Departments",Pfizer,1,3
2020-12-25,51770,"Roanoke City",Roanoke,"Medical Practices",Moderna,1,3
2021-02-06,51143,Pittsylvania,Pittsylvania-Danville,Hospitals,Moderna,1,178
2021-01-18,51185,Tazewell,"Cumberland Plateau",Hospitals,Moderna,1,76
2021-02-04,51775,Salem,Alleghany,"Local Health Departments",Moderna,2,53
2021-01-14,51101,"King William","Three Rivers",Hospitals,Moderna,1,18
2021-01-25,51790,Staunton,"Central Shenandoah",Pharmacies,Moderna,1,1
2021-01-15,51800,Suffolk,"Western Tidewater","Local Health Departments",Moderna,1,61
2021-01-21,51630,Fredericksburg,Rappahannock,"Local Health Departments",Moderna,1,17
2021-01-20,51111,Lunenburg,Piedmont,"Other Community Health Providers",Moderna,2,1
2021-02-03,51093,"Isle of Wight","Western Tidewater","Local Health Departments",Moderna,1,109
2021-02-06,"Out of State","Out of State","Out of State","Other Community Health Providers",Pfizer,2,5
2021-01-13,51147,"Prince Edward",Piedmont,Hospitals,Moderna,1,1
2021-02-09,51015,Augusta,"Central Shenandoah","Local Health Departments",Moderna,1,2
2021-01-28,51165,Rockingham,"Central Shenandoah","Medical Practices",Moderna,1,34
2020-12-31,51520,Bristol,"Mount Rogers","Federal LTCF Program",Pfizer,1,3
2021-02-10,51530,"Buena Vista City","Central Shenandoah","Other Community Health Providers",Moderna,2,1
2021-01-24,51810,"Virginia Beach","Virginia Beach",Hospitals,Pfizer,1,8
2021-01-18,51029,Buckingham,Piedmont,"Federal LTCF Program",Pfizer,1,6
2021-01-18,51770,"Roanoke City",Roanoke,"Federal LTCF Program",Pfizer,1,7
2021-02-11,51097,"King and Queen","Three Rivers",Hospitals,Pfizer,1,1
2021-02-03,51049,Cumberland,Piedmont,"Federal LTCF Program",Pfizer,2,4
2021-02-11,51169,Scott,Lenowisco,"Medical Practices",Moderna,2,1
2021-01-29,51590,Danville,Pittsylvania-Danville,"Local Health Departments",Moderna,1,51
2021-02-04,51700,"Newport News",Peninsula,"Medical Practices",Pfizer,1,125
2020-12-26,51043,Clarke,"Lord Fairfax","Local Health Departments",Moderna,1,1
2021-01-08,51177,Spotsylvania,Rappahannock,"Other Community Health Providers",Pfizer,1,1
2021-02-03,51101,"King William","Three Rivers",Hospitals,Pfizer,2,4
2021-01-15,51179,Stafford,Rappahannock,"Other Community Health Providers",Moderna,1,12
2021-02-12,51510,Alexandria,Alexandria,Hospitals,Pfizer,2,49
2021-01-25,51023,Botetourt,Alleghany,"Federal LTCF Program",Pfizer,2,19
2021-01-29,51071,Giles,"New River","Medical Practices",Moderna,2,3
2021-02-08,51077,Grayson,"Mount Rogers","Local Health Departments",Moderna,1,15
2021-01-13,51141,Patrick,"West Piedmont",Hospitals,Pfizer,2,4
2021-01-05,51510,Alexandria,Alexandria,"Federal LTCF Program",Pfizer,1,8
2021-02-06,51165,Rockingham,"Central Shenandoah","Medical Practices",Moderna,2,1
2021-02-11,51163,Rockbridge,"Central Shenandoah","Federal LTCF Program",Pfizer,2,6
2021-01-19,51005,Alleghany,Alleghany,Hospitals,Pfizer,1,3
2021-02-08,51730,Petersburg,Crater,"Other Community Health Providers",Moderna,1,1
2021-01-28,51193,Westmoreland,"Three Rivers",Hospitals,Moderna,1,16
2021-02-09,51059,Fairfax,Fairfax,Hospitals,Pfizer,1,480
2021-02-05,51059,Fairfax,Fairfax,Hospitals,Pfizer,2,1220
2021-01-08,51015,Augusta,"Central Shenandoah","Other Community Health Providers",Pfizer,2,53
2021-01-27,51159,"Richmond County","Three Rivers","Federal LTCF Program",Pfizer,2,1
2021-01-28,51035,Carroll,"Mount Rogers",Hospitals,Pfizer,1,1
2021-01-18,51820,Waynesboro,"Central Shenandoah","Federal LTCF Program",Pfizer,1,4
2021-02-13,51197,Wythe,"Mount Rogers","Federal LTCF Program",Pfizer,1,2
2021-01-29,51175,Southampton,"Western Tidewater","Other Community Health Providers",Moderna,1,110
2021-02-10,51175,Southampton,"Western Tidewater","Medical Practices",Moderna,1,14
2021-01-15,51121,Montgomery,"New River","Other Community Health Providers",Pfizer,1,5
2021-01-30,51660,Harrisonburg,"Central Shenandoah","Medical Practices",Moderna,1,44
2021-01-03,51139,Page,"Lord Fairfax","Federal LTCF Program",Pfizer,1,5
2021-02-12,"Not Reported","Not Reported","Not Reported","Other Community Health Providers",Pfizer,1,21
2021-02-04,51810,"Virginia Beach","Virginia Beach","Medical Practices",Pfizer,1,38
2021-02-12,51680,Lynchburg,"Central Virginia","Other Community Health Providers",Moderna,2,7
2021-01-10,51540,Charlottesville,"Blue Ridge","Other Community Health Providers",Pfizer,2,13
2020-12-27,51013,Arlington,Arlington,Hospitals,Pfizer,1,19
2020-12-22,51540,Charlottesville,"Blue Ridge","Other Community Health Providers",Pfizer,1,230
2021-01-11,51073,Gloucester,"Three Rivers","Other Community Health Providers",Pfizer,1,1
2021-02-10,51071,Giles,"New River","Other Community Health Providers",Moderna,2,4
2021-01-18,51105,Lee,Lenowisco,"Medical Practices",Moderna,1,1
2021-02-01,51683,"Manassas City","Prince William",Hospitals,Pfizer,1,1
2021-01-29,51520,Bristol,"Mount Rogers",Hospitals,Pfizer,2,2
2021-02-03,51173,Smyth,"Mount Rogers",Hospitals,Moderna,1,1
2020-12-30,51193,Westmoreland,"Three Rivers","Medical Practices",Moderna,1,1
2021-02-12,51153,"Prince William","Prince William",Hospitals,Pfizer,2,158
2021-01-12,51037,Charlotte,Piedmont,Hospitals,Moderna,1,2
2021-01-06,51033,Caroline,Rappahannock,"Other Community Health Providers",Pfizer,2,5
2021-02-11,51069,Frederick,"Lord Fairfax","Local Health Departments",Moderna,1,6
2021-01-25,51790,Staunton,"Central Shenandoah","Other Community Health Providers",Moderna,2,21
2021-01-06,51007,Amelia,Piedmont,Hospitals,Pfizer,2,3
2021-01-25,51195,Wise,Lenowisco,"Local Health Departments",Moderna,2,42
2021-01-21,51550,Chesapeake,Chesapeake,"Local Health Departments",Pfizer,1,2
2021-01-18,51071,Giles,"New River",Hospitals,Moderna,1,6
2021-01-20,51109,Louisa,"Blue Ridge","Medical Practices",Pfizer,1,3
2021-02-03,51125,Nelson,"Blue Ridge",Hospitals,Pfizer,1,42
2021-01-29,51153,"Prince William","Prince William","Local Health Departments",Moderna,1,237
2021-01-07,51031,Campbell,"Central Virginia",Hospitals,Pfizer,1,46
2021-01-17,51187,Warren,"Lord Fairfax",Hospitals,Pfizer,1,6
2021-01-18,51179,Stafford,Rappahannock,Hospitals,Pfizer,1,19
2021-01-20,51089,Henry,"West Piedmont",Hospitals,Pfizer,1,60
2021-02-10,51117,Mecklenburg,Southside,"Local Health Departments",Moderna,1,3
2021-01-09,51610,"Falls Church",Fairfax,Hospitals,Pfizer,1,1
2021-02-09,51790,Staunton,"Central Shenandoah","Other Community Health Providers",Moderna,1,2
2021-01-06,51530,"Buena Vista City","Central Shenandoah","Local Health Departments",Moderna,1,1
2021-02-10,51630,Fredericksburg,Rappahannock,"Local Health Departments",Pfizer,2,1
2021-01-21,51007,Amelia,Piedmont,Hospitals,Moderna,2,1
2021-01-21,51179,Stafford,Rappahannock,"Federal LTCF Program",Pfizer,2,2
2021-01-14,51113,Madison,"Rappahannock Rapidan","Local Health Departments",Moderna,1,24
2021-02-05,51095,"James City",Peninsula,Hospitals,Pfizer,1,11
2021-01-25,51143,Pittsylvania,Pittsylvania-Danville,Hospitals,Pfizer,2,8
2020-12-31,51045,Craig,Alleghany,"Local Health Departments",Moderna,1,4
2021-02-03,51710,Norfolk,Norfolk,Hospitals,Moderna,1,4
2021-01-30,51660,Harrisonburg,"Central Shenandoah",Hospitals,Moderna,1,31
2020-12-19,51147,"Prince Edward",Piedmont,Hospitals,Pfizer,1,1
2021-01-20,51095,"James City",Peninsula,"Local Health Departments",Moderna,1,109
2021-01-23,51107,Loudoun,Loudoun,"Other Community Health Providers",Moderna,2,6
2021-01-30,51127,"New Kent",Chickahominy,"Medical Practices",Pfizer,2,2
2021-01-09,51760,"Richmond City",Richmond,"Local Health Departments",Moderna,1,11
2021-01-03,51059,Fairfax,Fairfax,"Other Community Health Providers",Moderna,1,8
2020-12-16,51710,Norfolk,Norfolk,Hospitals,Pfizer,1,186
2021-02-09,51137,Orange,"Rappahannock Rapidan",Hospitals,Moderna,2,7
2021-02-04,51013,Arlington,Arlington,"Local Health Departments",Moderna,1,10
2021-01-22,51680,Lynchburg,"Central Virginia","Other Community Health Providers",Moderna,1,170
2021-01-26,51127,"New Kent",Chickahominy,"Federal LTCF Program",Pfizer,1,2
2021-01-27,51590,Danville,Pittsylvania-Danville,Hospitals,Moderna,1,85
2021-01-12,51137,Orange,"Rappahannock Rapidan",Hospitals,Pfizer,1,2
2021-01-06,51131,Northampton,"Eastern Shore",Hospitals,Pfizer,1,12
2021-01-08,51197,Wythe,"Mount Rogers",Hospitals,Pfizer,1,9
2021-01-23,"Not Reported","Not Reported","Not Reported","Other Community Health Providers",Moderna,2,50
2021-01-29,51031,Campbell,"Central Virginia","Other Community Health Providers",Moderna,2,1
2020-12-29,51131,Northampton,"Eastern Shore","Federal LTCF Program",Pfizer,1,2
2021-01-14,51570,"Colonial Heights",Chesterfield,Hospitals,Pfizer,2,1
2021-02-11,51159,"Richmond County","Three Rivers","Other Community Health Providers",Moderna,1,1
2020-12-22,51059,Fairfax,Fairfax,Hospitals,Moderna,1,40
2021-01-08,51041,Chesterfield,Chesterfield,Pharmacies,Moderna,1,86
2021-02-03,51790,Staunton,"Central Shenandoah","Federal LTCF Program",Pfizer,2,2
2021-02-04,51161,"Roanoke County",Alleghany,"Local Health Departments",Moderna,1,163
2021-01-26,51171,Shenandoah,"Lord Fairfax","Medical Practices",Moderna,2,92
2021-01-27,51197,Wythe,"Mount Rogers","Local Health Departments",Moderna,2,1
2021-02-08,51640,Galax,"Mount Rogers","Local Health Departments",Moderna,2,1
2021-02-10,51810,"Virginia Beach","Virginia Beach","Federal LTCF Program",Pfizer,1,11
2021-01-09,51031,Campbell,"Central Virginia","Medical Practices",Moderna,1,4
2021-02-06,51193,Westmoreland,"Three Rivers","Medical Practices",Pfizer,1,108
2021-01-27,51021,Bland,"Mount Rogers",Hospitals,Moderna,2,1
2021-02-07,51179,Stafford,Rappahannock,"Local Health Departments",Moderna,1,1
2021-01-24,51107,Loudoun,Loudoun,Hospitals,Moderna,2,10
2021-01-27,51191,Washington,"Mount Rogers","Other Community Health Providers",Moderna,1,30
2021-01-29,51165,Rockingham,"Central Shenandoah",Pharmacies,Moderna,1,4
2021-01-12,51510,Alexandria,Alexandria,Pharmacies,Moderna,1,42
2021-01-30,51163,Rockbridge,"Central Shenandoah","Other Community Health Providers",Pfizer,1,3
2021-02-11,51087,Henrico,Henrico,Pharmacies,Moderna,1,111
2021-02-03,51179,Stafford,Rappahannock,Hospitals,Pfizer,2,26
2021-01-15,51550,Chesapeake,Chesapeake,"Local Health Departments",Moderna,1,515
2020-12-30,51069,Frederick,"Lord Fairfax","Other Community Health Providers",Pfizer,1,1
2021-01-27,"Not Reported","Not Reported","Not Reported","Medical Practices",Moderna,1,88
2020-12-24,51810,"Virginia Beach","Virginia Beach","Medical Practices",Moderna,1,2
2021-02-07,"Not Reported","Not Reported","Not Reported",Pharmacies,Moderna,2,1
2021-01-25,51660,Harrisonburg,"Central Shenandoah","Local Health Departments",Moderna,1,4
2021-02-09,51660,Harrisonburg,"Central Shenandoah","Local Health Departments",Moderna,2,7
2021-02-05,51640,Galax,"Mount Rogers",Pharmacies,Moderna,1,6
2021-01-06,51630,Fredericksburg,Rappahannock,Hospitals,Pfizer,1,1
2021-01-22,51003,Albemarle,"Blue Ridge",Hospitals,Pfizer,2,1
2021-02-10,51800,Suffolk,"Western Tidewater","Local Health Departments",Moderna,2,27
2021-01-29,51185,Tazewell,"Cumberland Plateau",Pharmacies,Moderna,1,20
2021-01-05,51760,"Richmond City",Richmond,Pharmacies,Moderna,1,2
2021-02-05,51670,Hopewell,Crater,"Other Community Health Providers",Pfizer,2,2
2021-02-10,51113,Madison,"Rappahannock Rapidan","Other Community Health Providers",Pfizer,1,1
2021-02-08,51109,Louisa,"Blue Ridge","Local Health Departments",Moderna,1,2
2021-02-03,51163,Rockbridge,"Central Shenandoah","Other Community Health Providers",Moderna,2,1
2021-01-26,51177,Spotsylvania,Rappahannock,Hospitals,Moderna,1,3
2021-02-01,51001,Accomack,"Eastern Shore","Medical Practices",Pfizer,1,95
2021-02-10,51179,Stafford,Rappahannock,"Other Community Health Providers",Moderna,2,6
2021-02-13,51061,Fauquier,"Rappahannock Rapidan",Hospitals,Pfizer,2,1
2021-02-05,51089,Henry,"West Piedmont",Hospitals,Pfizer,2,1
2021-01-08,51015,Augusta,"Central Shenandoah",Hospitals,Pfizer,1,2
2021-01-30,51133,Northumberland,"Three Rivers",Hospitals,Pfizer,1,1
2021-02-03,51800,Suffolk,"Western Tidewater",Hospitals,Moderna,2,2
2021-02-02,51155,Pulaski,"New River","Other Community Health Providers",Moderna,1,3
2021-01-19,51133,Northumberland,"Three Rivers","Medical Practices",Moderna,1,2
2021-01-14,51131,Northampton,"Eastern Shore","Other Community Health Providers",Moderna,1,26
2021-02-12,51143,Pittsylvania,Pittsylvania-Danville,"Medical Practices",Pfizer,1,20
2021-01-07,51161,"Roanoke County",Alleghany,"Other Community Health Providers",Moderna,1,13
2021-01-03,51107,Loudoun,Loudoun,Hospitals,Pfizer,1,78
2021-02-04,51167,Russell,"Cumberland Plateau","Federal LTCF Program",Pfizer,1,20
2021-02-02,51720,Norton,Lenowisco,"Local Health Departments",Moderna,2,5
2021-01-09,51111,Lunenburg,Piedmont,"Local Health Departments",Moderna,1,1
2020-12-30,51023,Botetourt,Alleghany,"Federal LTCF Program",Pfizer,1,3
2021-01-25,51191,Washington,"Mount Rogers",Hospitals,Pfizer,1,1
2020-12-29,51045,Craig,Alleghany,Hospitals,Moderna,1,1
2021-02-09,51011,Appomattox,"Central Virginia","Medical Practices",Pfizer,1,2
2021-02-01,51550,Chesapeake,Chesapeake,Hospitals,Pfizer,1,75
2021-01-19,51650,Hampton,Hampton,Pharmacies,Moderna,1,1
2021-02-06,51063,Floyd,"New River","Other Community Health Providers",Moderna,1,1
2021-01-26,51135,Nottoway,Piedmont,"Other Community Health Providers",Moderna,1,7
2021-01-14,51800,Suffolk,"Western Tidewater",Hospitals,Pfizer,1,31
2021-02-08,"Out of State","Out of State","Out of State",Pharmacies,Moderna,1,23
2021-01-20,51009,Amherst,"Central Virginia","Other Community Health Providers",Pfizer,2,1
2021-02-02,51013,Arlington,Arlington,"Other Community Health Providers",Pfizer,1,1
2021-02-04,51121,Montgomery,"New River",Hospitals,Pfizer,2,5
2021-02-12,51065,Fluvanna,"Blue Ridge","Local Health Departments",Pfizer,1,2
2021-02-12,51149,"Prince George",Crater,Pharmacies,Moderna,1,4
2021-01-16,51155,Pulaski,"New River",Hospitals,Moderna,1,4
2021-01-23,51093,"Isle of Wight","Western Tidewater",Hospitals,Pfizer,2,7
2021-01-20,51075,Goochland,Chickahominy,Pharmacies,Moderna,1,26
2021-02-02,51101,"King William","Three Rivers","Federal LTCF Program",Pfizer,2,6
2021-02-11,51195,Wise,Lenowisco,"Federal LTCF Program",Pfizer,1,5
2021-02-10,51127,"New Kent",Chickahominy,"Local Health Departments",Moderna,2,53
2021-01-18,51051,Dickenson,"Cumberland Plateau","Other Community Health Providers",Moderna,1,4
2020-12-28,51025,Brunswick,Southside,"Federal LTCF Program",Pfizer,1,16
2021-01-08,51660,Harrisonburg,"Central Shenandoah",Hospitals,Pfizer,1,1
2021-02-07,"Not Reported","Not Reported","Not Reported","Medical Practices",Moderna,2,1
2021-01-30,51119,Middlesex,"Three Rivers","Federal LTCF Program",Pfizer,1,4
2021-02-04,51510,Alexandria,Alexandria,"Federal LTCF Program",Pfizer,2,112
2021-02-05,51680,Lynchburg,"Central Virginia","Local Health Departments",Moderna,2,7
2021-02-08,51750,Radford,"New River",Hospitals,Pfizer,1,1
2021-01-01,51041,Chesterfield,Chesterfield,"Federal LTCF Program",Pfizer,1,14
2021-02-05,51135,Nottoway,Piedmont,Hospitals,Pfizer,2,2
2021-01-22,51081,Greensville,Crater,"Other Community Health Providers",Moderna,1,29
2021-01-15,51121,Montgomery,"New River",Hospitals,Moderna,1,35
2021-01-29,51011,Appomattox,"Central Virginia",Hospitals,Pfizer,1,6
2021-01-20,51107,Loudoun,Loudoun,Hospitals,Moderna,1,13
2021-02-10,51830,Williamsburg,Peninsula,"Federal LTCF Program",Pfizer,2,2
2021-02-02,51121,Montgomery,"New River","Local Health Departments",Pfizer,1,238
2021-02-11,51630,Fredericksburg,Rappahannock,Hospitals,Moderna,2,2
2021-01-06,51035,Carroll,"Mount Rogers","Medical Practices",Moderna,1,1
2021-01-17,51041,Chesterfield,Chesterfield,"Medical Practices",Moderna,1,9
2021-01-27,51770,"Roanoke City",Roanoke,"Other Community Health Providers",Moderna,2,4
2021-02-03,51061,Fauquier,"Rappahannock Rapidan","Federal LTCF Program",Pfizer,1,4
2021-01-11,51199,York,Peninsula,Hospitals,Pfizer,1,54
2021-02-04,51053,Dinwiddie,Crater,Pharmacies,Moderna,1,3
2021-01-04,51147,"Prince Edward",Piedmont,Hospitals,Pfizer,2,1
2021-01-07,51107,Loudoun,Loudoun,Hospitals,Pfizer,2,122
2021-02-02,51031,Campbell,"Central Virginia","Federal LTCF Program",Pfizer,1,10
2021-01-16,51043,Clarke,"Lord Fairfax","Other Community Health Providers",Pfizer,2,1
2021-01-01,51069,Frederick,"Lord Fairfax",Hospitals,Pfizer,1,2
2021-01-11,51590,Danville,Pittsylvania-Danville,Hospitals,Pfizer,1,33
2021-01-14,51550,Chesapeake,Chesapeake,"Medical Practices",Pfizer,1,28
2021-01-05,51053,Dinwiddie,Crater,Hospitals,Pfizer,1,1
2021-01-28,51137,Orange,"Rappahannock Rapidan",Hospitals,Moderna,1,151
2021-01-08,51025,Brunswick,Southside,Hospitals,Moderna,1,4
2021-01-27,51093,"Isle of Wight","Western Tidewater","Local Health Departments",Pfizer,1,2
2021-02-03,51117,Mecklenburg,Southside,"Federal LTCF Program",Pfizer,1,4
2021-01-01,51179,Stafford,Rappahannock,"Medical Practices",Moderna,1,6
2021-01-28,51036,"Charles City",Chickahominy,"Federal LTCF Program",Pfizer,2,1
2021-01-29,51063,Floyd,"New River",Pharmacies,Moderna,1,3
2021-02-12,51107,Loudoun,Loudoun,"Other Community Health Providers",Moderna,1,3
2021-01-12,51193,Westmoreland,"Three Rivers",Hospitals,Pfizer,1,6
2021-01-28,51139,Page,"Lord Fairfax","Other Community Health Providers",Moderna,2,1
2021-02-09,51165,Rockingham,"Central Shenandoah","Other Community Health Providers",Moderna,1,1
2021-01-27,51095,"James City",Peninsula,"Federal LTCF Program",Pfizer,1,265
2021-01-29,51065,Fluvanna,"Blue Ridge","Other Community Health Providers",Moderna,2,33
2021-02-03,51127,"New Kent",Chickahominy,"Medical Practices",Pfizer,1,3
2021-01-20,"Out of State","Out of State","Out of State","Medical Practices",Moderna,1,76
2021-01-21,51740,Portsmouth,Portsmouth,"Medical Practices",Pfizer,1,38
2021-01-18,51085,Hanover,Chickahominy,"Medical Practices",Moderna,1,10
2021-02-04,51145,Powhatan,Chesterfield,Hospitals,Moderna,2,8
2021-01-16,51079,Greene,"Blue Ridge","Federal LTCF Program",Pfizer,1,3
2021-02-05,51121,Montgomery,"New River","Medical Practices",Moderna,1,4
2020-12-17,51570,"Colonial Heights",Chesterfield,Hospitals,Pfizer,1,16
2020-12-26,51003,Albemarle,"Blue Ridge","Other Community Health Providers",Pfizer,1,52
2021-01-16,51683,"Manassas City","Prince William",Hospitals,Moderna,1,2
2021-01-08,51013,Arlington,Arlington,Hospitals,Pfizer,2,49
2021-02-10,"Out of State","Out of State","Out of State",Hospitals,Pfizer,2,244
2021-01-07,51111,Lunenburg,Piedmont,Hospitals,Moderna,1,2
2021-02-05,51683,"Manassas City","Prince William",Hospitals,Pfizer,2,16
2021-02-08,51590,Danville,Pittsylvania-Danville,Hospitals,Moderna,2,1
2021-01-25,51075,Goochland,Chickahominy,"Federal LTCF Program",Pfizer,2,22
2021-01-22,51153,"Prince William","Prince William","Federal LTCF Program",Pfizer,1,227
2021-01-23,51153,"Prince William","Prince William",Hospitals,Pfizer,1,161
2021-01-22,51085,Hanover,Chickahominy,Hospitals,Moderna,1,71
2021-02-10,51840,Winchester,"Lord Fairfax",Pharmacies,Moderna,1,6
2021-01-08,51750,Radford,"New River","Other Community Health Providers",Moderna,1,1
2021-02-04,51760,"Richmond City",Richmond,Hospitals,Pfizer,1,37
2021-01-28,"Out of State","Out of State","Out of State","Other Community Health Providers",Moderna,2,34
2021-01-25,51760,"Richmond City",Richmond,"Local Health Departments",Pfizer,1,1
2021-02-10,51790,Staunton,"Central Shenandoah","Local Health Departments",Moderna,2,29
2021-01-17,51083,Halifax,Southside,Hospitals,Pfizer,2,1
2021-01-21,51113,Madison,"Rappahannock Rapidan","Medical Practices",Moderna,1,2
2021-01-16,51079,Greene,"Blue Ridge","Other Community Health Providers",Pfizer,1,9
2020-12-30,51810,"Virginia Beach","Virginia Beach","Other Community Health Providers",Pfizer,1,3
2020-12-27,51013,Arlington,Arlington,"Medical Practices",Moderna,1,2
2021-01-15,51089,Henry,"West Piedmont","Other Community Health Providers",Moderna,1,3
2020-12-22,51163,Rockbridge,"Central Shenandoah","Medical Practices",Moderna,1,2
2021-01-06,51003,Albemarle,"Blue Ridge","Other Community Health Providers",Pfizer,2,88
2021-01-30,51195,Wise,Lenowisco,Hospitals,Moderna,2,1
