"Administration Date",FIPS,Locality,"Health District","Facility Type","Vaccine Manufacturer","Dose Number","Vaccine Doses Administered Count"
12/31/2020,51153,"Prince William","Prince William","Federal LTCF Program",Pfizer,1,27
02/10/2021,51015,Augusta,"Central Shenandoah","Medical Practices",Pfizer,2,1
02/03/2021,51029,Buckingham,Piedmont,Hospitals,Moderna,1,8
02/16/2021,51173,Smyth,"Mount Rogers","Local Health Departments",Moderna,1,83
01/14/2021,51105,Lee,Lenowisco,"Other Community Health Providers",Moderna,1,30
02/05/2021,51620,"Franklin City","Western Tidewater","Other Community Health Providers",Moderna,2,1
02/04/2021,51031,Campbell,"Central Virginia","Local Health Departments",Moderna,2,10
02/05/2021,51051,Dickenson,"Cumberland Plateau","Other Community Health Providers",Pfizer,1,1
01/25/2021,51197,Wythe,"Mount Rogers","Federal LTCF Program",Pfizer,1,50
01/08/2021,51810,"Virginia Beach","Virginia Beach","Other Community Health Providers",Moderna,1,4
01/13/2021,51710,Norfolk,Norfolk,Hospitals,Pfizer,2,144
01/19/2021,51570,"Colonial Heights",Chesterfield,Hospitals,Moderna,1,2
02/12/2021,51109,Louisa,"Blue Ridge",Pharmacies,Moderna,2,2
01/15/2021,51620,"Franklin City","Western Tidewater",Hospitals,Pfizer,1,1
02/13/2021,51770,"Roanoke City",Roanoke,Pharmacies,Moderna,2,1
02/17/2021,51153,"Prince William","Prince William","Medical Practices",Moderna,1,12
01/11/2021,51035,Carroll,"Mount Rogers",Hospitals,Pfizer,2,3
01/28/2021,51059,Fairfax,Fairfax,Hospitals,Pfizer,2,478
01/18/2021,51760,"Richmond City",Richmond,"Other Community Health Providers",Pfizer,2,1
02/05/2021,51093,"Isle of Wight","Western Tidewater","Local Health Departments",Moderna,1,16
02/18/2021,51169,Scott,Lenowisco,"Other Community Health Providers",Pfizer,1,4
01/06/2021,51177,Spotsylvania,Rappahannock,"Other Community Health Providers",Pfizer,1,4
01/09/2021,51013,Arlington,Arlington,Hospitals,Pfizer,1,24
02/16/2021,51127,"New Kent",Chickahominy,"Medical Practices",Pfizer,2,9
02/06/2021,51119,Middlesex,"Three Rivers","Local Health Departments",Pfizer,1,5
01/20/2021,51163,Rockbridge,"Central Shenandoah","Other Community Health Providers",Pfizer,2,7
01/26/2021,51165,Rockingham,"Central Shenandoah","Medical Practices",Moderna,1,2
01/12/2021,51117,Mecklenburg,Southside,"Federal LTCF Program",Pfizer,1,55
01/09/2021,51710,Norfolk,Norfolk,Hospitals,Pfizer,1,1
02/12/2021,"Out of State","Out of State","Out of State","Medical Practices",Pfizer,1,10
02/04/2021,51127,"New Kent",Chickahominy,"Other Community Health Providers",Moderna,2,1
02/02/2021,51109,Louisa,"Blue Ridge","Medical Practices",Pfizer,1,4
01/28/2021,51109,Louisa,"Blue Ridge","Other Community Health Providers",Pfizer,1,79
12/15/2020,51790,Staunton,"Central Shenandoah",Hospitals,Pfizer,1,1
01/26/2021,51153,"Prince William","Prince William",Hospitals,Pfizer,2,60
12/30/2020,51740,Portsmouth,Portsmouth,"Medical Practices",Pfizer,1,1
02/11/2021,51775,Salem,Alleghany,Hospitals,Moderna,2,1
02/08/2021,51165,Rockingham,"Central Shenandoah","Medical Practices",Moderna,2,4
02/05/2021,"Not Reported","Not Reported","Not Reported","Local Health Departments",Moderna,2,216
01/28/2021,51117,Mecklenburg,Southside,"Medical Practices",Moderna,1,42
12/17/2020,51053,Dinwiddie,Crater,"Other Community Health Providers",Pfizer,1,1
01/17/2021,51095,"James City",Peninsula,Hospitals,Pfizer,1,2
02/13/2021,51163,Rockbridge,"Central Shenandoah","Federal LTCF Program",Pfizer,2,1
01/30/2021,51710,Norfolk,Norfolk,Hospitals,Moderna,2,1
01/27/2021,51037,Charlotte,Piedmont,Hospitals,Moderna,2,18
12/30/2020,51183,Sussex,Crater,"Local Health Departments",Moderna,1,1
02/08/2021,51036,"Charles City",Chickahominy,"Federal LTCF Program",Pfizer,1,2
01/06/2021,51069,Frederick,"Lord Fairfax",Hospitals,Pfizer,1,8
12/24/2020,51760,"Richmond City",Richmond,"Medical Practices",Pfizer,1,1
01/05/2021,51195,Wise,Lenowisco,"Medical Practices",Moderna,1,2
01/22/2021,"Out of State","Out of State","Out of State",Hospitals,Pfizer,1,148
01/11/2021,51157,Rappahannock,"Rappahannock Rapidan","Federal LTCF Program",Pfizer,1,1
01/13/2021,51109,Louisa,"Blue Ridge","Other Community Health Providers",Pfizer,2,20
01/30/2021,51610,"Falls Church",Fairfax,"Medical Practices",Pfizer,1,3
01/26/2021,51185,Tazewell,"Cumberland Plateau",Pharmacies,Moderna,1,3
12/30/2020,51031,Campbell,"Central Virginia",Hospitals,Moderna,1,5
02/05/2021,51045,Craig,Alleghany,"Medical Practices",Moderna,2,3
01/08/2021,51079,Greene,"Blue Ridge","Local Health Departments",Moderna,1,1
01/04/2021,51019,Bedford,"Central Virginia",Hospitals,Pfizer,1,73
01/29/2021,51177,Spotsylvania,Rappahannock,Hospitals,Moderna,1,6
01/17/2021,51023,Botetourt,Alleghany,Hospitals,Pfizer,2,5
02/13/2021,51089,Henry,"West Piedmont",Hospitals,Moderna,1,132
02/10/2021,51165,Rockingham,"Central Shenandoah","Local Health Departments",Pfizer,1,1
02/11/2021,51740,Portsmouth,Portsmouth,"Medical Practices",Pfizer,2,2
12/31/2020,51197,Wythe,"Mount Rogers",Hospitals,Moderna,1,1
01/08/2021,51073,Gloucester,"Three Rivers","Medical Practices",Pfizer,2,2
01/27/2021,51105,Lee,Lenowisco,"Other Community Health Providers",Moderna,2,1
02/02/2021,51670,Hopewell,Crater,"Federal LTCF Program",Pfizer,2,6
02/09/2021,51121,Montgomery,"New River",Hospitals,Pfizer,2,5
01/23/2021,51075,Goochland,Chickahominy,Pharmacies,Moderna,1,9
02/02/2021,51690,Martinsville,"West Piedmont","Local Health Departments",Moderna,1,10
02/16/2021,51197,Wythe,"Mount Rogers","Other Community Health Providers",Moderna,1,1
01/06/2021,51101,"King William","Three Rivers",Pharmacies,Moderna,1,2
01/15/2021,51067,"Franklin County","West Piedmont","Other Community Health Providers",Moderna,1,45
02/16/2021,51061,Fauquier,"Rappahannock Rapidan",Hospitals,Pfizer,2,30
02/03/2021,51065,Fluvanna,"Blue Ridge","Other Community Health Providers",Moderna,1,13
02/04/2021,51047,Culpeper,"Rappahannock Rapidan","Other Community Health Providers",Moderna,1,97
01/26/2021,51670,Hopewell,Crater,"Local Health Departments",Moderna,1,1
02/05/2021,51191,Washington,"Mount Rogers","Federal LTCF Program",Pfizer,2,2
01/19/2021,51093,"Isle of Wight","Western Tidewater","Medical Practices",Pfizer,1,14
02/02/2021,51179,Stafford,Rappahannock,"Local Health Departments",Moderna,1,45
02/10/2021,51153,"Prince William","Prince William","Federal LTCF Program",Pfizer,2,80
02/03/2021,51683,"Manassas City","Prince William","Local Health Departments",Moderna,2,13
12/29/2020,51171,Shenandoah,"Lord Fairfax","Local Health Departments",Moderna,1,4
01/09/2021,51800,Suffolk,"Western Tidewater",Hospitals,Pfizer,1,4
01/12/2021,51027,Buchanan,"Cumberland Plateau","Local Health Departments",Moderna,1,11
02/01/2021,51197,Wythe,"Mount Rogers","Local Health Departments",Moderna,2,5
01/15/2021,51510,Alexandria,Alexandria,Pharmacies,Moderna,1,209
02/16/2021,51115,Mathews,"Three Rivers","Other Community Health Providers",Moderna,1,4
02/16/2021,51041,Chesterfield,Chesterfield,"Local Health Departments",Pfizer,2,314
02/15/2021,51127,"New Kent",Chickahominy,"Local Health Departments",Moderna,2,3
02/10/2021,51111,Lunenburg,Piedmont,Pharmacies,Moderna,2,1
01/23/2021,51013,Arlington,Arlington,"Federal LTCF Program",Pfizer,2,5
01/23/2021,"Not Reported","Not Reported","Not Reported",Hospitals,Pfizer,2,306
01/30/2021,51047,Culpeper,"Rappahannock Rapidan","Other Community Health Providers",Moderna,2,1
01/27/2021,51001,Accomack,"Eastern Shore","Medical Practices",Pfizer,1,21
01/29/2021,51135,Nottoway,Piedmont,"Other Community Health Providers",Moderna,1,7
02/13/2021,51047,Culpeper,"Rappahannock Rapidan","Medical Practices",Moderna,1,1
02/16/2021,51157,Rappahannock,"Rappahannock Rapidan","Medical Practices",Pfizer,2,1
12/30/2020,51163,Rockbridge,"Central Shenandoah","Local Health Departments",Moderna,1,1
02/07/2021,51031,Campbell,"Central Virginia","Federal LTCF Program",Pfizer,1,4
01/22/2021,51790,Staunton,"Central Shenandoah","Local Health Departments",Moderna,1,18
01/23/2021,51161,"Roanoke County",Alleghany,"Federal LTCF Program",Pfizer,2,36
01/25/2021,51183,Sussex,Crater,"Medical Practices",Moderna,2,1
12/28/2020,51023,Botetourt,Alleghany,Hospitals,Moderna,1,3
01/27/2021,51185,Tazewell,"Cumberland Plateau","Other Community Health Providers",Moderna,2,2
01/23/2021,51800,Suffolk,"Western Tidewater","Medical Practices",Pfizer,1,1
01/25/2021,51133,Northumberland,"Three Rivers",Hospitals,Pfizer,1,1
01/13/2021,51145,Powhatan,Chesterfield,Pharmacies,Moderna,1,6
02/17/2021,51800,Suffolk,"Western Tidewater","Other Community Health Providers",Moderna,1,4
02/16/2021,51159,"Richmond County","Three Rivers","Local Health Departments",Moderna,1,3
01/30/2021,51191,Washington,"Mount Rogers",Hospitals,Pfizer,1,1
02/03/2021,51830,Williamsburg,Peninsula,Hospitals,Pfizer,2,1
01/14/2021,51111,Lunenburg,Piedmont,"Local Health Departments",Moderna,1,1
01/06/2021,51137,Orange,"Rappahannock Rapidan","Other Community Health Providers",Moderna,1,10
01/28/2021,51067,"Franklin County","West Piedmont","Local Health Departments",Moderna,2,21
02/15/2021,51093,"Isle of Wight","Western Tidewater","Medical Practices",Pfizer,2,5
01/27/2021,51193,Westmoreland,"Three Rivers","Local Health Departments",Moderna,2,4
02/11/2021,51071,Giles,"New River",Hospitals,Pfizer,1,2
02/14/2021,51630,Fredericksburg,Rappahannock,Hospitals,Moderna,2,54
02/11/2021,51179,Stafford,Rappahannock,Hospitals,Moderna,1,1
02/18/2021,51770,"Roanoke City",Roanoke,"Local Health Departments",Moderna,2,1
01/30/2021,51069,Frederick,"Lord Fairfax","Federal LTCF Program",Pfizer,2,4
01/12/2021,51141,Patrick,"West Piedmont",Hospitals,Pfizer,2,2
12/28/2020,51003,Albemarle,"Blue Ridge",Hospitals,Moderna,1,3
01/01/2021,51630,Fredericksburg,Rappahannock,Hospitals,Pfizer,1,1
01/26/2021,51011,Appomattox,"Central Virginia",Hospitals,Pfizer,1,2
02/05/2021,51530,"Buena Vista City","Central Shenandoah",Hospitals,Pfizer,1,1
02/17/2021,51033,Caroline,Rappahannock,Pharmacies,Moderna,2,9
01/28/2021,51049,Cumberland,Piedmont,"Other Community Health Providers",Moderna,1,4
01/29/2021,51117,Mecklenburg,Southside,"Federal LTCF Program",Pfizer,2,2
02/11/2021,51069,Frederick,"Lord Fairfax",Hospitals,Moderna,2,408
02/09/2021,51171,Shenandoah,"Lord Fairfax","Other Community Health Providers",Moderna,2,1
01/22/2021,51169,Scott,Lenowisco,"Other Community Health Providers",Pfizer,1,10
02/09/2021,51057,Essex,"Three Rivers",Hospitals,Pfizer,1,1
02/01/2021,51181,Surry,Crater,"Other Community Health Providers",Moderna,1,1
01/17/2021,51003,Albemarle,"Blue Ridge",Hospitals,Pfizer,2,1
01/13/2021,51550,Chesapeake,Chesapeake,"Other Community Health Providers",Moderna,1,3
02/05/2021,51109,Louisa,"Blue Ridge","Local Health Departments",Moderna,1,17
01/01/2021,51035,Carroll,"Mount Rogers","Medical Practices",Moderna,1,1
01/03/2021,"Not Reported","Not Reported","Not Reported","Other Community Health Providers",Moderna,1,11
01/12/2021,51121,Montgomery,"New River",Hospitals,Moderna,1,9
01/15/2021,51127,"New Kent",Chickahominy,Pharmacies,Moderna,1,4
02/12/2021,51700,"Newport News",Peninsula,"Other Community Health Providers",Moderna,1,1
01/14/2021,51031,Campbell,"Central Virginia","Medical Practices",Moderna,1,1
01/05/2021,51570,"Colonial Heights",Chesterfield,"Local Health Departments",Moderna,1,2
01/26/2021,51620,"Franklin City","Western Tidewater",Hospitals,Pfizer,2,7
01/26/2021,51610,"Falls Church",Fairfax,"Federal LTCF Program",Pfizer,2,2
01/26/2021,51011,Appomattox,"Central Virginia","Local Health Departments",Moderna,2,2
02/10/2021,51187,Warren,"Lord Fairfax",Hospitals,Moderna,1,11
01/05/2021,51099,"King George",Rappahannock,"Local Health Departments",Moderna,1,1
01/08/2021,51095,"James City",Peninsula,"Other Community Health Providers",Moderna,1,3
02/09/2021,51095,"James City",Peninsula,"Federal LTCF Program",Pfizer,2,185
01/27/2021,51550,Chesapeake,Chesapeake,Hospitals,Pfizer,1,65
01/08/2021,51155,Pulaski,"New River",Hospitals,Pfizer,2,11
02/16/2021,51177,Spotsylvania,Rappahannock,"Medical Practices",Pfizer,1,1
02/05/2021,51640,Galax,"Mount Rogers","Local Health Departments",Moderna,2,1
12/15/2020,51149,"Prince George",Crater,Hospitals,Pfizer,1,3
02/17/2021,51065,Fluvanna,"Blue Ridge","Local Health Departments",Pfizer,1,1
02/19/2021,51185,Tazewell,"Cumberland Plateau",Pharmacies,Moderna,1,1
12/15/2020,51075,Goochland,Chickahominy,Hospitals,Pfizer,1,2
02/10/2021,51109,Louisa,"Blue Ridge","Other Community Health Providers",Moderna,2,5
01/27/2021,51177,Spotsylvania,Rappahannock,"Federal LTCF Program",Pfizer,1,161
02/04/2021,51620,"Franklin City","Western Tidewater","Federal LTCF Program",Pfizer,1,4
02/16/2021,51059,Fairfax,Fairfax,Pharmacies,Moderna,2,69
01/02/2021,51019,Bedford,"Central Virginia",Hospitals,Moderna,1,2
02/08/2021,51820,Waynesboro,"Central Shenandoah","Federal LTCF Program",Pfizer,2,5
01/26/2021,51820,Waynesboro,"Central Shenandoah","Federal LTCF Program",Pfizer,1,5
02/02/2021,51570,"Colonial Heights",Chesterfield,"Local Health Departments",Pfizer,1,4
01/29/2021,51840,Winchester,"Lord Fairfax","Medical Practices",Moderna,1,16
12/30/2020,51145,Powhatan,Chesterfield,"Federal LTCF Program",Pfizer,1,1
02/01/2021,51137,Orange,"Rappahannock Rapidan","Local Health Departments",Moderna,1,3
01/03/2021,51775,Salem,Alleghany,Hospitals,Moderna,1,1
01/28/2021,51015,Augusta,"Central Shenandoah","Medical Practices",Moderna,1,1
01/13/2021,51041,Chesterfield,Chesterfield,"Other Community Health Providers",Pfizer,1,10
01/21/2021,51159,"Richmond County","Three Rivers",Hospitals,Pfizer,1,2
02/01/2021,51175,Southampton,"Western Tidewater","Medical Practices",Moderna,2,1
01/12/2021,51730,Petersburg,Crater,"Federal LTCF Program",Pfizer,1,9
01/13/2021,51007,Amelia,Piedmont,Pharmacies,Moderna,1,2
01/12/2021,51015,Augusta,"Central Shenandoah","Federal LTCF Program",Pfizer,1,11
02/04/2021,51037,Charlotte,Piedmont,"Local Health Departments",Moderna,1,31
02/10/2021,51510,Alexandria,Alexandria,"Local Health Departments",Moderna,1,15
01/14/2021,51735,Poquoson,Peninsula,"Federal LTCF Program",Pfizer,1,1
01/21/2021,51570,"Colonial Heights",Chesterfield,Pharmacies,Moderna,1,1
12/29/2020,51197,Wythe,"Mount Rogers",Hospitals,Pfizer,1,1
02/11/2021,51051,Dickenson,"Cumberland Plateau",Hospitals,Moderna,1,2
12/28/2020,51031,Campbell,"Central Virginia",Hospitals,Pfizer,1,53
01/24/2021,"Out of State","Out of State","Out of State","Other Community Health Providers",Pfizer,1,3
01/06/2021,51630,Fredericksburg,Rappahannock,"Other Community Health Providers",Pfizer,1,2
02/04/2021,51810,"Virginia Beach","Virginia Beach","Local Health Departments",Moderna,2,356
02/05/2021,51105,Lee,Lenowisco,"Medical Practices",UNSPECIFIED,1,1
01/25/2021,51770,"Roanoke City",Roanoke,"Local Health Departments",Moderna,2,2
01/19/2021,51036,"Charles City",Chickahominy,"Medical Practices",Pfizer,1,2
12/29/2020,51071,Giles,"New River","Local Health Departments",Moderna,1,4
01/28/2021,51530,"Buena Vista City","Central Shenandoah","Other Community Health Providers",Moderna,1,6
01/23/2021,51145,Powhatan,Chesterfield,"Medical Practices",Moderna,1,4
02/18/2021,51053,Dinwiddie,Crater,"Other Community Health Providers",Moderna,1,1
01/27/2021,51047,Culpeper,"Rappahannock Rapidan",Hospitals,Pfizer,2,2
01/26/2021,51700,"Newport News",Peninsula,Hospitals,Pfizer,1,12
02/12/2021,51171,Shenandoah,"Lord Fairfax",Hospitals,Pfizer,2,3
02/03/2021,51159,"Richmond County","Three Rivers","Other Community Health Providers",Moderna,1,106
02/04/2021,51800,Suffolk,"Western Tidewater","Federal LTCF Program",Pfizer,1,10
02/11/2021,51680,Lynchburg,"Central Virginia","Federal LTCF Program",Pfizer,1,2
02/04/2021,51680,Lynchburg,"Central Virginia","Other Community Health Providers",Moderna,2,15
02/08/2021,51117,Mecklenburg,Southside,Hospitals,Pfizer,1,1
01/07/2021,51171,Shenandoah,"Lord Fairfax",Hospitals,Moderna,1,47
01/30/2021,51680,Lynchburg,"Central Virginia","Other Community Health Providers",Moderna,1,2
01/28/2021,51087,Henrico,Henrico,"Other Community Health Providers",Moderna,1,141
01/06/2021,51065,Fluvanna,"Blue Ridge","Other Community Health Providers",Pfizer,1,23
01/29/2021,51750,Radford,"New River","Medical Practices",Moderna,1,19
02/04/2021,51161,"Roanoke County",Alleghany,"Medical Practices",Pfizer,2,1
02/12/2021,51660,Harrisonburg,"Central Shenandoah","Medical Practices",Moderna,2,2
01/22/2021,51037,Charlotte,Piedmont,"Other Community Health Providers",Moderna,1,15
01/31/2021,51041,Chesterfield,Chesterfield,Hospitals,Pfizer,2,2
01/28/2021,51103,Lancaster,"Three Rivers",Hospitals,Moderna,2,3
02/10/2021,51049,Cumberland,Piedmont,"Local Health Departments",Moderna,1,3
02/05/2021,51139,Page,"Lord Fairfax",Pharmacies,Moderna,2,2
02/13/2021,51775,Salem,Alleghany,"Federal LTCF Program",Pfizer,1,4
01/29/2021,51830,Williamsburg,Peninsula,"Other Community Health Providers",Moderna,1,1
02/02/2021,51009,Amherst,"Central Virginia","Medical Practices",Moderna,1,48
01/11/2021,51197,Wythe,"Mount Rogers","Other Community Health Providers",Pfizer,1,1
02/17/2021,51775,Salem,Alleghany,"Medical Practices",Pfizer,2,11
01/14/2021,51840,Winchester,"Lord Fairfax",Hospitals,Pfizer,1,108
01/22/2021,51660,Harrisonburg,"Central Shenandoah","Medical Practices",Moderna,1,5
02/13/2021,51179,Stafford,Rappahannock,Hospitals,Pfizer,1,108
01/05/2021,51117,Mecklenburg,Southside,"Other Community Health Providers",Pfizer,1,2
12/19/2020,51720,Norton,Lenowisco,Hospitals,Pfizer,1,13
01/03/2021,51820,Waynesboro,"Central Shenandoah","Medical Practices",Pfizer,1,1
01/30/2021,51157,Rappahannock,"Rappahannock Rapidan",Hospitals,Pfizer,1,1
01/23/2021,51145,Powhatan,Chesterfield,"Other Community Health Providers",Moderna,2,1
02/05/2021,51173,Smyth,"Mount Rogers","Other Community Health Providers",Moderna,2,1
02/04/2021,51013,Arlington,Arlington,"Medical Practices",Pfizer,2,2
02/01/2021,51660,Harrisonburg,"Central Shenandoah","Other Community Health Providers",Moderna,2,3
02/12/2021,51161,"Roanoke County",Alleghany,Hospitals,Pfizer,1,4
02/04/2021,51760,"Richmond City",Richmond,"Other Community Health Providers",Moderna,1,51
12/23/2020,51103,Lancaster,"Three Rivers",Hospitals,Pfizer,1,3
01/16/2021,51015,Augusta,"Central Shenandoah","Other Community Health Providers",Pfizer,2,3
12/23/2020,51027,Buchanan,"Cumberland Plateau",Hospitals,Moderna,1,42
01/19/2021,51735,Poquoson,Peninsula,"Other Community Health Providers",Pfizer,1,1
02/13/2021,51165,Rockingham,"Central Shenandoah","Other Community Health Providers",Pfizer,2,31
02/01/2021,51083,Halifax,Southside,"Federal LTCF Program",Pfizer,2,11
02/17/2021,51077,Grayson,"Mount Rogers","Federal LTCF Program",Pfizer,2,2
02/01/2021,51089,Henry,"West Piedmont","Medical Practices",Moderna,1,1
12/25/2020,51680,Lynchburg,"Central Virginia","Medical Practices",Moderna,1,1
01/20/2021,51095,"James City",Peninsula,"Medical Practices",Pfizer,2,3
02/10/2021,51680,Lynchburg,"Central Virginia",Hospitals,Pfizer,1,6
02/10/2021,51199,York,Peninsula,"Federal LTCF Program",Pfizer,2,14
01/18/2021,51085,Hanover,Chickahominy,"Other Community Health Providers",Pfizer,1,3
01/14/2021,51530,"Buena Vista City","Central Shenandoah","Local Health Departments",Moderna,1,12
02/05/2021,51740,Portsmouth,Portsmouth,Hospitals,Pfizer,2,43
02/12/2021,51101,"King William","Three Rivers","Local Health Departments",Moderna,1,2
02/17/2021,51790,Staunton,"Central Shenandoah","Other Community Health Providers",Moderna,1,2
02/05/2021,51730,Petersburg,Crater,"Medical Practices",Moderna,1,1
02/17/2021,51590,Danville,Pittsylvania-Danville,Pharmacies,Moderna,1,6
12/18/2020,51610,"Falls Church",Fairfax,Hospitals,Pfizer,1,11
01/29/2021,51153,"Prince William","Prince William","Medical Practices",Pfizer,2,5
01/28/2021,51125,Nelson,"Blue Ridge",Hospitals,Pfizer,1,5
01/30/2021,51740,Portsmouth,Portsmouth,"Federal LTCF Program",Pfizer,2,3
12/28/2020,51153,"Prince William","Prince William","Other Community Health Providers",Moderna,1,1
01/07/2021,51121,Montgomery,"New River","Other Community Health Providers",Pfizer,1,1
02/10/2021,51630,Fredericksburg,Rappahannock,"Medical Practices",Moderna,1,1
12/29/2020,51019,Bedford,"Central Virginia","Local Health Departments",Moderna,1,5
01/08/2021,51540,Charlottesville,"Blue Ridge","Federal LTCF Program",Pfizer,1,2
02/12/2021,51187,Warren,"Lord Fairfax",Hospitals,Pfizer,1,52
02/10/2021,51125,Nelson,"Blue Ridge","Federal LTCF Program",Pfizer,1,6
02/12/2021,51059,Fairfax,Fairfax,Pharmacies,Moderna,1,206
01/28/2021,51670,Hopewell,Crater,"Local Health Departments",Pfizer,1,5
12/30/2020,51540,Charlottesville,"Blue Ridge","Other Community Health Providers",Pfizer,1,135
01/18/2021,51075,Goochland,Chickahominy,"Medical Practices",Pfizer,1,4
01/08/2021,51540,Charlottesville,"Blue Ridge",Pharmacies,Moderna,1,4
12/16/2020,51015,Augusta,"Central Shenandoah","Other Community Health Providers",Pfizer,1,53
02/10/2021,51167,Russell,"Cumberland Plateau","Local Health Departments",Moderna,2,100
02/05/2021,51660,Harrisonburg,"Central Shenandoah","Other Community Health Providers",Pfizer,1,3
02/02/2021,51590,Danville,Pittsylvania-Danville,"Medical Practices",Moderna,1,20
01/21/2021,51683,"Manassas City","Prince William","Federal LTCF Program",Pfizer,1,10
01/08/2021,51161,"Roanoke County",Alleghany,Hospitals,Pfizer,1,313
01/23/2021,51119,Middlesex,"Three Rivers","Medical Practices",Pfizer,1,1
01/19/2021,51095,"James City",Peninsula,"Local Health Departments",Moderna,1,28
01/30/2021,51153,"Prince William","Prince William","Local Health Departments",Moderna,1,245
01/27/2021,51103,Lancaster,"Three Rivers",Hospitals,Pfizer,1,8
01/18/2021,51175,Southampton,"Western Tidewater",Hospitals,Pfizer,2,2
01/28/2021,51159,"Richmond County","Three Rivers","Federal LTCF Program",Pfizer,2,3
02/11/2021,51680,Lynchburg,"Central Virginia",Hospitals,Moderna,2,6
01/26/2021,51047,Culpeper,"Rappahannock Rapidan","Other Community Health Providers",Moderna,1,1
01/16/2021,51670,Hopewell,Crater,Hospitals,Pfizer,2,1
01/18/2021,51650,Hampton,Hampton,"Federal LTCF Program",Pfizer,2,3
01/06/2021,51680,Lynchburg,"Central Virginia",Hospitals,Pfizer,1,146
01/26/2021,51143,Pittsylvania,Pittsylvania-Danville,Hospitals,Pfizer,2,13
01/19/2021,51085,Hanover,Chickahominy,Hospitals,Pfizer,1,52
01/16/2021,51037,Charlotte,Piedmont,"Local Health Departments",Moderna,1,1
02/03/2021,51185,Tazewell,"Cumberland Plateau","Other Community Health Providers",Moderna,2,1
02/19/2021,51510,Alexandria,Alexandria,"Other Community Health Providers",Pfizer,1,27
02/06/2021,51735,Poquoson,Peninsula,"Medical Practices",Pfizer,2,1
01/24/2021,51007,Amelia,Piedmont,"Medical Practices",Moderna,2,1
01/13/2021,51113,Madison,"Rappahannock Rapidan","Local Health Departments",Moderna,1,6
02/10/2021,51650,Hampton,Hampton,"Other Community Health Providers",Moderna,1,3
02/05/2021,51161,"Roanoke County",Alleghany,"Local Health Departments",Moderna,1,7
01/28/2021,51520,Bristol,"Mount Rogers","Local Health Departments",Moderna,2,16
02/05/2021,51810,"Virginia Beach","Virginia Beach","Medical Practices",Pfizer,1,32
01/08/2021,51171,Shenandoah,"Lord Fairfax",Hospitals,Pfizer,2,48
02/04/2021,51073,Gloucester,"Three Rivers","Local Health Departments",Pfizer,1,1
01/06/2021,51125,Nelson,"Blue Ridge","Federal LTCF Program",Pfizer,1,12
01/15/2021,51730,Petersburg,Crater,"Medical Practices",Moderna,1,18
02/04/2021,51133,Northumberland,"Three Rivers","Other Community Health Providers",Moderna,2,1
12/22/2020,51087,Henrico,Henrico,"Other Community Health Providers",Moderna,1,1
01/26/2021,51750,Radford,"New River","Federal LTCF Program",Pfizer,1,23
12/20/2020,51700,"Newport News",Peninsula,Hospitals,Pfizer,1,2
02/05/2021,51013,Arlington,Arlington,"Local Health Departments",Moderna,1,19
01/22/2021,51550,Chesapeake,Chesapeake,"Local Health Departments",Pfizer,1,6
02/17/2021,51107,Loudoun,Loudoun,"Medical Practices",Moderna,1,5
02/10/2021,51069,Frederick,"Lord Fairfax","Local Health Departments",Moderna,1,8
02/15/2021,51199,York,Peninsula,"Medical Practices",Moderna,2,6
01/21/2021,51800,Suffolk,"Western Tidewater","Other Community Health Providers",Moderna,1,25
01/27/2021,51089,Henry,"West Piedmont","Federal LTCF Program",Pfizer,1,5
01/20/2021,51051,Dickenson,"Cumberland Plateau","Local Health Departments",Moderna,1,57
02/01/2021,51700,"Newport News",Peninsula,"Medical Practices",Moderna,2,2
01/06/2021,51049,Cumberland,Piedmont,"Local Health Departments",Moderna,1,1
02/09/2021,51127,"New Kent",Chickahominy,Hospitals,Pfizer,2,8
02/15/2021,51710,Norfolk,Norfolk,"Medical Practices",Pfizer,1,4
02/08/2021,51730,Petersburg,Crater,"Federal LTCF Program",Pfizer,1,10
01/12/2021,51041,Chesterfield,Chesterfield,"Medical Practices",Pfizer,1,7
01/14/2021,51009,Amherst,"Central Virginia","Medical Practices",Moderna,1,1
02/03/2021,51029,Buckingham,Piedmont,Pharmacies,Moderna,1,1
01/07/2021,51033,Caroline,Rappahannock,Hospitals,Pfizer,1,6
01/25/2021,51149,"Prince George",Crater,"Other Community Health Providers",Pfizer,2,1
12/29/2020,"Not Reported","Not Reported","Not Reported","Other Community Health Providers",Moderna,1,54
01/07/2021,51775,Salem,Alleghany,"Federal LTCF Program",Pfizer,1,98
01/29/2021,51045,Craig,Alleghany,Pharmacies,Moderna,1,2
02/16/2021,51155,Pulaski,"New River",Pharmacies,Moderna,1,3
02/16/2021,51700,"Newport News",Peninsula,"Other Community Health Providers",Moderna,2,1
02/13/2021,51800,Suffolk,"Western Tidewater","Other Community Health Providers",Moderna,2,9
01/25/2021,51009,Amherst,"Central Virginia",Pharmacies,Moderna,1,12
01/12/2021,51735,Poquoson,Peninsula,Hospitals,Pfizer,1,10
12/30/2020,51067,"Franklin County","West Piedmont","Medical Practices",Moderna,1,3
01/06/2021,51163,Rockbridge,"Central Shenandoah","Local Health Departments",Moderna,1,3
01/20/2021,51145,Powhatan,Chesterfield,"Federal LTCF Program",Pfizer,1,4
12/30/2020,51137,Orange,"Rappahannock Rapidan","Other Community Health Providers",Moderna,1,3
